"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.gpu","StudyAbroadGPT-7B-continued - system/gpu.0.gpu__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.gpu__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.gpu","StudyAbroadGPT-7B-continued - system/gpu.1.gpu__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.gpu__MAX"
"13835.270484096","100","100","100","0","0","0"
"13845.269808457","100","100","100","0","0","0"
"13855.268822154","100","100","100","0","0","0"
"13865.267711011","100","100","100","0","0","0"
"13875.269110898","100","100","100","0","0","0"
"13885.268493689","100","100","100","0","0","0"
"13895.267771328","100","100","100","0","0","0"
"13905.267700194","100","100","100","0","0","0"
"13915.275521495","100","100","100","0","0","0"
"13925.267300761","100","100","100","0","0","0"
"13935.267302446","100","100","100","0","0","0"
"13945.267001672","100","100","100","0","0","0"
"13955.265188173","100","100","100","0","0","0"
"13965.270215628","100","100","100","0","0","0"
"13975.265990456","100","100","100","0","0","0"
"13985.265504628","100","100","100","0","0","0"
"13995.267852072","100","100","100","0","0","0"
"14005.272851055","100","100","100","0","0","0"
"14015.280789529","100","100","100","0","0","0"
"14025.268132628","100","100","100","0","0","0"
"14035.268329493","100","100","100","0","0","0"
"14045.271255687","100","100","100","0","0","0"
"14055.283387048","100","100","100","0","0","0"
"14065.268166009","100","100","100","0","0","0"
"14075.27799069","100","100","100","0","0","0"
"14085.270883463","100","100","100","0","0","0"
"14095.266368827","100","100","100","0","0","0"
"14105.266394786","100","100","100","0","0","0"
"14115.26843246","100","100","100","0","0","0"
"14125.265740162","100","100","100","0","0","0"
"14135.269055079","100","100","100","0","0","0"
"14145.26730688","100","100","100","0","0","0"
"14155.270968103","100","100","100","0","0","0"
"14165.269838095","100","100","100","0","0","0"
"14175.267936164","100","100","100","0","0","0"
"14185.27483906","100","100","100","0","0","0"
"14195.266114426","100","100","100","0","0","0"
"14205.270091246","100","100","100","0","0","0"
"14215.266579938","100","100","100","0","0","0"
"14225.270122539","100","100","100","0","0","0"
"14235.266055328","100","100","100","0","0","0"
"14245.274256541","100","100","100","0","0","0"
"14255.267119151","100","100","100","0","0","0"
"14265.266301658","100","100","100","0","0","0"
"14275.265623413","100","100","100","0","0","0"
"14285.271538621","100","100","100","0","0","0"
"14295.285433962","100","100","100","0","0","0"
"14305.278564321","100","100","100","0","0","0"
"14315.265603642","100","100","100","0","0","0"
"14325.267814348","100","100","100","0","0","0"
"14335.267961075","100","100","100","0","0","0"
"14345.265742273","100","100","100","0","0","0"
"14355.270102395","100","100","100","0","0","0"
"14365.266115105","100","100","100","0","0","0"
"14375.270732565","100","100","100","0","0","0"
"14385.27568783","100","100","100","0","0","0"
"14395.266652234","100","100","100","0","0","0"
"14405.275039852","100","100","100","0","0","0"
"14415.266643388","100","100","100","0","0","0"
"14425.265899921","100","100","100","0","0","0"
"14435.267525062","100","100","100","0","0","0"
"14445.272019727","100","100","100","0","0","0"
"14455.269457223","100","100","100","0","0","0"
"14465.274536939","100","100","100","0","0","0"
"14475.265473467","100","100","100","0","0","0"
"14485.26520935","100","100","100","0","0","0"
"14495.267797593","100","100","100","0","0","0"
"14505.268631443","100","100","100","0","0","0"
"14515.269797401","100","100","100","0","0","0"
"14525.267247547","100","100","100","0","0","0"
"14535.267057434","100","100","100","0","0","0"
"14545.268232064","100","100","100","0","0","0"
"14555.268497093","100","100","100","0","0","0"
"14565.278783151","100","100","100","0","0","0"
"14575.26933475","100","100","100","0","0","0"
"14585.268153618","100","100","100","0","0","0"
"14595.270702146","100","100","100","0","0","0"
"14605.265022005","100","100","100","0","0","0"
"14615.266524231","100","100","100","0","0","0"
"14625.268044768","100","100","100","0","0","0"
"14635.268742676","100","100","100","0","0","0"
"14645.273750457","100","100","100","0","0","0"
"14655.267652631","100","100","100","0","0","0"
"14665.268010571","100","100","100","0","0","0"
"14675.265590035","100","100","100","0","0","0"
"14685.272265332","100","100","100","0","0","0"
"14695.266147858","100","100","100","0","0","0"
"14705.266365829","100","100","100","0","0","0"
"14715.268837929","100","100","100","0","0","0"
"14725.268356439","100","100","100","0","0","0"
"14735.266944043","100","100","100","0","0","0"
"14745.276647089","100","100","100","0","0","0"
"14755.267330248","100","100","100","0","0","0"
"14765.266156141","100","100","100","0","0","0"
"14775.267663537","100","100","100","0","0","0"
"14785.270430042","100","100","100","0","0","0"
"14795.269586772","100","100","100","0","0","0"
"14805.267986548","100","100","100","0","0","0"
"14815.267440146","100","100","100","0","0","0"
"14825.270575942","100","100","100","0","0","0"
"14835.278815471","100","100","100","0","0","0"
"14845.270363798","100","100","100","0","0","0"
"14855.265987438","100","100","100","0","0","0"
"14865.275627417","100","100","100","0","0","0"
"14875.272344081","100","100","100","0","0","0"
"14885.269759778","100","100","100","0","0","0"
"14895.272780099","100","100","100","0","0","0"
"14905.27677227","100","100","100","0","0","0"
"14915.2682258","100","100","100","0","0","0"
"14925.268442494","100","100","100","0","0","0"
"14935.277036265","100","100","100","0","0","0"
"14945.267431979","100","100","100","0","0","0"
"14955.267197981","100","100","100","0","0","0"
"14965.265526825","100","100","100","0","0","0"
"14975.265472468","100","100","100","0","0","0"
"14985.267234722","100","100","100","0","0","0"
"14995.267517258","100","100","100","0","0","0"
"15005.266545503","100","100","100","0","0","0"
"15015.268323536","100","100","100","0","0","0"
"15025.266187","100","100","100","0","0","0"
"15035.268180459","100","100","100","0","0","0"
"15045.268422305","90","90","90","0","0","0"
"15055.273708669","100","100","100","0","0","0"
"15065.27484945","100","100","100","0","0","0"
"15075.275100741","100","100","100","0","0","0"
"15085.269355434","100","100","100","0","0","0"
"15095.267858538","100","100","100","0","0","0"
"15105.266941493","100","100","100","0","0","0"
"15115.265485707","100","100","100","0","0","0"
"15125.266802243","100","100","100","0","0","0"
"15135.266220885","100","100","100","0","0","0"
"15145.267124144","100","100","100","0","0","0"
"15155.271248864","100","100","100","0","0","0"
"15165.265461368","100","100","100","0","0","0"
"15175.275123767","100","100","100","0","0","0"
"15185.26810798","100","100","100","0","0","0"
"15195.266092617","100","100","100","0","0","0"
"15205.272033522","100","100","100","0","0","0"
"15215.271160934","100","100","100","0","0","0"
"15225.273208284","100","100","100","0","0","0"
"15235.273439707","100","100","100","0","0","0"
"15245.26710676","100","100","100","0","0","0"
"15255.268912026","100","100","100","0","0","0"
"15265.266160236","100","100","100","0","0","0"
"15275.269300646","100","100","100","0","0","0"
"15285.269497969","100","100","100","0","0","0"
"15295.275518919","100","100","100","0","0","0"
"15305.270763321","100","100","100","0","0","0"
"15315.266282112","100","100","100","0","0","0"
"15325.2650208","100","100","100","0","0","0"
"15335.273612786","100","100","100","0","0","0"
"15345.275816906","100","100","100","0","0","0"
"15355.267806282","100","100","100","0","0","0"
"15365.267858398","100","100","100","0","0","0"
"15375.267756093","100","100","100","0","0","0"
"15385.267136701","100","100","100","0","0","0"
"15395.277738152","100","100","100","0","0","0"
"15405.28034082","100","100","100","0","0","0"
"15415.275969129","100","100","100","0","0","0"
"15425.267067124","100","100","100","0","0","0"
"15435.265565009","100","100","100","0","0","0"
"15445.27005325","100","100","100","0","0","0"
"15455.266626205","100","100","100","0","0","0"
"15465.268288629","100","100","100","0","0","0"
"15475.272493022","100","100","100","0","0","0"
"15485.266259897","100","100","100","0","0","0"
"15495.268494652","100","100","100","0","0","0"
"15505.267718332","100","100","100","0","0","0"
"15515.26601148","100","100","100","0","0","0"
"15525.270340627","100","100","100","0","0","0"
"15535.2670479","100","100","100","0","0","0"
"15545.265635858","100","100","100","0","0","0"
"15555.273283609","100","100","100","0","0","0"
"15565.267248421","100","100","100","0","0","0"
"15575.266355113","100","100","100","0","0","0"
"15585.269938082","100","100","100","0","0","0"
"15595.278816598","100","100","100","0","0","0"
"15605.267089317","100","100","100","0","0","0"
"15615.270279286","100","100","100","0","0","0"
"15625.267941521","100","100","100","0","0","0"
"15635.27343026","100","100","100","0","0","0"
"15645.26837953","100","100","100","0","0","0"
"15655.27648345","100","100","100","0","0","0"
"15665.270236393","100","100","100","0","0","0"
"15675.270094647","100","100","100","0","0","0"
"15685.266787609","100","100","100","0","0","0"
"15695.268563569","100","100","100","0","0","0"
"15705.267664861","100","100","100","0","0","0"
"15715.278308602","100","100","100","0","0","0"
"15725.268727632","100","100","100","0","0","0"
"15735.271632743","100","100","100","0","0","0"
"15745.264856407","100","100","100","0","0","0"
"15755.268171439","100","100","100","0","0","0"
"15765.265691571","100","100","100","0","0","0"
"15775.269479389","100","100","100","0","0","0"
"15785.272183351","100","100","100","0","0","0"
"15795.269957938","100","100","100","0","0","0"
"15805.270164704","100","100","100","0","0","0"
"15815.267438706","100","100","100","0","0","0"
"15825.267091052","100","100","100","0","0","0"
"15835.268344722","100","100","100","0","0","0"
"15845.266382565","100","100","100","0","0","0"
"15855.26780523","100","100","100","0","0","0"
"15865.269361553","100","100","100","0","0","0"
"15875.26684416","100","100","100","0","0","0"
"15885.26819769","100","100","100","0","0","0"
"15895.267574888","100","100","100","0","0","0"
"15905.269667757","100","100","100","0","0","0"
"15915.270914582","100","100","100","0","0","0"
"15925.267816206","100","100","100","0","0","0"
"15935.268415561","100","100","100","0","0","0"
"15945.267000972","100","100","100","0","0","0"
"15955.266347742","100","100","100","0","0","0"
"15965.268086898","100","100","100","0","0","0"
"15975.267104798","100","100","100","0","0","0"
"15985.268400497","100","100","100","0","0","0"
"15995.276855766","100","100","100","0","0","0"
"16005.266809427","100","100","100","0","0","0"
"16015.267629075","100","100","100","0","0","0"
"16025.26533252","100","100","100","0","0","0"
"16035.270016975","100","100","100","0","0","0"
"16045.266977528","100","100","100","0","0","0"
"16055.267819803","100","100","100","0","0","0"
"16065.267149459","100","100","100","0","0","0"
"16075.266827419","100","100","100","0","0","0"
"16085.265455251","100","100","100","0","0","0"
"16095.269731301","100","100","100","0","0","0"
"16105.269101191","100","100","100","0","0","0"
"16115.268168675","100","100","100","0","0","0"
"16125.26904326","100","100","100","0","0","0"
"16135.270340154","100","100","100","0","0","0"
"16145.267500972","100","100","100","0","0","0"
"16155.26879724","100","100","100","0","0","0"
"16165.265410686","100","100","100","0","0","0"
"16175.268066374","100","100","100","0","0","0"
"16185.26931498","100","100","100","0","0","0"
"16195.266075711","100","100","100","0","0","0"
"16205.269393219","100","100","100","0","0","0"
"16215.271060782","100","100","100","0","0","0"
"16225.270780227","100","100","100","0","0","0"
"16235.267777123","100","100","100","0","0","0"
"16245.272170641","100","100","100","0","0","0"
"16255.267573451","100","100","100","0","0","0"
"16265.265327896","100","100","100","0","0","0"
"16275.268042279","99","99","99","0","0","0"
"16285.267229413","100","100","100","0","0","0"
"16295.276866746","100","100","100","0","0","0"
"16305.27506272","100","100","100","0","0","0"
"16315.266550279","100","100","100","0","0","0"
"16325.267828065","100","100","100","0","0","0"
"16335.270663444","100","100","100","0","0","0"
"16345.266907607","100","100","100","0","0","0"
"16355.26758267","100","100","100","0","0","0"
"16365.26790762","100","100","100","0","0","0"
"16375.270842069","100","100","100","0","0","0"
"16385.269269743","100","100","100","0","0","0"
"16395.276909449","100","100","100","0","0","0"
"16405.273405023","100","100","100","0","0","0"
"16415.278377172","100","100","100","0","0","0"
"16425.276114448","100","100","100","0","0","0"
"16435.266764401","100","100","100","0","0","0"
"16445.267026031","100","100","100","0","0","0"
"16455.266670442","100","100","100","0","0","0"
"16465.266630345","100","100","100","0","0","0"
"16475.274845752","100","100","100","0","0","0"
"16485.268300032","100","100","100","0","0","0"
"16495.268309289","100","100","100","0","0","0"
"16505.271673358","100","100","100","0","0","0"
"16515.274677258","100","100","100","0","0","0"
"16525.277882634","100","100","100","0","0","0"
"16535.26763649","100","100","100","0","0","0"
"16545.26851679","100","100","100","0","0","0"
"16555.266225545","100","100","100","0","0","0"
"16565.274232234","100","100","100","0","0","0"
"16575.274600319","100","100","100","0","0","0"
"16585.267648908","100","100","100","0","0","0"
"16595.268079939","100","100","100","0","0","0"
"16605.271912356","100","100","100","0","0","0"
"16615.278343979","100","100","100","0","0","0"
"16625.266007832","100","100","100","0","0","0"
"16635.268516869","100","100","100","0","0","0"
"16645.265275281","100","100","100","0","0","0"
"16655.271711917","100","100","100","0","0","0"
"16665.271796875","100","100","100","0","0","0"
"16675.267635438","100","100","100","0","0","0"
"16685.267859044","100","100","100","0","0","0"
"16695.266222829","100","100","100","0","0","0"
"16705.267630082","100","100","100","0","0","0"
"16715.265913333","100","100","100","0","0","0"
"16725.267712214","100","100","100","0","0","0"
"16735.277437782","100","100","100","0","0","0"
"16745.268086755","100","100","100","0","0","0"
"16755.267429573","100","100","100","0","0","0"
"16765.267705101","100","100","100","0","0","0"
"16775.274730936","100","100","100","0","0","0"
"16785.277513281","100","100","100","0","0","0"
"16795.266815992","100","100","100","0","0","0"
"16805.26791484","100","100","100","0","0","0"
"16815.271266225","100","100","100","0","0","0"
"16825.271361966","100","100","100","0","0","0"
"16835.266624054","99","99","99","0","0","0"
"16845.26810389","100","100","100","0","0","0"
"16855.267465426","100","100","100","0","0","0"
"16865.267116266","90","90","90","0","0","0"
"16875.268396428","100","100","100","0","0","0"
"16885.266113919","100","100","100","0","0","0"
"16895.266856584","100","100","100","0","0","0"
"16905.267199516","100","100","100","0","0","0"
"16915.277479899","100","100","100","0","0","0"
"16925.266418879","100","100","100","0","0","0"
"16935.270480032","100","100","100","0","0","0"
"16945.265988632","100","100","100","0","0","0"
"16955.276396878","100","100","100","0","0","0"
"16965.275233045","100","100","100","0","0","0"
"16975.273733658","100","100","100","0","0","0"
"16985.270988757","100","100","100","0","0","0"
"16995.27041825","100","100","100","0","0","0"
"17005.266365269","100","100","100","0","0","0"
"17015.265749854","100","100","100","0","0","0"
"17025.26652776","100","100","100","0","0","0"
"17035.271809925","100","100","100","0","0","0"
"17045.267520505","100","100","100","0","0","0"
"17055.267542232","100","100","100","0","0","0"
"17065.266381814","100","100","100","0","0","0"
"17075.265854354","100","100","100","0","0","0"
"17085.26764254","100","100","100","0","0","0"
"17095.266886506","100","100","100","0","0","0"
"17105.268292629","100","100","100","0","0","0"
"17115.267400394","100","100","100","0","0","0"
"17125.273721878","100","100","100","0","0","0"
"17135.269207574","100","100","100","0","0","0"
"17145.266985293","100","100","100","0","0","0"
"17155.266730958","100","100","100","0","0","0"
"17165.27448226","100","100","100","0","0","0"
"17175.272359785","100","100","100","0","0","0"
"17185.269398818","100","100","100","0","0","0"
"17195.271419732","99","99","99","0","0","0"
"17205.27161842","100","100","100","0","0","0"
"17215.265827659","100","100","100","0","0","0"
"17225.266828393","100","100","100","0","0","0"
"17235.26744937","100","100","100","0","0","0"
"17245.272881689","100","100","100","0","0","0"
"17255.267158734","100","100","100","0","0","0"
"17265.265956664","100","100","100","0","0","0"
"17275.26617967","100","100","100","0","0","0"
"17285.26778534","100","100","100","0","0","0"
"17295.27063506","100","100","100","0","0","0"
"17305.267730595","100","100","100","0","0","0"
"17315.267349426","100","100","100","0","0","0"
"17325.268378118","100","100","100","0","0","0"
"17335.267402136","100","100","100","0","0","0"
"17345.266780663","100","100","100","0","0","0"
"17355.270233454","100","100","100","0","0","0"
"17365.265643144","100","100","100","0","0","0"
"17375.271250894","100","100","100","0","0","0"
"17385.272061748","100","100","100","0","0","0"
"17395.268697767","100","100","100","0","0","0"
"17405.269637208","100","100","100","0","0","0"
"17415.277929885","100","100","100","0","0","0"
"17425.268160463","100","100","100","0","0","0"
"17435.268400166","100","100","100","0","0","0"
"17445.267440765","100","100","100","0","0","0"
"17455.27121072","100","100","100","0","0","0"
"17465.267162014","100","100","100","0","0","0"
"17475.268585868","100","100","100","0","0","0"
"17485.282270923","100","100","100","0","0","0"
"17495.273576078","100","100","100","0","0","0"
"17505.268171168","100","100","100","0","0","0"
"17515.26515908","100","100","100","0","0","0"
"17525.268951401","100","100","100","0","0","0"
"17535.269452793","100","100","100","0","0","0"
"17545.266533594","100","100","100","0","0","0"
"17555.275919265","100","100","100","0","0","0"
"17565.268650228","100","100","100","0","0","0"
"17575.272761354","100","100","100","0","0","0"
"17585.268196801","100","100","100","0","0","0"
"17595.274957016","100","100","100","0","0","0"
"17605.266960683","100","100","100","0","0","0"
"17615.274020368","100","100","100","0","0","0"
"17625.269712483","100","100","100","0","0","0"
"17635.27506175","100","100","100","0","0","0"
"17645.265432946","100","100","100","0","0","0"
"17655.266257626","100","100","100","0","0","0"
"17665.270654035","100","100","100","0","0","0"
"17675.273184513","100","100","100","0","0","0"
"17685.267795064","100","100","100","0","0","0"
"17695.269475745","100","100","100","0","0","0"
"17705.269087141","90","90","90","0","0","0"
"17715.2678203","100","100","100","0","0","0"
"17725.266156326","100","100","100","0","0","0"
"17735.266457633","100","100","100","0","0","0"
"17745.27004891","100","100","100","0","0","0"
"17755.266823324","100","100","100","0","0","0"
"17765.277649124","100","100","100","0","0","0"
"17775.278195545","100","100","100","0","0","0"
"17785.266930754","100","100","100","0","0","0"
"17795.267971756","100","100","100","0","0","0"
"17805.279514047","100","100","100","0","0","0"
"17815.269591019","100","100","100","0","0","0"
"17825.270061996","100","100","100","0","0","0"
"17835.271824163","100","100","100","0","0","0"
"17845.26803061","100","100","100","0","0","0"
"17855.267670073","100","100","100","0","0","0"
"17865.269790215","100","100","100","0","0","0"
"17875.26741898","100","100","100","0","0","0"
"17885.273603884","100","100","100","0","0","0"
"17895.268801065","100","100","100","0","0","0"
"17905.267190954","100","100","100","0","0","0"
"17915.266183838","100","100","100","0","0","0"
"17925.273795371","100","100","100","0","0","0"
"17935.272437891","100","100","100","0","0","0"
"17945.267300383","100","100","100","0","0","0"
"17955.267904232","100","100","100","0","0","0"
"17965.269052908","100","100","100","0","0","0"
"17975.266330067","100","100","100","0","0","0"
"17985.269110924","100","100","100","0","0","0"
"17995.266145279","100","100","100","0","0","0"
"18005.273910511","100","100","100","0","0","0"
"18015.271839535","100","100","100","0","0","0"
"18025.266356255","100","100","100","0","0","0"
"18035.265080369","100","100","100","0","0","0"
"18045.273935694","100","100","100","0","0","0"
"18055.266782883","100","100","100","0","0","0"
"18065.27586016","100","100","100","0","0","0"
"18075.270207904","100","100","100","0","0","0"
"18085.265237079","100","100","100","0","0","0"
"18095.274436704","100","100","100","0","0","0"
"18105.28035631","100","100","100","0","0","0"
"18115.266027006","100","100","100","0","0","0"
"18125.270061676","100","100","100","0","0","0"
"18135.272021064","100","100","100","0","0","0"
"18145.279368302","100","100","100","0","0","0"
"18155.26698681","100","100","100","0","0","0"
"18165.267423983","100","100","100","0","0","0"
"18175.270756687","100","100","100","0","0","0"
"18185.267282018","100","100","100","0","0","0"
"18195.266100812","100","100","100","0","0","0"
"18205.26701551","100","100","100","0","0","0"
"18215.271504333","100","100","100","0","0","0"
"18225.267486552","100","100","100","0","0","0"
"18235.265482844","100","100","100","0","0","0"
"18245.266710183","100","100","100","0","0","0"
"18255.267767778","100","100","100","0","0","0"
"18265.267328932","100","100","100","0","0","0"
"18275.266077447","100","100","100","0","0","0"
"18285.276480207","100","100","100","0","0","0"
"18295.271579858","100","100","100","0","0","0"
"18305.266790475","100","100","100","0","0","0"
"18315.267231524","100","100","100","0","0","0"
"18325.271618059","100","100","100","0","0","0"
"18335.277495081","100","100","100","0","0","0"
"18345.27480356","100","100","100","0","0","0"
"18355.276915403","100","100","100","0","0","0"
"18365.274037109","100","100","100","0","0","0"
"18375.269240431","100","100","100","0","0","0"
"18385.273895017","100","100","100","0","0","0"
"18395.272742187","100","100","100","0","0","0"
"18405.276071668","100","100","100","0","0","0"
"18415.266060888","100","100","100","0","0","0"
"18425.268418275","100","100","100","0","0","0"
"18435.270287948","100","100","100","0","0","0"
"18445.27354475","100","100","100","0","0","0"
"18455.267122418","100","100","100","0","0","0"
"18465.271811288","100","100","100","0","0","0"
"18475.27081905","100","100","100","0","0","0"
"18485.26541244","90","90","90","0","0","0"
"18495.271555324","100","100","100","0","0","0"
"18505.267832353","100","100","100","0","0","0"
"18515.266732412","100","100","100","0","0","0"
"18525.266355675","100","100","100","0","0","0"
"18535.270500174","100","100","100","0","0","0"
"18545.273563592","100","100","100","0","0","0"
"18555.269769418","100","100","100","0","0","0"
"18565.267785226","100","100","100","0","0","0"
"18575.267475876","100","100","100","0","0","0"
"18585.275880229","100","100","100","0","0","0"
"18595.269194884","100","100","100","0","0","0"
"18605.266042408","100","100","100","0","0","0"
"18615.27605467","100","100","100","0","0","0"
"18625.268696211","100","100","100","0","0","0"
"18635.273787376","100","100","100","0","0","0"
"18645.268659872","100","100","100","0","0","0"
"18655.269623654","100","100","100","0","0","0"
"18665.266096033","100","100","100","0","0","0"
"18675.268245932","100","100","100","0","0","0"
"18685.267688686","100","100","100","0","0","0"
"18695.268959173","100","100","100","0","0","0"
"18705.267492369","100","100","100","0","0","0"
"18715.273139311","100","100","100","0","0","0"
"18725.267585609","100","100","100","0","0","0"
"18735.268802949","100","100","100","0","0","0"
"18745.266922048","100","100","100","0","0","0"
"18755.266907934","100","100","100","0","0","0"
"18765.272459815","100","100","100","0","0","0"
"18775.269118368","100","100","100","0","0","0"
"18785.277821136","100","100","100","0","0","0"
"18795.273333176","100","100","100","0","0","0"
"18805.267034245","100","100","100","0","0","0"
"18815.271389003","100","100","100","0","0","0"
"18825.267896317","100","100","100","0","0","0"
"18835.266384935","100","100","100","0","0","0"
"18845.271046046","100","100","100","0","0","0"
"18855.267490844","100","100","100","0","0","0"
"18865.266265951","100","100","100","0","0","0"
"18875.266054863","100","100","100","0","0","0"
"18885.268327089","99","99","99","0","0","0"
"18895.268509146","100","100","100","0","0","0"
"18905.267378832","100","100","100","0","0","0"
"18915.273659872","100","100","100","0","0","0"
"18925.266288228","100","100","100","0","0","0"
"18935.266467973","100","100","100","0","0","0"
"18945.267974705","100","100","100","0","0","0"
"18955.265913147","100","100","100","0","0","0"
"18965.266265118","100","100","100","0","0","0"
"18975.275199161","100","100","100","0","0","0"
"18985.275328832","100","100","100","0","0","0"
"18995.269108308","100","100","100","0","0","0"
"19005.266414887","100","100","100","0","0","0"
"19015.267211739","100","100","100","0","0","0"
"19025.276098937","100","100","100","0","0","0"
"19035.26585234","100","100","100","0","0","0"
"19045.269912025","100","100","100","0","0","0"
"19055.28117832","100","100","100","0","0","0"
"19065.267851011","100","100","100","0","0","0"
"19075.267422994","100","100","100","0","0","0"
"19085.269721692","100","100","100","0","0","0"
"19095.271279965","100","100","100","0","0","0"
"19105.268389166","100","100","100","0","0","0"
"19115.268018127","100","100","100","0","0","0"
"19125.269935355","100","100","100","0","0","0"
"19135.267790748","100","100","100","0","0","0"
"19145.267543858","100","100","100","0","0","0"
"19155.269145969","100","100","100","0","0","0"
"19165.270048711","100","100","100","0","0","0"
"19175.267828042","100","100","100","0","0","0"
"19185.268115385","100","100","100","0","0","0"
"19195.267564221","100","100","100","0","0","0"
"19205.267801383","100","100","100","0","0","0"
"19215.268777592","100","100","100","0","0","0"
"19225.267099193","100","100","100","0","0","0"
"19235.273727586","100","100","100","0","0","0"
"19245.268638825","100","100","100","0","0","0"
"19255.267406841","100","100","100","0","0","0"
"19265.271735897","100","100","100","0","0","0"
"19275.269903163","100","100","100","0","0","0"
"19285.265540874","100","100","100","0","0","0"
"19295.266968222","100","100","100","0","0","0"
"19305.267115978","100","100","100","0","0","0"
"19315.266656057","100","100","100","0","0","0"
"19325.27093873","100","100","100","0","0","0"
"19335.277933246","100","100","100","0","0","0"
"19345.266667019","100","100","100","0","0","0"
"19355.268659089","100","100","100","0","0","0"
"19365.277687197","100","100","100","0","0","0"
"19375.268581658","100","100","100","0","0","0"
"19385.266324726","100","100","100","0","0","0"
"19395.274102665","100","100","100","0","0","0"
"19405.270526973","100","100","100","0","0","0"
"19415.265966053","100","100","100","0","0","0"
"19425.266768985","100","100","100","0","0","0"
"19435.267897158","100","100","100","0","0","0"
"19445.269688371","100","100","100","0","0","0"
"19455.26933315","100","100","100","0","0","0"
"19465.26963784","100","100","100","0","0","0"
"19475.267519043","100","100","100","0","0","0"
"19485.267813907","100","100","100","0","0","0"
"19495.267403955","100","100","100","0","0","0"
"19505.280413686","100","100","100","0","0","0"
"19515.26764924","100","100","100","0","0","0"
"19525.269813851","100","100","100","0","0","0"
"19535.267458014","100","100","100","0","0","0"
"19545.274397443","100","100","100","0","0","0"
"19555.276986685","100","100","100","0","0","0"
"19565.267381545","100","100","100","0","0","0"
"19575.266617954","100","100","100","0","0","0"
"19585.265977942","100","100","100","0","0","0"
"19595.266903305","100","100","100","0","0","0"
"19605.2739174","100","100","100","0","0","0"
"19615.26859333","100","100","100","0","0","0"
"19625.265692785","100","100","100","0","0","0"
"19635.268219081","100","100","100","0","0","0"
"19645.273191445","100","100","100","0","0","0"
"19655.26680192","100","100","100","0","0","0"
"19665.275435698","100","100","100","0","0","0"
"19675.269243177","100","100","100","0","0","0"
"19685.268825351","100","100","100","0","0","0"
"19695.26692255","100","100","100","0","0","0"
"19705.266034451","100","100","100","0","0","0"
"19715.266304412","100","100","100","0","0","0"
"19725.26777561","100","100","100","0","0","0"
"19735.265830155","68","68","68","0","0","0"
"19745.275418375","80","80","80","0","0","0"
"19755.267863838","65","65","65","0","0","0"
"19765.265842439","81","81","81","0","0","0"
"19775.267780258","53","53","53","0","0","0"
"19785.267570961","71","71","71","0","0","0"
"19795.268287175","84","84","84","0","0","0"
"19805.266074941","89","89","89","0","0","0"
"19815.274512532","54","54","54","0","0","0"
"19825.26960977","80","80","80","0","0","0"
"19835.267077515","79","79","79","0","0","0"
"19845.265638707","72","72","72","0","0","0"
"20645.267958144","0","0","0","0","0","0"
"21775.267899982","16","16","16","0","0","0"
"21785.267030066","20","20","20","0","0","0"
"21795.266270352","0","0","0","0","0","0"
"21805.266304699","0","0","0","0","0","0"
