"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.memory","StudyAbroadGPT-7B-continued - system/gpu.0.memory__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.memory__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.memory","StudyAbroadGPT-7B-continued - system/gpu.1.memory__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.memory__MAX"
"13845.269808457","33","33","33","0","0","0"
"13855.268822154","57","57","57","0","0","0"
"13865.267711011","50","50","50","0","0","0"
"13875.269110898","33","33","33","0","0","0"
"13885.268493689","40","40","40","0","0","0"
"13895.267771328","37","37","37","0","0","0"
"13905.267700194","44","44","44","0","0","0"
"13915.275521495","46","46","46","0","0","0"
"13925.267300761","52","52","52","0","0","0"
"13935.267302446","48","48","48","0","0","0"
"13945.267001672","45","45","45","0","0","0"
"13955.265188173","36","36","36","0","0","0"
"13965.270215628","43","43","43","0","0","0"
"13975.265990456","48","48","48","0","0","0"
"13985.265504628","33","33","33","0","0","0"
"13995.267852072","62","62","62","0","0","0"
"14005.272851055","46","46","46","0","0","0"
"14015.280789529","52","52","52","0","0","0"
"14025.268132628","35","35","35","0","0","0"
"14035.268329493","50","50","50","0","0","0"
"14045.271255687","37","37","37","0","0","0"
"14055.283387048","52","52","52","0","0","0"
"14065.268166009","62","62","62","0","0","0"
"14075.27799069","46","46","46","0","0","0"
"14085.270883463","50","50","50","0","0","0"
"14095.266368827","57","57","57","0","0","0"
"14105.266394786","59","59","59","0","0","0"
"14115.26843246","47","47","47","0","0","0"
"14125.265740162","37","37","37","0","0","0"
"14135.269055079","50","50","50","0","0","0"
"14145.26730688","36","36","36","0","0","0"
"14155.270968103","44","44","44","0","0","0"
"14165.269838095","43","43","43","0","0","0"
"14175.267936164","38","38","38","0","0","0"
"14185.27483906","47","47","47","0","0","0"
"14195.266114426","48","48","48","0","0","0"
"14205.270091246","37","37","37","0","0","0"
"14215.266579938","50","50","50","0","0","0"
"14225.270122539","58","58","58","0","0","0"
"14235.266055328","59","59","59","0","0","0"
"14245.274256541","44","44","44","0","0","0"
"14255.267119151","41","41","41","0","0","0"
"14265.266301658","41","41","41","0","0","0"
"14275.265623413","45","45","45","0","0","0"
"14285.271538621","35","35","35","0","0","0"
"14295.285433962","47","47","47","0","0","0"
"14305.278564321","54","54","54","0","0","0"
"14315.265603642","34","34","34","0","0","0"
"14325.267814348","44","44","44","0","0","0"
"14335.267961075","49","49","49","0","0","0"
"14345.265742273","34","34","34","0","0","0"
"14355.270102395","51","51","51","0","0","0"
"14365.266115105","34","34","34","0","0","0"
"14375.270732565","46","46","46","0","0","0"
"14385.27568783","38","38","38","0","0","0"
"14395.266652234","34","34","34","0","0","0"
"14405.275039852","54","54","54","0","0","0"
"14415.266643388","39","39","39","0","0","0"
"14425.265899921","53","53","53","0","0","0"
"14435.267525062","60","60","60","0","0","0"
"14445.272019727","37","37","37","0","0","0"
"14455.269457223","47","47","47","0","0","0"
"14465.274536939","45","45","45","0","0","0"
"14475.265473467","35","35","35","0","0","0"
"14485.26520935","49","49","49","0","0","0"
"14495.267797593","60","60","60","0","0","0"
"14505.268631443","42","42","42","0","0","0"
"14515.269797401","49","49","49","0","0","0"
"14525.267247547","61","61","61","0","0","0"
"14535.267057434","58","58","58","0","0","0"
"14545.268232064","48","48","48","0","0","0"
"14555.268497093","41","41","41","0","0","0"
"14565.278783151","50","50","50","0","0","0"
"14575.26933475","42","42","42","0","0","0"
"14585.268153618","44","44","44","0","0","0"
"14595.270702146","47","47","47","0","0","0"
"14605.265022005","51","51","51","0","0","0"
"14615.266524231","34","34","34","0","0","0"
"14625.268044768","60","60","60","0","0","0"
"14635.268742676","57","57","57","0","0","0"
"14645.273750457","36","36","36","0","0","0"
"14655.267652631","49","49","49","0","0","0"
"14665.268010571","39","39","39","0","0","0"
"14675.265590035","42","42","42","0","0","0"
"14685.272265332","40","40","40","0","0","0"
"14695.266147858","36","36","36","0","0","0"
"14705.266365829","53","53","53","0","0","0"
"14715.268837929","37","37","37","0","0","0"
"14725.268356439","45","45","45","0","0","0"
"14735.266944043","33","33","33","0","0","0"
"14745.276647089","38","38","38","0","0","0"
"14755.267330248","50","50","50","0","0","0"
"14765.266156141","35","35","35","0","0","0"
"14775.267663537","63","63","63","0","0","0"
"14785.270430042","43","43","43","0","0","0"
"14795.269586772","40","40","40","0","0","0"
"14805.267986548","62","62","62","0","0","0"
"14815.267440146","50","50","50","0","0","0"
"14825.270575942","51","51","51","0","0","0"
"14835.278815471","42","42","42","0","0","0"
"14845.270363798","34","34","34","0","0","0"
"14855.265987438","46","46","46","0","0","0"
"14865.275627417","59","59","59","0","0","0"
"14875.272344081","36","36","36","0","0","0"
"14885.269759778","51","51","51","0","0","0"
"14895.272780099","49","49","49","0","0","0"
"14905.27677227","36","36","36","0","0","0"
"14915.2682258","36","36","36","0","0","0"
"14925.268442494","49","49","49","0","0","0"
"14935.277036265","37","37","37","0","0","0"
"14945.267431979","48","48","48","0","0","0"
"14955.267197981","54","54","54","0","0","0"
"14965.265526825","36","36","36","0","0","0"
"14975.265472468","43","43","43","0","0","0"
"14985.267234722","58","58","58","0","0","0"
"14995.267517258","50","50","50","0","0","0"
"15005.266545503","46","46","46","0","0","0"
"15015.268323536","61","61","61","0","0","0"
"15025.266187","38","38","38","0","0","0"
"15035.268180459","42","42","42","0","0","0"
"15045.268422305","43","43","43","0","0","0"
"15055.273708669","39","39","39","0","0","0"
"15065.27484945","44","44","44","0","0","0"
"15075.275100741","61","61","61","0","0","0"
"15085.269355434","34","34","34","0","0","0"
"15095.267858538","36","36","36","0","0","0"
"15105.266941493","39","39","39","0","0","0"
"15115.265485707","41","41","41","0","0","0"
"15125.266802243","49","49","49","0","0","0"
"15135.266220885","43","43","43","0","0","0"
"15145.267124144","40","40","40","0","0","0"
"15155.271248864","49","49","49","0","0","0"
"15165.265461368","37","37","37","0","0","0"
"15175.275123767","48","48","48","0","0","0"
"15185.26810798","58","58","58","0","0","0"
"15195.266092617","57","57","57","0","0","0"
"15205.272033522","47","47","47","0","0","0"
"15215.271160934","48","48","48","0","0","0"
"15225.273208284","42","42","42","0","0","0"
"15235.273439707","53","53","53","0","0","0"
"15245.26710676","34","34","34","0","0","0"
"15255.268912026","51","51","51","0","0","0"
"15265.266160236","37","37","37","0","0","0"
"15275.269300646","50","50","50","0","0","0"
"15285.269497969","49","49","49","0","0","0"
"15295.275518919","34","34","34","0","0","0"
"15305.270763321","49","49","49","0","0","0"
"15315.266282112","37","37","37","0","0","0"
"15325.2650208","51","51","51","0","0","0"
"15335.273612786","47","47","47","0","0","0"
"15345.275816906","53","53","53","0","0","0"
"15355.267806282","44","44","44","0","0","0"
"15365.267858398","36","36","36","0","0","0"
"15375.267756093","63","63","63","0","0","0"
"15385.267136701","37","37","37","0","0","0"
"15395.277738152","51","51","51","0","0","0"
"15405.28034082","45","45","45","0","0","0"
"15415.275969129","37","37","37","0","0","0"
"15425.267067124","44","44","44","0","0","0"
"15435.265565009","69","69","69","0","0","0"
"15445.27005325","42","42","42","0","0","0"
"15455.266626205","50","50","50","0","0","0"
"15465.268288629","38","38","38","0","0","0"
"15475.272493022","39","39","39","0","0","0"
"15485.266259897","36","36","36","0","0","0"
"15495.268494652","50","50","50","0","0","0"
"15505.267718332","44","44","44","0","0","0"
"15515.26601148","34","34","34","0","0","0"
"15525.270340627","52","52","52","0","0","0"
"15535.2670479","35","35","35","0","0","0"
"15545.265635858","50","50","50","0","0","0"
"15555.273283609","58","58","58","0","0","0"
"15565.267248421","56","56","56","0","0","0"
"15575.266355113","39","39","39","0","0","0"
"15585.269938082","49","49","49","0","0","0"
"15595.278816598","44","44","44","0","0","0"
"15605.267089317","35","35","35","0","0","0"
"15615.270279286","48","48","48","0","0","0"
"15625.267941521","47","47","47","0","0","0"
"15635.27343026","34","34","34","0","0","0"
"15645.26837953","42","42","42","0","0","0"
"15655.27648345","67","67","67","0","0","0"
"15665.270236393","48","48","48","0","0","0"
"15675.270094647","36","36","36","0","0","0"
"15685.266787609","42","42","42","0","0","0"
"15695.268563569","50","50","50","0","0","0"
"15705.267664861","35","35","35","0","0","0"
"15715.278308602","42","42","42","0","0","0"
"15725.268727632","37","37","37","0","0","0"
"15735.271632743","46","46","46","0","0","0"
"15745.264856407","51","51","51","0","0","0"
"15755.268171439","45","45","45","0","0","0"
"15765.265691571","50","50","50","0","0","0"
"15775.269479389","37","37","37","0","0","0"
"15785.272183351","45","45","45","0","0","0"
"15795.269957938","39","39","39","0","0","0"
"15805.270164704","40","40","40","0","0","0"
"15815.267438706","47","47","47","0","0","0"
"15825.267091052","35","35","35","0","0","0"
"15835.268344722","50","50","50","0","0","0"
"15845.266382565","47","47","47","0","0","0"
"15855.26780523","41","41","41","0","0","0"
"15865.269361553","48","48","48","0","0","0"
"15875.26684416","36","36","36","0","0","0"
"15885.26819769","60","60","60","0","0","0"
"15895.267574888","58","58","58","0","0","0"
"15905.269667757","34","34","34","0","0","0"
"15915.270914582","44","44","44","0","0","0"
"15925.267816206","35","35","35","0","0","0"
"15935.268415561","59","59","59","0","0","0"
"15945.267000972","35","35","35","0","0","0"
"15955.266347742","51","51","51","0","0","0"
"15965.268086898","57","57","57","0","0","0"
"15975.267104798","45","45","45","0","0","0"
"15985.268400497","40","40","40","0","0","0"
"15995.276855766","35","35","35","0","0","0"
"16005.266809427","47","47","47","0","0","0"
"16015.267629075","41","41","41","0","0","0"
"16025.26533252","50","50","50","0","0","0"
"16035.270016975","47","47","47","0","0","0"
"16045.266977528","49","49","49","0","0","0"
"16055.267819803","48","48","48","0","0","0"
"16065.267149459","36","36","36","0","0","0"
"16075.266827419","59","59","59","0","0","0"
"16085.265455251","35","35","35","0","0","0"
"16095.269731301","52","52","52","0","0","0"
"16105.269101191","35","35","35","0","0","0"
"16115.268168675","57","57","57","0","0","0"
"16125.26904326","66","66","66","0","0","0"
"16135.270340154","41","41","41","0","0","0"
"16145.267500972","50","50","50","0","0","0"
"16155.26879724","35","35","35","0","0","0"
"16165.265410686","47","47","47","0","0","0"
"16175.268066374","36","36","36","0","0","0"
"16185.26931498","50","50","50","0","0","0"
"16195.266075711","39","39","39","0","0","0"
"16205.269393219","33","33","33","0","0","0"
"16215.271060782","36","36","36","0","0","0"
"16225.270780227","35","35","35","0","0","0"
"16235.267777123","50","50","50","0","0","0"
"16245.272170641","56","56","56","0","0","0"
"16255.267573451","34","34","34","0","0","0"
"16265.265327896","45","45","45","0","0","0"
"16275.268042279","44","44","44","0","0","0"
"16285.267229413","39","39","39","0","0","0"
"16295.276866746","47","47","47","0","0","0"
"16305.27506272","48","48","48","0","0","0"
"16315.266550279","35","35","35","0","0","0"
"16325.267828065","34","34","34","0","0","0"
"16335.270663444","46","46","46","0","0","0"
"16345.266907607","48","48","48","0","0","0"
"16355.26758267","36","36","36","0","0","0"
"16365.26790762","50","50","50","0","0","0"
"16375.270842069","48","48","48","0","0","0"
"16385.269269743","37","37","37","0","0","0"
"16395.276909449","47","47","47","0","0","0"
"16405.273405023","36","36","36","0","0","0"
"16415.278377172","47","47","47","0","0","0"
"16425.276114448","49","49","49","0","0","0"
"16435.266764401","50","50","50","0","0","0"
"16445.267026031","54","54","54","0","0","0"
"16455.266670442","35","35","35","0","0","0"
"16465.266630345","42","42","42","0","0","0"
"16475.274845752","61","61","61","0","0","0"
"16485.268300032","36","36","36","0","0","0"
"16495.268309289","35","35","35","0","0","0"
"16505.271673358","35","35","35","0","0","0"
"16515.274677258","61","61","61","0","0","0"
"16525.277882634","39","39","39","0","0","0"
"16535.26763649","41","41","41","0","0","0"
"16545.26851679","44","44","44","0","0","0"
"16555.266225545","35","35","35","0","0","0"
"16565.274232234","43","43","43","0","0","0"
"16575.274600319","47","47","47","0","0","0"
"16585.267648908","33","33","33","0","0","0"
"16595.268079939","40","40","40","0","0","0"
"16605.271912356","34","34","34","0","0","0"
"16615.278343979","42","42","42","0","0","0"
"16625.266007832","35","35","35","0","0","0"
"16635.268516869","41","41","41","0","0","0"
"16645.265275281","46","46","46","0","0","0"
"16655.271711917","35","35","35","0","0","0"
"16665.271796875","62","62","62","0","0","0"
"16675.267635438","51","51","51","0","0","0"
"16685.267859044","35","35","35","0","0","0"
"16695.266222829","46","46","46","0","0","0"
"16705.267630082","50","50","50","0","0","0"
"16715.265913333","48","48","48","0","0","0"
"16725.267712214","50","50","50","0","0","0"
"16735.277437782","40","40","40","0","0","0"
"16745.268086755","57","57","57","0","0","0"
"16755.267429573","53","53","53","0","0","0"
"16765.267705101","37","37","37","0","0","0"
"16775.274730936","41","41","41","0","0","0"
"16785.277513281","35","35","35","0","0","0"
"16795.266815992","45","45","45","0","0","0"
"16805.26791484","46","46","46","0","0","0"
"16815.271266225","36","36","36","0","0","0"
"16825.271361966","40","40","40","0","0","0"
"16835.266624054","36","36","36","0","0","0"
"16845.26810389","44","44","44","0","0","0"
"16855.267465426","45","45","45","0","0","0"
"16865.267116266","50","50","50","0","0","0"
"16875.268396428","45","45","45","0","0","0"
"16885.266113919","40","40","40","0","0","0"
"16895.266856584","34","34","34","0","0","0"
"16905.267199516","38","38","38","0","0","0"
"16915.277479899","43","43","43","0","0","0"
"16925.266418879","53","53","53","0","0","0"
"16935.270480032","50","50","50","0","0","0"
"16945.265988632","53","53","53","0","0","0"
"16955.276396878","51","51","51","0","0","0"
"16965.275233045","36","36","36","0","0","0"
"16975.273733658","51","51","51","0","0","0"
"16985.270988757","47","47","47","0","0","0"
"16995.27041825","35","35","35","0","0","0"
"17005.266365269","57","57","57","0","0","0"
"17015.265749854","36","36","36","0","0","0"
"17025.26652776","53","53","53","0","0","0"
"17035.271809925","46","46","46","0","0","0"
"17045.267520505","35","35","35","0","0","0"
"17055.267542232","53","53","53","0","0","0"
"17065.266381814","60","60","60","0","0","0"
"17075.265854354","35","35","35","0","0","0"
"17085.26764254","58","58","58","0","0","0"
"17095.266886506","37","37","37","0","0","0"
"17105.268292629","40","40","40","0","0","0"
"17115.267400394","36","36","36","0","0","0"
"17125.273721878","49","49","49","0","0","0"
"17135.269207574","49","49","49","0","0","0"
"17145.266985293","37","37","37","0","0","0"
"17155.266730958","49","49","49","0","0","0"
"17165.27448226","47","47","47","0","0","0"
"17175.272359785","35","35","35","0","0","0"
"17185.269398818","45","45","45","0","0","0"
"17195.271419732","38","38","38","0","0","0"
"17205.27161842","55","55","55","0","0","0"
"17215.265827659","59","59","59","0","0","0"
"17225.266828393","35","35","35","0","0","0"
"17235.26744937","48","48","48","0","0","0"
"17245.272881689","51","51","51","0","0","0"
"17255.267158734","51","51","51","0","0","0"
"17265.265956664","36","36","36","0","0","0"
"17275.26617967","36","36","36","0","0","0"
"17285.26778534","46","46","46","0","0","0"
"17295.27063506","35","35","35","0","0","0"
"17305.267730595","43","43","43","0","0","0"
"17315.267349426","43","43","43","0","0","0"
"17325.268378118","50","50","50","0","0","0"
"17335.267402136","47","47","47","0","0","0"
"17345.266780663","35","35","35","0","0","0"
"17355.270233454","47","47","47","0","0","0"
"17365.265643144","54","54","54","0","0","0"
"17375.271250894","37","37","37","0","0","0"
"17385.272061748","61","61","61","0","0","0"
"17395.268697767","36","36","36","0","0","0"
"17405.269637208","55","55","55","0","0","0"
"17415.277929885","39","39","39","0","0","0"
"17425.268160463","54","54","54","0","0","0"
"17435.268400166","61","61","61","0","0","0"
"17445.267440765","64","64","64","0","0","0"
"17455.27121072","56","56","56","0","0","0"
"17465.267162014","60","60","60","0","0","0"
"17475.268585868","47","47","47","0","0","0"
"17485.282270923","35","35","35","0","0","0"
"17495.273576078","52","52","52","0","0","0"
"17505.268171168","34","34","34","0","0","0"
"17515.26515908","37","37","37","0","0","0"
"17525.268951401","33","33","33","0","0","0"
"17535.269452793","44","44","44","0","0","0"
"17545.266533594","64","64","64","0","0","0"
"17555.275919265","48","48","48","0","0","0"
"17565.268650228","48","48","48","0","0","0"
"17575.272761354","49","49","49","0","0","0"
"17585.268196801","35","35","35","0","0","0"
"17595.274957016","46","46","46","0","0","0"
"17605.266960683","62","62","62","0","0","0"
"17615.274020368","55","55","55","0","0","0"
"17625.269712483","46","46","46","0","0","0"
"17635.27506175","36","36","36","0","0","0"
"17645.265432946","60","60","60","0","0","0"
"17655.266257626","35","35","35","0","0","0"
"17665.270654035","60","60","60","0","0","0"
"17675.273184513","49","49","49","0","0","0"
"17685.267795064","38","38","38","0","0","0"
"17695.269475745","47","47","47","0","0","0"
"17705.269087141","45","45","45","0","0","0"
"17715.2678203","56","56","56","0","0","0"
"17725.266156326","36","36","36","0","0","0"
"17735.266457633","50","50","50","0","0","0"
"17745.27004891","49","49","49","0","0","0"
"17755.266823324","36","36","36","0","0","0"
"17765.277649124","56","56","56","0","0","0"
"17775.278195545","49","49","49","0","0","0"
"17785.266930754","60","60","60","0","0","0"
"17795.267971756","35","35","35","0","0","0"
"17805.279514047","55","55","55","0","0","0"
"17815.269591019","44","44","44","0","0","0"
"17825.270061996","58","58","58","0","0","0"
"17835.271824163","45","45","45","0","0","0"
"17845.26803061","34","34","34","0","0","0"
"17855.267670073","43","43","43","0","0","0"
"17865.269790215","51","51","51","0","0","0"
"17875.26741898","48","48","48","0","0","0"
"17885.273603884","41","41","41","0","0","0"
"17895.268801065","35","35","35","0","0","0"
"17905.267190954","60","60","60","0","0","0"
"17915.266183838","55","55","55","0","0","0"
"17925.273795371","35","35","35","0","0","0"
"17935.272437891","48","48","48","0","0","0"
"17945.267300383","35","35","35","0","0","0"
"17955.267904232","49","49","49","0","0","0"
"17965.269052908","48","48","48","0","0","0"
"17975.266330067","38","38","38","0","0","0"
"17985.269110924","51","51","51","0","0","0"
"17995.266145279","41","41","41","0","0","0"
"18005.273910511","33","33","33","0","0","0"
"18015.271839535","59","59","59","0","0","0"
"18025.266356255","36","36","36","0","0","0"
"18035.265080369","38","38","38","0","0","0"
"18045.273935694","48","48","48","0","0","0"
"18055.266782883","35","35","35","0","0","0"
"18065.27586016","45","45","45","0","0","0"
"18075.270207904","38","38","38","0","0","0"
"18085.265237079","65","65","65","0","0","0"
"18095.274436704","59","59","59","0","0","0"
"18105.28035631","41","41","41","0","0","0"
"18115.266027006","41","41","41","0","0","0"
"18125.270061676","33","33","33","0","0","0"
"18135.272021064","51","51","51","0","0","0"
"18145.279368302","53","53","53","0","0","0"
"18155.26698681","36","36","36","0","0","0"
"18165.267423983","47","47","47","0","0","0"
"18175.270756687","44","44","44","0","0","0"
"18185.267282018","41","41","41","0","0","0"
"18195.266100812","42","42","42","0","0","0"
"18205.26701551","49","49","49","0","0","0"
"18215.271504333","59","59","59","0","0","0"
"18225.267486552","36","36","36","0","0","0"
"18235.265482844","54","54","54","0","0","0"
"18245.266710183","69","69","69","0","0","0"
"18255.267767778","48","48","48","0","0","0"
"18265.267328932","59","59","59","0","0","0"
"18275.266077447","54","54","54","0","0","0"
"18285.276480207","59","59","59","0","0","0"
"18295.271579858","35","35","35","0","0","0"
"18305.266790475","52","52","52","0","0","0"
"18315.267231524","51","51","51","0","0","0"
"18325.271618059","35","35","35","0","0","0"
"18335.277495081","60","60","60","0","0","0"
"18345.27480356","48","48","48","0","0","0"
"18355.276915403","33","33","33","0","0","0"
"18365.274037109","43","43","43","0","0","0"
"18375.269240431","50","50","50","0","0","0"
"18385.273895017","45","45","45","0","0","0"
"18395.272742187","54","54","54","0","0","0"
"18405.276071668","34","34","34","0","0","0"
"18415.266060888","47","47","47","0","0","0"
"18425.268418275","41","41","41","0","0","0"
"18435.270287948","67","67","67","0","0","0"
"18445.27354475","58","58","58","0","0","0"
"18455.267122418","35","35","35","0","0","0"
"18465.271811288","49","49","49","0","0","0"
"18475.27081905","58","58","58","0","0","0"
"18485.26541244","39","39","39","0","0","0"
"18495.271555324","41","41","41","0","0","0"
"18505.267832353","50","50","50","0","0","0"
"18515.266732412","54","54","54","0","0","0"
"18525.266355675","49","49","49","0","0","0"
"18535.270500174","36","36","36","0","0","0"
"18545.273563592","45","45","45","0","0","0"
"18555.269769418","36","36","36","0","0","0"
"18565.267785226","42","42","42","0","0","0"
"18575.267475876","59","59","59","0","0","0"
"18585.275880229","59","59","59","0","0","0"
"18595.269194884","50","50","50","0","0","0"
"18605.266042408","35","35","35","0","0","0"
"18615.27605467","39","39","39","0","0","0"
"18625.268696211","58","58","58","0","0","0"
"18635.273787376","39","39","39","0","0","0"
"18645.268659872","40","40","40","0","0","0"
"18655.269623654","34","34","34","0","0","0"
"18665.266096033","59","59","59","0","0","0"
"18675.268245932","41","41","41","0","0","0"
"18685.267688686","44","44","44","0","0","0"
"18695.268959173","56","56","56","0","0","0"
"18705.267492369","40","40","40","0","0","0"
"18715.273139311","61","61","61","0","0","0"
"18725.267585609","36","36","36","0","0","0"
"18735.268802949","51","51","51","0","0","0"
"18745.266922048","48","48","48","0","0","0"
"18755.266907934","42","42","42","0","0","0"
"18765.272459815","35","35","35","0","0","0"
"18775.269118368","47","47","47","0","0","0"
"18785.277821136","51","51","51","0","0","0"
"18795.273333176","40","40","40","0","0","0"
"18805.267034245","61","61","61","0","0","0"
"18815.271389003","46","46","46","0","0","0"
"18825.267896317","35","35","35","0","0","0"
"18835.266384935","40","40","40","0","0","0"
"18845.271046046","47","47","47","0","0","0"
"18855.267490844","47","47","47","0","0","0"
"18865.266265951","33","33","33","0","0","0"
"18875.266054863","50","50","50","0","0","0"
"18885.268327089","42","42","42","0","0","0"
"18895.268509146","53","53","53","0","0","0"
"18905.267378832","46","46","46","0","0","0"
"18915.273659872","56","56","56","0","0","0"
"18925.266288228","57","57","57","0","0","0"
"18935.266467973","35","35","35","0","0","0"
"18945.267974705","39","39","39","0","0","0"
"18955.265913147","41","41","41","0","0","0"
"18965.266265118","45","45","45","0","0","0"
"18975.275199161","49","49","49","0","0","0"
"18985.275328832","47","47","47","0","0","0"
"18995.269108308","46","46","46","0","0","0"
"19005.266414887","48","48","48","0","0","0"
"19015.267211739","35","35","35","0","0","0"
"19025.276098937","44","44","44","0","0","0"
"19035.26585234","35","35","35","0","0","0"
"19045.269912025","46","46","46","0","0","0"
"19055.28117832","40","40","40","0","0","0"
"19065.267851011","53","53","53","0","0","0"
"19075.267422994","51","51","51","0","0","0"
"19085.269721692","34","34","34","0","0","0"
"19095.271279965","41","41","41","0","0","0"
"19105.268389166","36","36","36","0","0","0"
"19115.268018127","49","49","49","0","0","0"
"19125.269935355","56","56","56","0","0","0"
"19135.267790748","40","40","40","0","0","0"
"19145.267543858","61","61","61","0","0","0"
"19155.269145969","34","34","34","0","0","0"
"19165.270048711","51","51","51","0","0","0"
"19175.267828042","36","36","36","0","0","0"
"19185.268115385","42","42","42","0","0","0"
"19195.267564221","49","49","49","0","0","0"
"19205.267801383","36","36","36","0","0","0"
"19215.268777592","40","40","40","0","0","0"
"19225.267099193","52","52","52","0","0","0"
"19235.273727586","61","61","61","0","0","0"
"19245.268638825","41","41","41","0","0","0"
"19255.267406841","51","51","51","0","0","0"
"19265.271735897","39","39","39","0","0","0"
"19275.269903163","54","54","54","0","0","0"
"19285.265540874","42","42","42","0","0","0"
"19295.266968222","50","50","50","0","0","0"
"19305.267115978","37","37","37","0","0","0"
"19315.266656057","53","53","53","0","0","0"
"19325.27093873","49","49","49","0","0","0"
"19335.277933246","38","38","38","0","0","0"
"19345.266667019","48","48","48","0","0","0"
"19355.268659089","42","42","42","0","0","0"
"19365.277687197","50","50","50","0","0","0"
"19375.268581658","49","49","49","0","0","0"
"19385.266324726","45","45","45","0","0","0"
"19395.274102665","44","44","44","0","0","0"
"19405.270526973","50","50","50","0","0","0"
"19415.265966053","36","36","36","0","0","0"
"19425.266768985","46","46","46","0","0","0"
"19435.267897158","50","50","50","0","0","0"
"19445.269688371","51","51","51","0","0","0"
"19455.26933315","42","42","42","0","0","0"
"19465.26963784","37","37","37","0","0","0"
"19475.267519043","47","47","47","0","0","0"
"19485.267813907","37","37","37","0","0","0"
"19495.267403955","44","44","44","0","0","0"
"19505.280413686","44","44","44","0","0","0"
"19515.26764924","33","33","33","0","0","0"
"19525.269813851","37","37","37","0","0","0"
"19535.267458014","60","60","60","0","0","0"
"19545.274397443","39","39","39","0","0","0"
"19555.276986685","44","44","44","0","0","0"
"19565.267381545","37","37","37","0","0","0"
"19575.266617954","42","42","42","0","0","0"
"19585.265977942","41","41","41","0","0","0"
"19595.266903305","46","46","46","0","0","0"
"19605.2739174","53","53","53","0","0","0"
"19615.26859333","34","34","34","0","0","0"
"19625.265692785","58","58","58","0","0","0"
"19635.268219081","34","34","34","0","0","0"
"19645.273191445","45","45","45","0","0","0"
"19655.26680192","40","40","40","0","0","0"
"19665.275435698","35","35","35","0","0","0"
"19675.269243177","47","47","47","0","0","0"
"19685.268825351","46","46","46","0","0","0"
"19695.26692255","38","38","38","0","0","0"
"19705.266034451","39","39","39","0","0","0"
"19715.266304412","60","60","60","0","0","0"
"19725.26777561","50","50","50","0","0","0"
"19735.265830155","40","40","40","0","0","0"
"19745.275418375","44","44","44","0","0","0"
"19755.267863838","38","38","38","0","0","0"
"19765.265842439","45","45","45","0","0","0"
"19775.267780258","33","33","33","0","0","0"
"19785.267570961","41","41","41","0","0","0"
"19795.268287175","46","46","46","0","0","0"
"19805.266074941","48","48","48","0","0","0"
"19815.274512532","34","34","34","0","0","0"
"19825.26960977","44","44","44","0","0","0"
"19835.267077515","43","43","43","0","0","0"
"19845.265638707","42","42","42","0","0","0"
"20645.267958144","0","0","0","0","0","0"
"21775.267899982","4","4","4","0","0","0"
"21785.267030066","3","3","3","0","0","0"
"21795.266270352","0","0","0","0","0","0"
"21805.266304699","0","0","0","0","0","0"
