"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/proc.cpu.threads","StudyAbroadGPT-7B-continued - system/proc.cpu.threads__MIN","StudyAbroadGPT-7B-continued - system/proc.cpu.threads__MAX"
"19245.256773574","35","35","35"
"19255.256562187","35","35","35"
"19265.256734964","35","35","35"
"19275.25667323","35","35","35"
"19285.256652315","35","35","35"
"19295.256189661","35","35","35"
"19305.256256864","35","35","35"
"19315.256918785","35","35","35"
"19325.256919925","35","35","35"
"19335.256095613","35","35","35"
"19345.256119145","35","35","35"
"19355.257448445","35","35","35"
"19365.25791082","35","35","35"
"19375.256617324","35","35","35"
"19385.255943378","35","35","35"
"19395.256069919","35","35","35"
"19405.256653844","35","35","35"
"19415.256567223","35","35","35"
"19425.25623486","35","35","35"
"19435.256868719","35","35","35"
"19445.256781888","35","35","35"
"19455.256320387","35","35","35"
"19465.255902948","35","35","35"
"19475.257257968","35","35","35"
"19485.256748116","35","35","35"
"19495.256305982","35","35","35"
"19505.256239711","35","35","35"
"19515.256949392","35","35","35"
"19525.257259581","35","35","35"
"19535.256891649","35","35","35"
"19545.257103685","35","35","35"
"19555.256900005","35","35","35"
"19565.256227867","35","35","35"
"19575.257424813","35","35","35"
"19585.257073853","35","35","35"
"19595.25665728","35","35","35"
"19605.258350833","35","35","35"
"19615.257291347","35","35","35"
"19625.256732252","35","35","35"
"19635.257397622","35","35","35"
"19645.256550656","35","35","35"
"19655.256324726","35","35","35"
"19665.256021133","35","35","35"
"19675.25699652","35","35","35"
"19685.257185583","35","35","35"
"19695.255918772","35","35","35"
"19705.256338575","35","35","35"
"19715.256977159","35","35","35"
"19725.256681538","35","35","35"
"19735.256927272","35","35","35"
"19745.256164467","35","35","35"
"19755.256366165","35","35","35"
"19765.256817429","35","35","35"
"19775.256627843","35","35","35"
"19785.256988867","35","35","35"
"19795.256491227","35","35","35"
"19805.256278318","35","35","35"
"19815.258019937","35","35","35"
"19825.256939717","35","35","35"
"19835.256026067","35","35","35"
"19845.255844798","35","35","35"
"20645.256537264","73","73","73"
"21775.257206192","35","35","35"
"21785.256156647","35","35","35"
"21795.256154294","35","35","35"
"21805.255909325","35","35","35"
