"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB__MIN","StudyAbroadGPT-7B-continued - system/proc.memory.rssMB__MAX"
"10015.256214296","5434.3359375","5434.3359375","5434.3359375"
"10025.256144362","5434.3359375","5434.3359375","5434.3359375"
"10035.255852363","5434.3359375","5434.3359375","5434.3359375"
"10045.256296842","5434.3359375","5434.3359375","5434.3359375"
"10055.255640298","5434.3359375","5434.3359375","5434.3359375"
"10065.256470248","5434.3359375","5434.3359375","5434.3359375"
"10075.256078274","5434.3359375","5434.3359375","5434.3359375"
"10085.255825844","5434.3359375","5434.3359375","5434.3359375"
"10095.257367309","5434.3359375","5434.3359375","5434.3359375"
"10105.255807014","5434.3359375","5434.3359375","5434.3359375"
"10115.256300351","5434.3359375","5434.3359375","5434.3359375"
"10125.256121078","5434.3359375","5434.3359375","5434.3359375"
"10135.255658994","5434.3359375","5434.3359375","5434.3359375"
"10145.256464963","5434.3359375","5434.3359375","5434.3359375"
"10155.256477598","5434.3359375","5434.3359375","5434.3359375"
"10165.256372032","5434.3359375","5434.3359375","5434.3359375"
"10175.256138688","5434.3359375","5434.3359375","5434.3359375"
"10185.256884412","5434.3359375","5434.3359375","5434.3359375"
"10195.255847214","5434.3359375","5434.3359375","5434.3359375"
"10205.25593568","5434.3359375","5434.3359375","5434.3359375"
"10215.256492337","5434.3359375","5434.3359375","5434.3359375"
"10225.256552212","5434.3359375","5434.3359375","5434.3359375"
"10235.256495036","5434.3359375","5434.3359375","5434.3359375"
"10245.256068161","5434.3359375","5434.3359375","5434.3359375"
"10255.256036146","5434.3359375","5434.3359375","5434.3359375"
"10265.256409343","5434.3359375","5434.3359375","5434.3359375"
"10275.25710326","5434.3359375","5434.3359375","5434.3359375"
"10285.256598184","5434.3359375","5434.3359375","5434.3359375"
"10295.256464319","5434.3359375","5434.3359375","5434.3359375"
"10305.255786205","5434.3359375","5434.3359375","5434.3359375"
"10315.256569648","5434.3359375","5434.3359375","5434.3359375"
"10325.255822445","5434.3359375","5434.3359375","5434.3359375"
"10335.256643591","5434.3359375","5434.3359375","5434.3359375"
"10345.256015697","5434.3359375","5434.3359375","5434.3359375"
"10355.256288302","5434.3359375","5434.3359375","5434.3359375"
"10365.255517774","5434.3359375","5434.3359375","5434.3359375"
"10375.256081198","5434.3359375","5434.3359375","5434.3359375"
"10385.256311966","5434.3359375","5434.3359375","5434.3359375"
"10395.256977679","5434.3359375","5434.3359375","5434.3359375"
"10405.256471784","5434.3359375","5434.3359375","5434.3359375"
"10415.25644781","5434.3359375","5434.3359375","5434.3359375"
"10425.256525485","5434.3359375","5434.3359375","5434.3359375"
"10435.25615333","5434.3359375","5434.3359375","5434.3359375"
"10445.256328582","5434.3359375","5434.3359375","5434.3359375"
"10455.255821585","5434.3359375","5434.3359375","5434.3359375"
"10465.256228374","5434.3359375","5434.3359375","5434.3359375"
"10475.25625525","5434.3359375","5434.3359375","5434.3359375"
"10485.255952896","5434.3359375","5434.3359375","5434.3359375"
"10495.258014068","5434.3359375","5434.3359375","5434.3359375"
"10505.256721749","5434.3359375","5434.3359375","5434.3359375"
"10515.256462835","5434.3359375","5434.3359375","5434.3359375"
"10525.256794637","5434.3359375","5434.3359375","5434.3359375"
"10535.255859052","5434.3359375","5434.3359375","5434.3359375"
"10545.255982187","5434.3359375","5434.3359375","5434.3359375"
"10555.256597368","5434.3359375","5434.3359375","5434.3359375"
"10565.256588488","5434.3359375","5434.3359375","5434.3359375"
"10575.256581159","5434.3359375","5434.3359375","5434.3359375"
"10585.255745364","5434.3359375","5434.3359375","5434.3359375"
"10595.255840074","5434.3359375","5434.3359375","5434.3359375"
"10605.255531361","5440.0234375","5440.0234375","5440.0234375"
"10615.256051143","5440.0234375","5440.0234375","5440.0234375"
"10625.256779165","5440.0234375","5440.0234375","5440.0234375"
"10635.256187432","5440.0234375","5440.0234375","5440.0234375"
"10645.256292981","5440.0234375","5440.0234375","5440.0234375"
"10655.256270911","5440.0234375","5440.0234375","5440.0234375"
"10665.25607399","5440.0234375","5440.0234375","5440.0234375"
"10675.256437533","5440.0234375","5440.0234375","5440.0234375"
"10685.25639516","5440.0234375","5440.0234375","5440.0234375"
"10695.255634038","5440.0234375","5440.0234375","5440.0234375"
"10705.256233528","5440.0234375","5440.0234375","5440.0234375"
"10715.256413105","5440.0234375","5440.0234375","5440.0234375"
"10725.255608767","5440.0234375","5440.0234375","5440.0234375"
"10735.255828795","5440.0234375","5440.0234375","5440.0234375"
"10745.256602387","5440.1484375","5440.1484375","5440.1484375"
"10755.255800308","5440.1484375","5440.1484375","5440.1484375"
"10765.256116645","5440.1484375","5440.1484375","5440.1484375"
"10775.256515515","5440.1484375","5440.1484375","5440.1484375"
"10785.256765448","5440.1484375","5440.1484375","5440.1484375"
"10795.255933392","5440.1484375","5440.1484375","5440.1484375"
"10805.256713506","5440.1484375","5440.1484375","5440.1484375"
"10815.256866269","5440.1484375","5440.1484375","5440.1484375"
"10825.2564039","5440.1484375","5440.1484375","5440.1484375"
"10835.256131782","5440.1484375","5440.1484375","5440.1484375"
"10845.256938529","5440.1484375","5440.1484375","5440.1484375"
"10855.255940237","5440.1484375","5440.1484375","5440.1484375"
"10865.256362365","5440.1484375","5440.1484375","5440.1484375"
"10875.256037778","5440.1484375","5440.1484375","5440.1484375"
"10885.256109346","5440.1484375","5440.1484375","5440.1484375"
"10895.256083342","5440.1484375","5440.1484375","5440.1484375"
"10905.256539195","5440.1484375","5440.1484375","5440.1484375"
"10915.256373122","5440.1484375","5440.1484375","5440.1484375"
"10925.256693052","5440.1484375","5440.1484375","5440.1484375"
"10935.256640839","5440.1484375","5440.1484375","5440.1484375"
"10945.256598975","5440.1484375","5440.1484375","5440.1484375"
"10955.255810793","5440.1484375","5440.1484375","5440.1484375"
"10965.256333156","5440.1484375","5440.1484375","5440.1484375"
"10975.25612693","5440.1484375","5440.1484375","5440.1484375"
"10985.25631437","5440.1484375","5440.1484375","5440.1484375"
"10995.256621451","5440.1484375","5440.1484375","5440.1484375"
"11005.255543571","5440.1484375","5440.1484375","5440.1484375"
"11015.25692866","5440.1484375","5440.1484375","5440.1484375"
"11025.255760081","5440.1484375","5440.1484375","5440.1484375"
"11035.255861168","5440.1484375","5440.1484375","5440.1484375"
"11045.256229338","5440.1484375","5440.1484375","5440.1484375"
"11055.25649966","5440.1484375","5440.1484375","5440.1484375"
"11065.256105704","5440.1484375","5440.1484375","5440.1484375"
"11075.256317991","5440.1484375","5440.1484375","5440.1484375"
"11085.256128556","5440.1484375","5440.1484375","5440.1484375"
"11095.256094837","5440.1484375","5440.1484375","5440.1484375"
"11105.256108735","5440.1484375","5440.1484375","5440.1484375"
"11115.256508917","5440.1484375","5440.1484375","5440.1484375"
"11125.25639947","5440.1484375","5440.1484375","5440.1484375"
"11135.256452583","5440.1484375","5440.1484375","5440.1484375"
"11145.256152457","5440.1484375","5440.1484375","5440.1484375"
"11155.256327026","5440.1484375","5440.1484375","5440.1484375"
"11165.256345499","5440.1484375","5440.1484375","5440.1484375"
"11175.256379246","5440.1484375","5440.1484375","5440.1484375"
"11185.256106906","5440.1484375","5440.1484375","5440.1484375"
"11195.256341228","5440.1484375","5440.1484375","5440.1484375"
"11205.256422988","5440.1484375","5440.1484375","5440.1484375"
"11215.255849155","5440.1484375","5440.1484375","5440.1484375"
"11225.256118842","5440.1484375","5440.1484375","5440.1484375"
"11235.256244679","5440.1484375","5440.1484375","5440.1484375"
"11245.256511248","5440.1484375","5440.1484375","5440.1484375"
"11255.25654951","5440.1484375","5440.1484375","5440.1484375"
"11265.256788065","5440.1484375","5440.1484375","5440.1484375"
"11275.256502223","5440.1484375","5440.1484375","5440.1484375"
"11285.256343052","5440.1484375","5440.1484375","5440.1484375"
"11295.256181262","5440.1484375","5440.1484375","5440.1484375"
"11305.25575639","5440.1484375","5440.1484375","5440.1484375"
"11315.256982785","5440.1484375","5440.1484375","5440.1484375"
"11325.255779404","5440.1484375","5440.1484375","5440.1484375"
"11335.255590089","5440.1484375","5440.1484375","5440.1484375"
"11345.256608273","5440.1484375","5440.1484375","5440.1484375"
"11355.255579692","5440.1484375","5440.1484375","5440.1484375"
"11365.256122355","5440.1484375","5440.1484375","5440.1484375"
"11375.256462172","5440.1484375","5440.1484375","5440.1484375"
"11385.256199655","5440.1484375","5440.1484375","5440.1484375"
"11395.256244797","5440.1484375","5440.1484375","5440.1484375"
"11405.255514351","5440.1484375","5440.1484375","5440.1484375"
"11415.255570207","5440.1484375","5440.1484375","5440.1484375"
"11425.25599526","5440.1484375","5440.1484375","5440.1484375"
"11435.255893966","5440.1484375","5440.1484375","5440.1484375"
"11445.25583306","5440.1484375","5440.1484375","5440.1484375"
"11455.256521781","5440.1484375","5440.1484375","5440.1484375"
"11465.256440274","5440.1484375","5440.1484375","5440.1484375"
"11475.255724506","5440.1484375","5440.1484375","5440.1484375"
"11485.255550034","5440.1484375","5440.1484375","5440.1484375"
"11495.255987443","5440.1484375","5440.1484375","5440.1484375"
"11505.256407893","5440.1484375","5440.1484375","5440.1484375"
"11515.256706533","5440.1484375","5440.1484375","5440.1484375"
"11525.256408267","5440.1484375","5440.1484375","5440.1484375"
"11535.256284952","5440.1484375","5440.1484375","5440.1484375"
"11545.256352109","5440.1484375","5440.1484375","5440.1484375"
"11555.256103127","5440.1484375","5440.1484375","5440.1484375"
"11565.256283374","5440.1484375","5440.1484375","5440.1484375"
"11575.255969914","5440.1484375","5440.1484375","5440.1484375"
"11585.256600565","5440.1484375","5440.1484375","5440.1484375"
"11595.255748258","5440.1484375","5440.1484375","5440.1484375"
"11605.256323494","5440.1484375","5440.1484375","5440.1484375"
"11615.256748644","5440.1484375","5440.1484375","5440.1484375"
"11625.256480938","5440.1484375","5440.1484375","5440.1484375"
"11635.256227228","5440.1484375","5440.1484375","5440.1484375"
"11645.256145528","5440.1484375","5440.1484375","5440.1484375"
"11655.256459725","5440.1484375","5440.1484375","5440.1484375"
"11665.256292371","5440.1484375","5440.1484375","5440.1484375"
"11675.255952679","5440.1484375","5440.1484375","5440.1484375"
"11685.256650886","5440.1484375","5440.1484375","5440.1484375"
"11695.255889203","5440.1484375","5440.1484375","5440.1484375"
"11705.256265374","5440.1484375","5440.1484375","5440.1484375"
"11715.256853784","5440.1484375","5440.1484375","5440.1484375"
"11725.255703274","5440.1484375","5440.1484375","5440.1484375"
"11735.256442574","5440.1484375","5440.1484375","5440.1484375"
"11745.25607625","5440.1484375","5440.1484375","5440.1484375"
"11755.256436791","5440.1484375","5440.1484375","5440.1484375"
"11765.256338095","5440.1484375","5440.1484375","5440.1484375"
"11775.255916415","5440.1484375","5440.1484375","5440.1484375"
"11785.256206983","5440.1484375","5440.1484375","5440.1484375"
"11795.256767304","5440.1484375","5440.1484375","5440.1484375"
"11805.256256181","5440.1484375","5440.1484375","5440.1484375"
"11815.256282424","5440.1484375","5440.1484375","5440.1484375"
"11825.256493836","5440.1484375","5440.1484375","5440.1484375"
"11835.256835139","5440.1484375","5440.1484375","5440.1484375"
"11845.256665994","5440.1484375","5440.1484375","5440.1484375"
"11855.25595159","5440.1484375","5440.1484375","5440.1484375"
"11865.25582336","5440.1484375","5440.1484375","5440.1484375"
"11875.256372483","5440.1484375","5440.1484375","5440.1484375"
"11885.256108333","5440.1484375","5440.1484375","5440.1484375"
"11895.255820713","5440.1484375","5440.1484375","5440.1484375"
"11905.255980058","5440.1484375","5440.1484375","5440.1484375"
"11915.256340703","5440.1484375","5440.1484375","5440.1484375"
"11925.256404594","5440.1484375","5440.1484375","5440.1484375"
"11935.256539865","5440.1484375","5440.1484375","5440.1484375"
"11945.255976203","5440.1484375","5440.1484375","5440.1484375"
"11955.256998298","5440.1484375","5440.1484375","5440.1484375"
"11965.255982005","5440.1484375","5440.1484375","5440.1484375"
"11975.256750305","5440.1484375","5440.1484375","5440.1484375"
"11985.256805009","5440.1484375","5440.1484375","5440.1484375"
"11995.255551866","5440.1484375","5440.1484375","5440.1484375"
"12005.256030043","5440.1484375","5440.1484375","5440.1484375"
"12015.255504228","5440.1484375","5440.1484375","5440.1484375"
"12025.255614464","5440.1484375","5440.1484375","5440.1484375"
"12035.255600068","5440.1484375","5440.1484375","5440.1484375"
"12045.257014577","5440.1484375","5440.1484375","5440.1484375"
"12055.256130346","5440.1484375","5440.1484375","5440.1484375"
"12065.256446541","5440.1484375","5440.1484375","5440.1484375"
"12075.256550235","5440.1484375","5440.1484375","5440.1484375"
"12085.256234148","5440.1484375","5440.1484375","5440.1484375"
"12095.256212769","5440.1484375","5440.1484375","5440.1484375"
"12105.256031128","5440.1484375","5440.1484375","5440.1484375"
"12115.256407898","5440.1484375","5440.1484375","5440.1484375"
"12125.255550754","5440.1484375","5440.1484375","5440.1484375"
"12135.255710168","5440.1484375","5440.1484375","5440.1484375"
"12145.255648429","5440.1484375","5440.1484375","5440.1484375"
"12155.255810812","5440.1484375","5440.1484375","5440.1484375"
"12165.255798209","5440.1484375","5440.1484375","5440.1484375"
"12175.256475564","5440.1484375","5440.1484375","5440.1484375"
"12185.257997264","5440.1484375","5440.1484375","5440.1484375"
"12195.255923431","5440.1484375","5440.1484375","5440.1484375"
"12205.255735056","5440.1484375","5440.1484375","5440.1484375"
"12215.256182933","5440.1484375","5440.1484375","5440.1484375"
"12225.257061748","5440.1484375","5440.1484375","5440.1484375"
"12235.256157474","5440.1484375","5440.1484375","5440.1484375"
"12245.256273151","5440.1484375","5440.1484375","5440.1484375"
"12255.258348905","5440.1484375","5440.1484375","5440.1484375"
"12265.255953526","5440.1484375","5440.1484375","5440.1484375"
"12275.255708445","5440.1484375","5440.1484375","5440.1484375"
"12285.255634679","5440.1484375","5440.1484375","5440.1484375"
"12295.256289985","5440.1484375","5440.1484375","5440.1484375"
"12305.25664289","5440.1484375","5440.1484375","5440.1484375"
"12315.256094869","5440.1484375","5440.1484375","5440.1484375"
"12325.256492288","5440.1484375","5440.1484375","5440.1484375"
"12335.256639635","5440.1484375","5440.1484375","5440.1484375"
"12345.255968319","5440.1484375","5440.1484375","5440.1484375"
"12355.256811114","5440.1484375","5440.1484375","5440.1484375"
"12365.256324236","5440.1484375","5440.1484375","5440.1484375"
"12375.256784084","5440.1484375","5440.1484375","5440.1484375"
"12385.256459349","5440.1484375","5440.1484375","5440.1484375"
"12395.256348542","5440.1484375","5440.1484375","5440.1484375"
"12405.25634628","5440.1484375","5440.1484375","5440.1484375"
"12415.25602158","5440.1484375","5440.1484375","5440.1484375"
"12425.255625728","5440.1484375","5440.1484375","5440.1484375"
"12435.257117233","5440.1484375","5440.1484375","5440.1484375"
"12445.256560761","5440.1484375","5440.1484375","5440.1484375"
"12455.255980144","5440.1484375","5440.1484375","5440.1484375"
"12465.257199176","5440.1484375","5440.1484375","5440.1484375"
"12475.256375256","5440.1484375","5440.1484375","5440.1484375"
"12485.25668145","5440.1484375","5440.1484375","5440.1484375"
"12495.255573193","5440.1484375","5440.1484375","5440.1484375"
"12505.255662399","5440.1484375","5440.1484375","5440.1484375"
"12515.256012834","5440.1484375","5440.1484375","5440.1484375"
"12525.255574316","5440.1484375","5440.1484375","5440.1484375"
"12535.255595562","5440.1484375","5440.1484375","5440.1484375"
"12545.256390545","5440.1484375","5440.1484375","5440.1484375"
"12555.256100238","5440.1484375","5440.1484375","5440.1484375"
"12565.256810814","5440.1484375","5440.1484375","5440.1484375"
"12575.255803656","5440.1484375","5440.1484375","5440.1484375"
"12585.255798535","5440.1484375","5440.1484375","5440.1484375"
"12595.25626062","5440.1484375","5440.1484375","5440.1484375"
"12605.255998179","5440.1484375","5440.1484375","5440.1484375"
"12615.256283706","5440.1484375","5440.1484375","5440.1484375"
"12625.256038381","5440.1484375","5440.1484375","5440.1484375"
"12635.25604653","5440.1484375","5440.1484375","5440.1484375"
"12645.257044927","5440.1484375","5440.1484375","5440.1484375"
"12655.256481263","5440.1484375","5440.1484375","5440.1484375"
"12665.255711466","5440.1484375","5440.1484375","5440.1484375"
"12675.25582804","5440.1484375","5440.1484375","5440.1484375"
"12685.256229634","5440.1484375","5440.1484375","5440.1484375"
"12695.255644813","5440.1484375","5440.1484375","5440.1484375"
"12705.257040305","5440.1484375","5440.1484375","5440.1484375"
"12715.256451007","5440.1484375","5440.1484375","5440.1484375"
"12725.256049208","5440.1484375","5440.1484375","5440.1484375"
"12735.256051631","5440.1484375","5440.1484375","5440.1484375"
"12745.255587349","5440.1484375","5440.1484375","5440.1484375"
"12755.256137324","5440.1484375","5440.1484375","5440.1484375"
"12765.256030797","5440.1484375","5440.1484375","5440.1484375"
"12775.256391102","5440.1484375","5440.1484375","5440.1484375"
"12785.255732964","5440.1484375","5440.1484375","5440.1484375"
"12795.256168758","5440.1484375","5440.1484375","5440.1484375"
"12805.256667664","5440.1484375","5440.1484375","5440.1484375"
"12815.256443859","5440.1484375","5440.1484375","5440.1484375"
"12825.256615223","5440.1484375","5440.1484375","5440.1484375"
"12835.256250683","5440.1484375","5440.1484375","5440.1484375"
"12845.256849447","5440.1484375","5440.1484375","5440.1484375"
"12855.255652647","5440.1484375","5440.1484375","5440.1484375"
"12865.256222993","5440.1484375","5440.1484375","5440.1484375"
"12875.256131371","5440.1484375","5440.1484375","5440.1484375"
"12885.256577469","5440.1484375","5440.1484375","5440.1484375"
"12895.256360476","5440.1484375","5440.1484375","5440.1484375"
"12905.255906155","5440.1484375","5440.1484375","5440.1484375"
"12915.255983006","5440.1484375","5440.1484375","5440.1484375"
"12925.256108696","5440.1484375","5440.1484375","5440.1484375"
"12935.255714625","5440.1484375","5440.1484375","5440.1484375"
"12945.256169283","5440.1484375","5440.1484375","5440.1484375"
"12955.256258702","5440.1484375","5440.1484375","5440.1484375"
"12965.256389505","5440.1484375","5440.1484375","5440.1484375"
"12975.255800074","5440.1484375","5440.1484375","5440.1484375"
"12985.256553313","5440.1484375","5440.1484375","5440.1484375"
"12995.256295816","5440.1484375","5440.1484375","5440.1484375"
"13005.256029419","5440.1484375","5440.1484375","5440.1484375"
"13015.256533938","5440.1484375","5440.1484375","5440.1484375"
"13025.256397368","5440.1484375","5440.1484375","5440.1484375"
"13035.256443496","5440.1484375","5440.1484375","5440.1484375"
"13045.256095148","5440.1484375","5440.1484375","5440.1484375"
"13055.256080796","5440.1484375","5440.1484375","5440.1484375"
"13065.255894212","5440.1484375","5440.1484375","5440.1484375"
"13075.255641418","5440.1484375","5440.1484375","5440.1484375"
"13085.256649375","5440.1484375","5440.1484375","5440.1484375"
"13095.256854304","5440.1484375","5440.1484375","5440.1484375"
"13105.256432788","5440.1484375","5440.1484375","5440.1484375"
"13115.256063","5440.1484375","5440.1484375","5440.1484375"
"13125.256100274","5440.1484375","5440.1484375","5440.1484375"
"13135.256236321","5440.1484375","5440.1484375","5440.1484375"
"13145.256278681","5440.1484375","5440.1484375","5440.1484375"
"13155.25639871","5440.1484375","5440.1484375","5440.1484375"
"13165.256335735","5440.1484375","5440.1484375","5440.1484375"
"13175.256605524","5440.1484375","5440.1484375","5440.1484375"
"13185.256044431","5440.1484375","5440.1484375","5440.1484375"
"13195.256459596","5440.1484375","5440.1484375","5440.1484375"
"13205.255715554","5440.1484375","5440.1484375","5440.1484375"
"13215.256146202","5440.1484375","5440.1484375","5440.1484375"
"13225.256319667","5440.1484375","5440.1484375","5440.1484375"
"13235.25616526","5440.1484375","5440.1484375","5440.1484375"
"13245.255760463","5440.1484375","5440.1484375","5440.1484375"
"13255.256329691","5440.1484375","5440.1484375","5440.1484375"
"13265.256158266","5440.1484375","5440.1484375","5440.1484375"
"13275.256161131","5440.1484375","5440.1484375","5440.1484375"
"13285.255647264","5440.1484375","5440.1484375","5440.1484375"
"13295.255867338","5440.1484375","5440.1484375","5440.1484375"
"13305.256190496","5440.1484375","5440.1484375","5440.1484375"
"13315.255946246","5440.1484375","5440.1484375","5440.1484375"
"13325.25642075","5440.1484375","5440.1484375","5440.1484375"
"13335.256495304","5440.1484375","5440.1484375","5440.1484375"
"13345.256207163","5440.1484375","5440.1484375","5440.1484375"
"13355.256508786","5440.1484375","5440.1484375","5440.1484375"
"13365.255541512","5440.1484375","5440.1484375","5440.1484375"
"13375.256206711","5440.1484375","5440.1484375","5440.1484375"
"13385.25637792","5440.1484375","5440.1484375","5440.1484375"
"13395.255787265","5440.1484375","5440.1484375","5440.1484375"
"13405.256100917","5440.1484375","5440.1484375","5440.1484375"
"13415.25598719","5440.1484375","5440.1484375","5440.1484375"
"13425.25605901","5440.1484375","5440.1484375","5440.1484375"
"13435.256708054","5440.1484375","5440.1484375","5440.1484375"
"13445.256427208","5440.1484375","5440.1484375","5440.1484375"
"13455.256613773","5440.1484375","5440.1484375","5440.1484375"
"13465.255911306","5440.1484375","5440.1484375","5440.1484375"
"13475.25626384","5440.1484375","5440.1484375","5440.1484375"
"13485.255651967","5440.1484375","5440.1484375","5440.1484375"
"13495.256421847","5440.1484375","5440.1484375","5440.1484375"
"13505.25655489","5440.1484375","5440.1484375","5440.1484375"
"13515.256445656","5440.1484375","5440.1484375","5440.1484375"
"13525.25627813","5440.1484375","5440.1484375","5440.1484375"
"13535.256301332","5440.1484375","5440.1484375","5440.1484375"
"13545.256583129","5440.1484375","5440.1484375","5440.1484375"
"13555.255724377","5440.1484375","5440.1484375","5440.1484375"
"13565.256021554","5440.1484375","5440.1484375","5440.1484375"
"13575.256574003","5440.1484375","5440.1484375","5440.1484375"
"13585.256093051","5440.1484375","5440.1484375","5440.1484375"
"13595.256422464","5440.1484375","5440.1484375","5440.1484375"
"13605.256736151","5440.1484375","5440.1484375","5440.1484375"
"13615.256606292","5440.1484375","5440.1484375","5440.1484375"
"13625.256468939","5440.1484375","5440.1484375","5440.1484375"
"13635.255866876","5440.1484375","5440.1484375","5440.1484375"
"13645.255969134","5440.1484375","5440.1484375","5440.1484375"
"13655.25556686","5440.1484375","5440.1484375","5440.1484375"
"13665.256105339","5440.1484375","5440.1484375","5440.1484375"
"13675.256307416","5440.1484375","5440.1484375","5440.1484375"
"13685.256727781","5440.1484375","5440.1484375","5440.1484375"
"13695.257164111","5440.1484375","5440.1484375","5440.1484375"
"13705.256241002","5440.1484375","5440.1484375","5440.1484375"
"13715.256468869","5440.1484375","5440.1484375","5440.1484375"
"13725.256310428","5440.1484375","5440.1484375","5440.1484375"
"13735.256432218","5440.1484375","5440.1484375","5440.1484375"
"13745.256346722","5440.1484375","5440.1484375","5440.1484375"
"13755.257039889","5440.1484375","5440.1484375","5440.1484375"
"13765.256929763","5440.1484375","5440.1484375","5440.1484375"
"13775.256446932","5440.1484375","5440.1484375","5440.1484375"
"13785.255914476","5440.1484375","5440.1484375","5440.1484375"
"13795.255618776","5440.1484375","5440.1484375","5440.1484375"
"13805.256619246","5440.1484375","5440.1484375","5440.1484375"
"13815.255795963","5440.1484375","5440.1484375","5440.1484375"
"13825.256382447","5440.1484375","5440.1484375","5440.1484375"
"13835.256600856","5440.1484375","5440.1484375","5440.1484375"
"13845.256487115","5440.1484375","5440.1484375","5440.1484375"
"13855.256541133","5440.1484375","5440.1484375","5440.1484375"
"13865.256606805","5440.1484375","5440.1484375","5440.1484375"
"13875.256642297","5440.1484375","5440.1484375","5440.1484375"
"13885.256600983","5440.1484375","5440.1484375","5440.1484375"
"13895.256446805","5440.1484375","5440.1484375","5440.1484375"
"13905.256803838","5440.1484375","5440.1484375","5440.1484375"
"13915.256858565","5440.1484375","5440.1484375","5440.1484375"
"13925.256640404","5440.1484375","5440.1484375","5440.1484375"
"13935.255907472","5440.1484375","5440.1484375","5440.1484375"
"13945.256227879","5440.1484375","5440.1484375","5440.1484375"
"13955.256002985","5440.1484375","5440.1484375","5440.1484375"
"13965.256941466","5440.1484375","5440.1484375","5440.1484375"
"13975.256667133","5440.1484375","5440.1484375","5440.1484375"
"13985.255814119","5440.1484375","5440.1484375","5440.1484375"
"13995.256074667","5440.1484375","5440.1484375","5440.1484375"
"14005.256250955","5440.1484375","5440.1484375","5440.1484375"
"14015.256562389","5440.1484375","5440.1484375","5440.1484375"
"14025.255994536","5440.1484375","5440.1484375","5440.1484375"
"14035.256716513","5440.1484375","5440.1484375","5440.1484375"
"14045.256489889","5440.1484375","5440.1484375","5440.1484375"
"14055.255691968","5440.1484375","5440.1484375","5440.1484375"
"14065.25644002","5440.1484375","5440.1484375","5440.1484375"
"14075.256548513","5440.1484375","5440.1484375","5440.1484375"
"14085.255906463","5440.1484375","5440.1484375","5440.1484375"
"14095.256278741","5440.1484375","5440.1484375","5440.1484375"
"14105.256264726","5440.1484375","5440.1484375","5440.1484375"
"14115.255613369","5440.1484375","5440.1484375","5440.1484375"
"14125.256109939","5440.1484375","5440.1484375","5440.1484375"
"14135.255993977","5440.1484375","5440.1484375","5440.1484375"
"14145.257154356","5440.1484375","5440.1484375","5440.1484375"
"14155.255843511","5440.1484375","5440.1484375","5440.1484375"
"14165.256450972","5440.1484375","5440.1484375","5440.1484375"
"14175.255630222","5440.1484375","5440.1484375","5440.1484375"
"14185.256097855","5440.1484375","5440.1484375","5440.1484375"
"14195.256412841","5440.1484375","5440.1484375","5440.1484375"
"14205.256767701","5440.1484375","5440.1484375","5440.1484375"
"14215.256127729","5440.1484375","5440.1484375","5440.1484375"
"14225.256295232","5440.1484375","5440.1484375","5440.1484375"
"14235.255842911","5440.1484375","5440.1484375","5440.1484375"
"14245.256356318","5440.1484375","5440.1484375","5440.1484375"
"14255.256214997","5440.1484375","5440.1484375","5440.1484375"
"14265.256954007","5440.1484375","5440.1484375","5440.1484375"
"14275.256157642","5440.1484375","5440.1484375","5440.1484375"
"14285.256404714","5440.1484375","5440.1484375","5440.1484375"
"14295.256710859","5440.1484375","5440.1484375","5440.1484375"
"14305.25655473","5440.1484375","5440.1484375","5440.1484375"
"14315.256400394","5440.1484375","5440.1484375","5440.1484375"
"14325.255850137","5440.1484375","5440.1484375","5440.1484375"
"14335.256728038","5440.1484375","5440.1484375","5440.1484375"
"14345.256199376","5440.1484375","5440.1484375","5440.1484375"
"14355.256047077","5440.1484375","5440.1484375","5440.1484375"
"14365.255564822","5440.1484375","5440.1484375","5440.1484375"
"14375.256149215","5440.1484375","5440.1484375","5440.1484375"
"14385.255676658","5440.1484375","5440.1484375","5440.1484375"
"14395.255767816","5440.1484375","5440.1484375","5440.1484375"
"14405.256417368","5440.1484375","5440.1484375","5440.1484375"
"14415.255620832","5440.1484375","5440.1484375","5440.1484375"
"14425.25599135","5440.1484375","5440.1484375","5440.1484375"
"14435.256476431","5440.1484375","5440.1484375","5440.1484375"
"14445.257259753","5440.1484375","5440.1484375","5440.1484375"
"14455.256472258","5440.1484375","5440.1484375","5440.1484375"
"14465.256421195","5440.1484375","5440.1484375","5440.1484375"
"14475.255598556","5440.1484375","5440.1484375","5440.1484375"
"14485.25579815","5440.1484375","5440.1484375","5440.1484375"
"14495.256446794","5440.1484375","5440.1484375","5440.1484375"
"14505.25608508","5440.1484375","5440.1484375","5440.1484375"
"14515.256269102","5440.1484375","5440.1484375","5440.1484375"
"14525.256412331","5440.1484375","5440.1484375","5440.1484375"
"14535.255586304","5440.1484375","5440.1484375","5440.1484375"
"14545.256084269","5440.1484375","5440.1484375","5440.1484375"
"14555.256066507","5440.1484375","5440.1484375","5440.1484375"
"14565.256793902","5440.1484375","5440.1484375","5440.1484375"
"14575.256027928","5440.1484375","5440.1484375","5440.1484375"
"14585.256358164","5440.1484375","5440.1484375","5440.1484375"
"14595.256311433","5440.1484375","5440.1484375","5440.1484375"
"14605.255686404","5440.1484375","5440.1484375","5440.1484375"
"14615.256489771","5440.1484375","5440.1484375","5440.1484375"
"14625.257189484","5440.1484375","5440.1484375","5440.1484375"
"14635.256479175","5440.1484375","5440.1484375","5440.1484375"
