"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MAX"
"9065.266909936","75.155","75.155","75.155","26.275","26.275","26.275"
"9075.270381377","68.012","68.012","68.012","26.19","26.19","26.19"
"9085.273346033","67.328","67.328","67.328","26.19","26.19","26.19"
"9095.269162505","68.305","68.305","68.305","26.19","26.19","26.19"
"9105.277780919","67.816","67.816","67.816","26.19","26.19","26.19"
"9115.277108299","65.862","65.862","65.862","26.19","26.19","26.19"
"9125.274484144","71.095","71.095","71.095","26.19","26.19","26.19"
"9135.271302515","50.045","50.045","50.045","26.19","26.19","26.19"
"9145.267071038","56.975","56.975","56.975","26.19","26.19","26.19"
"9155.266665828","67.914","67.914","67.914","26.092","26.092","26.092"
"9165.27909498","77.494","77.494","77.494","26.092","26.092","26.092"
"9175.266830065","56.813","56.813","56.813","26.19","26.19","26.19"
"9185.265888464","68.598","68.598","68.598","26.19","26.19","26.19"
"9195.274581797","56.715","56.715","56.715","26.19","26.19","26.19"
"9205.26662533","64.689","64.689","64.689","26.19","26.19","26.19"
"9215.267609008","67.621","67.621","67.621","26.19","26.19","26.19"
"9225.267113125","69.63","69.63","69.63","26.19","26.19","26.19"
"9235.26572732","70.802","70.802","70.802","26.19","26.19","26.19"
"9245.267498435","70.9","70.9","70.9","26.19","26.19","26.19"
"9255.26835974","67.035","67.035","67.035","26.19","26.19","26.19"
"9265.268277893","62.126","62.126","62.126","26.19","26.19","26.19"
"9275.270864159","67.23","67.23","67.23","26.19","26.19","26.19"
"9285.266752477","77.299","77.299","77.299","26.19","26.19","26.19"
"9295.273911527","64.435","64.435","64.435","26.19","26.19","26.19"
"9305.278531191","68.598","68.598","68.598","26.092","26.092","26.092"
"9315.270658917","70.954","70.954","70.954","26.19","26.19","26.19"
"9325.269537607","68.947","68.947","68.947","26.19","26.19","26.19"
"9335.265170431","68.849","68.849","68.849","26.19","26.19","26.19"
"9345.266301986","64.044","64.044","64.044","26.19","26.19","26.19"
"9355.266016364","51.584","51.584","51.584","26.092","26.092","26.092"
"9365.269590554","69.63","69.63","69.63","26.19","26.19","26.19"
"9375.267738864","63.516","63.516","63.516","26.19","26.19","26.19"
"9385.265588342","64.533","64.533","64.533","26.176","26.176","26.176"
"9395.265890702","67.97","67.97","67.97","26.19","26.19","26.19"
"9405.265575858","63.262","63.262","63.262","26.176","26.176","26.176"
"9415.267240293","51.094","51.094","51.094","26.19","26.19","26.19"
"9425.266128459","82.31","82.31","82.31","26.176","26.176","26.176"
"9435.268379195","65.373","65.373","65.373","26.19","26.19","26.19"
"9445.271881495","65.373","65.373","65.373","26.19","26.19","26.19"
"9455.266401686","64.044","64.044","64.044","26.19","26.19","26.19"
"9465.267981138","71.246","71.246","71.246","26.19","26.19","26.19"
"9475.273011463","65.471","65.471","65.471","26.19","26.19","26.19"
"9485.266715943","68.751","68.751","68.751","26.19","26.19","26.19"
"9495.269697907","62.322","62.322","62.322","26.092","26.092","26.092"
"9505.265893114","55.05","55.05","55.05","26.19","26.19","26.19"
"9515.272278192","64.2","64.2","64.2","26.092","26.092","26.092"
"9525.270337106","61.344","61.344","61.344","26.19","26.19","26.19"
"9535.268401599","68.361","68.361","68.361","26.19","26.19","26.19"
"9545.265462722","67.775","67.775","67.775","26.19","26.19","26.19"
"9555.267834371","57.954","57.954","57.954","26.077","26.077","26.077"
"9565.267606317","75.155","75.155","75.155","26.19","26.19","26.19"
"9575.267019192","65.08","65.08","65.08","26.092","26.092","26.092"
"9585.270231227","69.142","69.142","69.142","26.19","26.19","26.19"
"9595.26696636","48.347","48.347","48.347","26.19","26.19","26.19"
"9605.265903156","65.96","65.96","65.96","26.19","26.19","26.19"
"9615.26774542","71.539","71.539","71.539","26.19","26.19","26.19"
"9625.269185254","69.587","69.587","69.587","26.092","26.092","26.092"
"9635.267727176","71.637","71.637","71.637","26.092","26.092","26.092"
"9645.266396759","67.97","67.97","67.97","26.092","26.092","26.092"
"9655.272515105","52.044","52.044","52.044","26.19","26.19","26.19"
"9665.268029718","68.849","68.849","68.849","26.19","26.19","26.19"
"9675.269545992","59.484","59.484","59.484","26.19","26.19","26.19"
"9685.266314763","51.584","51.584","51.584","26.092","26.092","26.092"
"9695.269770489","66.505","66.505","66.505","26.092","26.092","26.092"
"9705.273319382","64.044","64.044","64.044","26.092","26.092","26.092"
"9715.275284489","73.446","73.446","73.446","26.092","26.092","26.092"
"9725.275064875","67.775","67.775","67.775","26.176","26.176","26.176"
"9735.26697469","64.298","64.298","64.298","26.176","26.176","26.176"
"9745.26799186","66.937","66.937","66.937","26.19","26.19","26.19"
"9755.26767202","68.849","68.849","68.849","26.092","26.092","26.092"
"9765.268969869","69.197","69.197","69.197","26.092","26.092","26.092"
"9775.269105248","70.173","70.173","70.173","26.092","26.092","26.092"
"9785.26546911","63.36","63.36","63.36","26.176","26.176","26.176"
"9795.267035891","75.447","75.447","75.447","26.19","26.19","26.19"
"9805.267757588","66.896","66.896","66.896","26.19","26.19","26.19"
"9815.267301091","61.697","61.697","61.697","26.19","26.19","26.19"
"9825.268523093","64.787","64.787","64.787","26.092","26.092","26.092"
"9835.266586706","63.164","63.164","63.164","26.092","26.092","26.092"
"9845.267572181","68.556","68.556","68.556","26.092","26.092","26.092"
"9855.269326867","68.458","68.458","68.458","26.19","26.19","26.19"
"9865.26583842","68.305","68.305","68.305","26.176","26.176","26.176"
"9875.2674505","68.751","68.751","68.751","26.19","26.19","26.19"
"9885.277146634","71.734","71.734","71.734","26.176","26.176","26.176"
"9895.276915435","65.218","65.218","65.218","26.092","26.092","26.092"
"9905.268414401","70.368","70.368","70.368","26.176","26.176","26.176"
"9915.268494173","68.068","68.068","68.068","26.176","26.176","26.176"
"9925.268094982","67.775","67.775","67.775","26.19","26.19","26.19"
"9935.267883178","65.764","65.764","65.764","26.19","26.19","26.19"
"9945.267173253","66.741","66.741","66.741","26.176","26.176","26.176"
"9955.266417081","67.677","67.677","67.677","26.092","26.092","26.092"
"9965.268176628","65.178","65.178","65.178","26.19","26.19","26.19"
"9975.27028202","66.896","66.896","66.896","26.19","26.19","26.19"
"9985.275231515","68.904","68.904","68.904","26.176","26.176","26.176"
"9995.26710852","68.165","68.165","68.165","26.176","26.176","26.176"
"10005.266592913","65.04","65.04","65.04","26.19","26.19","26.19"
"10015.265942395","56.583","56.583","56.583","26.176","26.176","26.176"
"10025.266882367","66.741","66.741","66.741","26.19","26.19","26.19"
"10035.274240376","69.392","69.392","69.392","26.19","26.19","26.19"
"10045.266489421","62.48","62.48","62.48","26.19","26.19","26.19"
"10055.265271964","67.384","67.384","67.384","26.19","26.19","26.19"
"10065.266477145","69.197","69.197","69.197","26.176","26.176","26.176"
"10075.274032717","72.958","72.958","72.958","26.176","26.176","26.176"
"10085.270606121","67.384","67.384","67.384","26.289","26.289","26.289"
"10095.26805613","53.416","53.416","53.416","26.092","26.092","26.092"
"10105.266613224","66.741","66.741","66.741","26.19","26.19","26.19"
"10115.27366137","59.484","59.484","59.484","26.19","26.19","26.19"
"10125.267492647","68.904","68.904","68.904","26.19","26.19","26.19"
"10135.26632014","67.579","67.579","67.579","26.176","26.176","26.176"
"10145.275637772","61.795","61.795","61.795","26.176","26.176","26.176"
"10155.274389073","68.947","68.947","68.947","26.077","26.077","26.077"
"10165.271681037","66.546","66.546","66.546","26.176","26.176","26.176"
"10175.266929476","63.321","63.321","63.321","26.176","26.176","26.176"
"10185.27601364","64.982","64.982","64.982","26.19","26.19","26.19"
"10195.273921894","68.556","68.556","68.556","26.176","26.176","26.176"
"10205.266713278","68.068","68.068","68.068","26.176","26.176","26.176"
"10215.267529133","67.579","67.579","67.579","26.176","26.176","26.176"
"10225.267328462","67.384","67.384","67.384","26.176","26.176","26.176"
"10235.27131089","63.555","63.555","63.555","26.176","26.176","26.176"
"10245.273430352","69.044","69.044","69.044","26.176","26.176","26.176"
"10255.267188324","62.811","62.811","62.811","26.176","26.176","26.176"
"10265.270369132","70.758","70.758","70.758","26.176","26.176","26.176"
"10275.270676559","67.189","67.189","67.189","26.19","26.19","26.19"
"10285.268403167","65.569","65.569","65.569","26.176","26.176","26.176"
"10295.265949616","67.579","67.579","67.579","26.19","26.19","26.19"
"10305.268664659","66.798","66.798","66.798","26.176","26.176","26.176"
"10315.276636771","71.29","71.29","71.29","26.176","26.176","26.176"
"10325.265237176","79.881","79.881","79.881","26.176","26.176","26.176"
"10335.266270359","64.982","64.982","64.982","26.176","26.176","26.176"
"10345.266861708","66.35","66.35","66.35","26.176","26.176","26.176"
"10355.267100542","53.122","53.122","53.122","26.19","26.19","26.19"
"10365.275138559","66.603","66.603","66.603","26.176","26.176","26.176"
"10375.268321371","67.97","67.97","67.97","26.176","26.176","26.176"
"10385.272617733","75.252","75.252","75.252","26.176","26.176","26.176"
"10395.269447646","63.751","63.751","63.751","26.176","26.176","26.176"
"10405.268120934","64.494","64.494","64.494","26.19","26.19","26.19"
"10415.266327655","67.384","67.384","67.384","26.176","26.176","26.176"
"10425.268122194","67.482","67.482","67.482","26.176","26.176","26.176"
"10435.265821154","54.854","54.854","54.854","26.19","26.19","26.19"
"10445.268195629","64.787","64.787","64.787","26.176","26.176","26.176"
"10455.268367537","68.458","68.458","68.458","26.19","26.19","26.19"
"10465.273575112","73.836","73.836","73.836","26.176","26.176","26.176"
"10475.270161828","67.286","67.286","67.286","26.176","26.176","26.176"
"10485.268941863","72.222","72.222","72.222","26.176","26.176","26.176"
"10495.270851705","66.114","66.114","66.114","26.176","26.176","26.176"
"10505.267744754","64.005","64.005","64.005","26.19","26.19","26.19"
"10515.266745681","68.849","68.849","68.849","26.176","26.176","26.176"
"10525.27314148","68.904","68.904","68.904","26.176","26.176","26.176"
"10535.272423582","51.161","51.161","51.161","26.176","26.176","26.176"
"10545.277069862","69.197","69.197","69.197","26.275","26.275","26.275"
"10555.266217128","67.384","67.384","67.384","26.19","26.19","26.19"
"10565.267360402","64.044","64.044","64.044","26.176","26.176","26.176"
"10575.269752817","69.978","69.978","69.978","26.176","26.176","26.176"
"10585.26718195","62.186","62.186","62.186","26.176","26.176","26.176"
"10595.271510357","68.165","68.165","68.165","26.176","26.176","26.176"
"10605.270729018","78.176","78.176","78.176","26.19","26.19","26.19"
"10615.268672148","82.7","82.7","82.7","26.275","26.275","26.275"
"10625.269184481","68.165","68.165","68.165","26.176","26.176","26.176"
"10635.2742625","67.677","67.677","67.677","26.176","26.176","26.176"
"10645.268982781","66.603","66.603","66.603","26.176","26.176","26.176"
"10655.267762667","68.947","68.947","68.947","26.176","26.176","26.176"
"10665.266145121","63.458","63.458","63.458","26.176","26.176","26.176"
"10675.269845119","67.775","67.775","67.775","26.176","26.176","26.176"
"10685.267648117","66.489","66.489","66.489","26.176","26.176","26.176"
"10695.265595034","66.448","66.448","66.448","26.176","26.176","26.176"
"10705.267160422","66.896","66.896","66.896","26.176","26.176","26.176"
"10715.277297908","68.068","68.068","68.068","26.176","26.176","26.176"
"10725.269593704","69.587","69.587","69.587","26.176","26.176","26.176"
"10735.265542756","53.122","53.122","53.122","26.176","26.176","26.176"
"10745.275053239","65.373","65.373","65.373","26.19","26.19","26.19"
"10755.266120147","69.044","69.044","69.044","26.176","26.176","26.176"
"10765.266424015","71.344","71.344","71.344","26.176","26.176","26.176"
"10775.269341847","76.472","76.472","76.472","26.176","26.176","26.176"
"10785.26654148","66.644","66.644","66.644","26.19","26.19","26.19"
"10795.267407098","64.631","64.631","64.631","26.176","26.176","26.176"
"10805.268069518","67.091","67.091","67.091","26.275","26.275","26.275"
"10815.275896005","65.569","65.569","65.569","26.19","26.19","26.19"
"10825.27051549","68.263","68.263","68.263","26.176","26.176","26.176"
"10835.267405828","69.294","69.294","69.294","26.176","26.176","26.176"
"10845.268449971","65.275","65.275","65.275","26.176","26.176","26.176"
"10855.266159456","67.872","67.872","67.872","26.176","26.176","26.176"
"10865.267026153","52.338","52.338","52.338","26.19","26.19","26.19"
"10875.269204538","69.533","69.533","69.533","26.176","26.176","26.176"
"10885.267271872","64.982","64.982","64.982","26.176","26.176","26.176"
"10895.268760155","57.366","57.366","57.366","26.176","26.176","26.176"
"10905.266133112","77.64","77.64","77.64","26.19","26.19","26.19"
"10915.266576658","55.246","55.246","55.246","26.176","26.176","26.176"
"10925.273243576","68.904","68.904","68.904","26.176","26.176","26.176"
"10935.276969204","68.556","68.556","68.556","26.176","26.176","26.176"
"10945.269022399","65.666","65.666","65.666","26.176","26.176","26.176"
"10955.265258336","68.361","68.361","68.361","26.176","26.176","26.176"
"10965.267129206","67.384","67.384","67.384","26.176","26.176","26.176"
"10975.265564529","66.212","66.212","66.212","26.176","26.176","26.176"
"10985.270181721","69.044","69.044","69.044","26.176","26.176","26.176"
"10995.267611034","67.189","67.189","67.189","26.176","26.176","26.176"
"11005.271347643","62.871","62.871","62.871","26.176","26.176","26.176"
"11015.265777065","68.904","68.904","68.904","26.176","26.176","26.176"
"11025.267009504","68.263","68.263","68.263","26.176","26.176","26.176"
"11035.268057168","67.579","67.579","67.579","26.176","26.176","26.176"
"11045.271569455","64.396","64.396","64.396","26.19","26.19","26.19"
"11055.266576665","75.934","75.934","75.934","26.176","26.176","26.176"
"11065.266721744","59.778","59.778","59.778","26.176","26.176","26.176"
"11075.265969225","68.654","68.654","68.654","26.19","26.19","26.19"
"11085.268079755","70.075","70.075","70.075","26.19","26.19","26.19"
"11095.267429576","66.839","66.839","66.839","26.176","26.176","26.176"
"11105.269010686","74.862","74.862","74.862","26.176","26.176","26.176"
"11115.265910048","64.103","64.103","64.103","26.176","26.176","26.176"
"11125.268098988","52.436","52.436","52.436","26.176","26.176","26.176"
"11135.265105005","69.197","69.197","69.197","26.176","26.176","26.176"
"11145.281379656","69.099","69.099","69.099","26.176","26.176","26.176"
"11155.267441517","71.051","71.051","71.051","26.176","26.176","26.176"
"11165.267428142","67.97","67.97","67.97","26.176","26.176","26.176"
"11175.268502918","52.173","52.173","52.173","26.176","26.176","26.176"
"11185.265655758","65.178","65.178","65.178","26.176","26.176","26.176"
"11195.267227589","59.778","59.778","59.778","26.176","26.176","26.176"
"11205.270754276","71.93","71.93","71.93","26.176","26.176","26.176"
"11215.270189063","55.344","55.344","55.344","26.176","26.176","26.176"
"11225.266849414","69.63","69.63","69.63","26.176","26.176","26.176"
"11235.269388101","64.356","64.356","64.356","26.176","26.176","26.176"
"11245.269857195","69.88","69.88","69.88","26.19","26.19","26.19"
"11255.266106521","69.197","69.197","69.197","26.176","26.176","26.176"
"11265.269849527","70.661","70.661","70.661","26.176","26.176","26.176"
"11275.265838888","69.044","69.044","69.044","26.176","26.176","26.176"
"11285.279343117","73.543","73.543","73.543","26.176","26.176","26.176"
"11295.266258346","67.775","67.775","67.775","26.176","26.176","26.176"
"11305.274984812","63.751","63.751","63.751","26.077","26.077","26.077"
"11315.269899843","55.996","55.996","55.996","26.077","26.077","26.077"
"11325.266134502","51.357","51.357","51.357","26.176","26.176","26.176"
"11335.269309369","74.57","74.57","74.57","26.176","26.176","26.176"
"11345.268794346","66.896","66.896","66.896","26.19","26.19","26.19"
"11355.268207606","73.446","73.446","73.446","26.176","26.176","26.176"
"11365.276864589","63.751","63.751","63.751","26.19","26.19","26.19"
"11375.267108886","67.482","67.482","67.482","26.092","26.092","26.092"
"11385.26631145","71.93","71.93","71.93","26.077","26.077","26.077"
"11395.265792404","68.751","68.751","68.751","26.176","26.176","26.176"
"11405.26562448","65.373","65.373","65.373","26.19","26.19","26.19"
"11415.269370685","65.569","65.569","65.569","26.19","26.19","26.19"
"11425.266978692","54.756","54.756","54.756","26.176","26.176","26.176"
"11435.268469647","67.872","67.872","67.872","26.176","26.176","26.176"
"11445.269196826","77.201","77.201","77.201","26.176","26.176","26.176"
"11455.26861219","68.318","68.318","68.318","26.077","26.077","26.077"
"11465.269520704","66.505","66.505","66.505","26.176","26.176","26.176"
"11475.271248197","69.49","69.49","69.49","26.176","26.176","26.176"
"11485.271791869","69.782","69.782","69.782","26.176","26.176","26.176"
"11495.270200963","54.462","54.462","54.462","26.077","26.077","26.077"
"11505.275170661","62.871","62.871","62.871","26.176","26.176","26.176"
"11515.275757952","67.775","67.775","67.775","26.176","26.176","26.176"
"11525.27374778","64.924","64.924","64.924","26.176","26.176","26.176"
"11535.271108855","67.872","67.872","67.872","26.176","26.176","26.176"
"11545.275835937","64.435","64.435","64.435","26.19","26.19","26.19"
"11555.272683491","64.787","64.787","64.787","26.176","26.176","26.176"
"11565.275117109","72.08","72.08","72.08","26.176","26.176","26.176"
"11575.265494234","68.165","68.165","68.165","26.176","26.176","26.176"
"11585.265688503","71.885","71.885","71.885","26.176","26.176","26.176"
"11595.275947864","70.466","70.466","70.466","26.176","26.176","26.176"
"11605.276168739","69.142","69.142","69.142","26.19","26.19","26.19"
"11615.266974412","68.947","68.947","68.947","26.19","26.19","26.19"
"11625.269454221","65.805","65.805","65.805","26.176","26.176","26.176"
"11635.267408474","66.155","66.155","66.155","26.176","26.176","26.176"
"11645.271363075","52.632","52.632","52.632","26.176","26.176","26.176"
"11655.271374483","64.338","64.338","64.338","26.176","26.176","26.176"
"11665.265630965","68.751","68.751","68.751","26.19","26.19","26.19"
"11675.274043697","50.377","50.377","50.377","26.19","26.19","26.19"
"11685.269174239","67.579","67.579","67.579","26.176","26.176","26.176"
"11695.2754325","73.251","73.251","73.251","26.19","26.19","26.19"
"11705.270687622","51.161","51.161","51.161","26.176","26.176","26.176"
"11715.268272857","67.482","67.482","67.482","26.176","26.176","26.176"
"11725.266327501","71.442","71.442","71.442","26.19","26.19","26.19"
"11735.267466078","69.044","69.044","69.044","26.19","26.19","26.19"
"11745.266788337","65.471","65.471","65.471","26.176","26.176","26.176"
"11755.269390328","66.546","66.546","66.546","26.275","26.275","26.275"
"11765.268177158","65.08","65.08","65.08","26.176","26.176","26.176"
"11775.268597701","66.505","66.505","66.505","26.19","26.19","26.19"
"11785.269040545","69.142","69.142","69.142","26.176","26.176","26.176"
"11795.265701444","68.654","68.654","68.654","26.176","26.176","26.176"
"11805.267634503","66.505","66.505","66.505","26.176","26.176","26.176"
"11815.267393265","62.186","62.186","62.186","26.19","26.19","26.19"
"11825.265837074","67.775","67.775","67.775","26.176","26.176","26.176"
"11835.266121312","71.69","71.69","71.69","26.176","26.176","26.176"
"11845.27008683","66.7","66.7","66.7","26.19","26.19","26.19"
"11855.267172017","53.024","53.024","53.024","26.176","26.176","26.176"
"11865.269616657","69.294","69.294","69.294","26.176","26.176","26.176"
"11875.267773727","68.361","68.361","68.361","26.176","26.176","26.176"
"11885.274528276","54.56","54.56","54.56","26.19","26.19","26.19"
"11895.273283695","67.482","67.482","67.482","26.176","26.176","26.176"
"11905.267725231","71.69","71.69","71.69","26.176","26.176","26.176"
"11915.271377549","66.798","66.798","66.798","26.176","26.176","26.176"
"11925.273590003","67.286","67.286","67.286","26.19","26.19","26.19"
"11935.271757615","69.978","69.978","69.978","26.176","26.176","26.176"
"11945.267005046","68.165","68.165","68.165","26.275","26.275","26.275"
"11955.268064745","61.991","61.991","61.991","26.19","26.19","26.19"
"11965.275713815","62.577","62.577","62.577","26.176","26.176","26.176"
"11975.270746359","52.894","52.894","52.894","26.176","26.176","26.176"
"11985.266436403","67.132","67.132","67.132","26.19","26.19","26.19"
"11995.275325648","56.485","56.485","56.485","26.19","26.19","26.19"
"12005.266862467","69.044","69.044","69.044","26.176","26.176","26.176"
"12015.267884114","69.002","69.002","69.002","26.176","26.176","26.176"
"12025.27071965","60.463","60.463","60.463","26.176","26.176","26.176"
"12035.265251765","71.149","71.149","71.149","26.176","26.176","26.176"
"12045.269853346","62.322","62.322","62.322","26.176","26.176","26.176"
"12055.267491079","72.568","72.568","72.568","26.176","26.176","26.176"
"12065.267327754","69.24","69.24","69.24","26.176","26.176","26.176"
"12075.274363218","61.599","61.599","61.599","26.176","26.176","26.176"
"12085.268323544","71.885","71.885","71.885","26.275","26.275","26.275"
"12095.271937996","66.546","66.546","66.546","26.19","26.19","26.19"
"12105.271363841","66.896","66.896","66.896","26.176","26.176","26.176"
"12115.267397436","68.361","68.361","68.361","26.176","26.176","26.176"
"12125.274496153","65.862","65.862","65.862","26.176","26.176","26.176"
"12135.267907072","66.644","66.644","66.644","26.176","26.176","26.176"
"12145.267700611","68.654","68.654","68.654","26.176","26.176","26.176"
"12155.266227418","62.773","62.773","62.773","26.289","26.289","26.289"
"12165.266290599","67.775","67.775","67.775","26.19","26.19","26.19"
"12175.265630587","67.189","67.189","67.189","26.176","26.176","26.176"
"12185.266845295","68.849","68.849","68.849","26.176","26.176","26.176"
"12195.274661728","71.007","71.007","71.007","26.176","26.176","26.176"
"12205.271740414","69.099","69.099","69.099","26.176","26.176","26.176"
"12215.271000064","67.523","67.523","67.523","26.176","26.176","26.176"
"12225.276562369","71.29","71.29","71.29","26.176","26.176","26.176"
"12235.265264339","67.091","67.091","67.091","26.176","26.176","26.176"
"12245.266400752","67.677","67.677","67.677","26.176","26.176","26.176"
"12255.269627388","68.904","68.904","68.904","26.176","26.176","26.176"
"12265.272898991","67.677","67.677","67.677","26.275","26.275","26.275"
"12275.272731171","69.978","69.978","69.978","26.176","26.176","26.176"
"12285.272573181","68.556","68.556","68.556","26.176","26.176","26.176"
"12295.266767254","66.839","66.839","66.839","26.176","26.176","26.176"
"12305.267928064","69.24","69.24","69.24","26.19","26.19","26.19"
"12315.266969221","71.69","71.69","71.69","26.176","26.176","26.176"
"12325.268725579","73.446","73.446","73.446","26.176","26.176","26.176"
"12335.268846955","67.677","67.677","67.677","26.176","26.176","26.176"
"12345.265592148","66.839","66.839","66.839","26.176","26.176","26.176"
"12355.269216502","68.751","68.751","68.751","26.176","26.176","26.176"
"12365.272045079","65.511","65.511","65.511","26.176","26.176","26.176"
"12375.269285387","63.907","63.907","63.907","26.176","26.176","26.176"
"12385.272099657","65.373","65.373","65.373","26.176","26.176","26.176"
"12395.280495319","69.044","69.044","69.044","26.176","26.176","26.176"
"12405.267933802","78.225","78.225","78.225","26.176","26.176","26.176"
"12415.267278289","68.904","68.904","68.904","26.176","26.176","26.176"
"12425.266731581","68.263","68.263","68.263","26.275","26.275","26.275"
"12435.279259321","62.675","62.675","62.675","26.19","26.19","26.19"
"12445.272354694","65.471","65.471","65.471","26.176","26.176","26.176"
"12455.265696145","68.361","68.361","68.361","26.176","26.176","26.176"
"12465.274214987","69.88","69.88","69.88","26.176","26.176","26.176"
"12475.268474355","51.749","51.749","51.749","26.19","26.19","26.19"
"12485.26626747","71.539","71.539","71.539","26.176","26.176","26.176"
"12495.266951018","67.677","67.677","67.677","26.176","26.176","26.176"
"12505.268865841","69.197","69.197","69.197","26.176","26.176","26.176"
"12515.265760342","60.071","60.071","60.071","26.176","26.176","26.176"
"12525.26939346","52.73","52.73","52.73","26.19","26.19","26.19"
"12535.276647872","69.197","69.197","69.197","26.19","26.19","26.19"
"12545.267361241","65.569","65.569","65.569","26.176","26.176","26.176"
"12555.266749886","66.7","66.7","66.7","26.275","26.275","26.275"
"12565.276502009","74.18","74.18","74.18","26.176","26.176","26.176"
"12575.266539019","71.592","71.592","71.592","26.176","26.176","26.176"
"12585.269629984","66.407","66.407","66.407","26.176","26.176","26.176"
"12595.27073349","75.934","75.934","75.934","26.176","26.176","26.176"
"12605.274351484","64.103","64.103","64.103","26.176","26.176","26.176"
"12615.268866744","69.782","69.782","69.782","26.176","26.176","26.176"
"12625.265510852","64.2","64.2","64.2","26.176","26.176","26.176"
"12635.266951617","69.435","69.435","69.435","26.077","26.077","26.077"
"12645.269524736","67.091","67.091","67.091","26.176","26.176","26.176"
"12655.266093784","71.93","71.93","71.93","26.176","26.176","26.176"
"12665.267245065","69.197","69.197","69.197","26.176","26.176","26.176"
"12675.273632815","70.856","70.856","70.856","26.176","26.176","26.176"
"12685.266992428","67.579","67.579","67.579","26.176","26.176","26.176"
"12695.26689422","68.654","68.654","68.654","26.176","26.176","26.176"
"12705.268311872","65.471","65.471","65.471","26.176","26.176","26.176"
"12715.265901968","73.641","73.641","73.641","26.19","26.19","26.19"
"12725.265735418","68.165","68.165","68.165","26.19","26.19","26.19"
"12735.268173582","63.066","63.066","63.066","26.176","26.176","26.176"
"12745.265150377","64.494","64.494","64.494","26.176","26.176","26.176"
"12755.265354609","69.685","69.685","69.685","26.289","26.289","26.289"
"12765.266105652","65.724","65.724","65.724","26.176","26.176","26.176"
"12775.271698672","63.81","63.81","63.81","26.176","26.176","26.176"
"12785.265342144","54.397","54.397","54.397","26.176","26.176","26.176"
"12795.270426017","53.024","53.024","53.024","26.176","26.176","26.176"
"12805.269276446","69.337","69.337","69.337","26.176","26.176","26.176"
"12815.267384355","50.799","50.799","50.799","26.19","26.19","26.19"
"12825.269622485","48.249","48.249","48.249","26.176","26.176","26.176"
"12835.276390595","68.904","68.904","68.904","26.176","26.176","26.176"
"12845.269732581","73.446","73.446","73.446","26.176","26.176","26.176"
"12855.269584015","65.373","65.373","65.373","26.176","26.176","26.176"
"12865.269063744","73.79","73.79","73.79","26.176","26.176","26.176"
"12875.268205567","61.344","61.344","61.344","26.176","26.176","26.176"
"12885.266551482","72.958","72.958","72.958","26.176","26.176","26.176"
"12895.268356317","65.862","65.862","65.862","26.289","26.289","26.289"
"12905.267753647","65.528","65.528","65.528","26.176","26.176","26.176"
"12915.276278731","61.539","61.539","61.539","26.176","26.176","26.176"
"12925.266310371","68.751","68.751","68.751","26.176","26.176","26.176"
"12935.269160322","57.758","57.758","57.758","26.176","26.176","26.176"
"12945.272159906","75.35","75.35","75.35","26.176","26.176","26.176"
"12955.275733197","68.904","68.904","68.904","26.275","26.275","26.275"
"12965.270380553","66.505","66.505","66.505","26.176","26.176","26.176"
"12975.271294877","70.075","70.075","70.075","26.176","26.176","26.176"
"12985.267631093","75.396","75.396","75.396","26.176","26.176","26.176"
"12995.26563779","60.071","60.071","60.071","26.176","26.176","26.176"
"13005.266320517","70.563","70.563","70.563","26.176","26.176","26.176"
"13015.267496005","78.322","78.322","78.322","26.275","26.275","26.275"
"13025.275591635","57.758","57.758","57.758","26.19","26.19","26.19"
"13035.268013426","67.677","67.677","67.677","26.176","26.176","26.176"
"13045.2736964","68.221","68.221","68.221","26.19","26.19","26.19"
"13055.267475757","69.49","69.49","69.49","26.176","26.176","26.176"
"13065.266218994","67.091","67.091","67.091","26.176","26.176","26.176"
"13075.269669946","68.361","68.361","68.361","26.176","26.176","26.176"
"13085.268362479","70.661","70.661","70.661","26.176","26.176","26.176"
"13095.266070308","66.017","66.017","66.017","26.275","26.275","26.275"
"13105.269353336","64.787","64.787","64.787","26.176","26.176","26.176"
"13115.277540591","50.407","50.407","50.407","26.176","26.176","26.176"
"13125.277641284","67.97","67.97","67.97","26.176","26.176","26.176"
"13135.267784994","66.896","66.896","66.896","26.176","26.176","26.176"
"13145.276122155","67.091","67.091","67.091","26.19","26.19","26.19"
"13155.27359626","67.872","67.872","67.872","26.275","26.275","26.275"
"13165.26846478","67.97","67.97","67.97","26.176","26.176","26.176"
"13175.268964853","63.164","63.164","63.164","26.275","26.275","26.275"
"13185.277128387","68.904","68.904","68.904","26.176","26.176","26.176"
"13195.267379563","68.904","68.904","68.904","26.176","26.176","26.176"
"13205.265400955","67.775","67.775","67.775","26.176","26.176","26.176"
"13215.26740156","68.165","68.165","68.165","26.176","26.176","26.176"
"13225.267285194","65.666","65.666","65.666","26.176","26.176","26.176"
