"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.smClock","StudyAbroadGPT-7B-continued - system/gpu.0.smClock__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.smClock__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.smClock","StudyAbroadGPT-7B-continued - system/gpu.1.smClock__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.smClock__MAX"
"13805.26651527","600","600","600","585","585","585"
"13815.265840167","600","600","600","585","585","585"
"13825.266013531","615","615","615","585","585","585"
"13835.270484096","795","795","795","585","585","585"
"13845.269808457","705","705","705","585","585","585"
"13855.268822154","930","930","930","585","585","585"
"13865.267711011","600","600","600","585","585","585"
"13875.269110898","645","645","645","585","585","585"
"13885.268493689","450","450","450","585","585","585"
"13895.267771328","615","615","615","585","585","585"
"13905.267700194","495","495","495","585","585","585"
"13915.275521495","585","585","585","585","585","585"
"13925.267300761","630","630","630","585","585","585"
"13935.267302446","825","825","825","585","585","585"
"13945.267001672","705","705","705","585","585","585"
"13955.265188173","615","615","615","585","585","585"
"13965.270215628","510","510","510","585","585","585"
"13975.265990456","690","690","690","585","585","585"
"13985.265504628","585","585","585","585","585","585"
"13995.267852072","615","615","615","585","585","585"
"14005.272851055","555","555","555","585","585","585"
"14015.280789529","525","525","525","585","585","585"
"14025.268132628","675","675","675","585","585","585"
"14035.268329493","795","795","795","585","585","585"
"14045.271255687","630","630","630","585","585","585"
"14055.283387048","585","585","585","585","585","585"
"14065.268166009","525","525","525","585","585","585"
"14075.27799069","885","885","885","585","585","585"
"14085.270883463","630","630","630","585","585","585"
"14095.266368827","615","615","615","585","585","585"
"14105.266394786","795","795","795","585","585","585"
"14115.26843246","735","735","735","585","585","585"
"14125.265740162","645","645","645","585","585","585"
"14135.269055079","525","525","525","585","585","585"
"14145.26730688","615","615","615","585","585","585"
"14155.270968103","1335","1335","1335","585","585","585"
"14165.269838095","510","510","510","585","585","585"
"14175.267936164","630","630","630","585","585","585"
"14185.27483906","525","525","525","585","585","585"
"14195.266114426","510","510","510","585","585","585"
"14205.270091246","615","615","615","585","585","585"
"14215.266579938","600","600","600","585","585","585"
"14225.270122539","495","495","495","585","585","585"
"14235.266055328","555","555","555","585","585","585"
"14245.274256541","735","735","735","585","585","585"
"14255.267119151","735","735","735","585","585","585"
"14265.266301658","540","540","540","585","585","585"
"14275.265623413","510","510","510","585","585","585"
"14285.271538621","645","645","645","585","585","585"
"14295.285433962","510","510","510","585","585","585"
"14305.278564321","735","735","735","585","585","585"
"14315.265603642","660","660","660","585","585","585"
"14325.267814348","585","585","585","585","585","585"
"14335.267961075","690","690","690","585","585","585"
"14345.265742273","705","705","705","585","585","585"
"14355.270102395","570","570","570","585","585","585"
"14365.266115105","615","615","615","585","585","585"
"14375.270732565","870","870","870","585","585","585"
"14385.27568783","540","540","540","585","585","585"
"14395.266652234","735","735","735","585","585","585"
"14405.275039852","435","435","435","585","585","585"
"14415.266643388","585","585","585","585","585","585"
"14425.265899921","615","615","615","585","585","585"
"14435.267525062","600","600","600","585","585","585"
"14445.272019727","675","675","675","585","585","585"
"14455.269457223","600","600","600","585","585","585"
"14465.274536939","615","615","615","585","585","585"
"14475.265473467","630","630","630","585","585","585"
"14485.26520935","510","510","510","585","585","585"
"14495.267797593","600","600","600","585","585","585"
"14505.268631443","585","585","585","585","585","585"
"14515.269797401","450","450","450","585","585","585"
"14525.267247547","870","870","870","585","585","585"
"14535.267057434","855","855","855","585","585","585"
"14545.268232064","765","765","765","585","585","585"
"14555.268497093","495","495","495","585","585","585"
"14565.278783151","690","690","690","585","585","585"
"14575.26933475","525","525","525","585","585","585"
"14585.268153618","555","555","555","585","585","585"
"14595.270702146","525","525","525","585","585","585"
"14605.265022005","555","555","555","585","585","585"
"14615.266524231","600","600","600","585","585","585"
"14625.268044768","585","585","585","585","585","585"
"14635.268742676","600","600","600","585","585","585"
"14645.273750457","660","660","660","585","585","585"
"14655.267652631","495","495","495","585","585","585"
"14665.268010571","525","525","525","585","585","585"
"14675.265590035","600","600","600","585","585","585"
"14685.272265332","540","540","540","585","585","585"
"14695.266147858","660","660","660","585","585","585"
"14705.266365829","585","585","585","585","585","585"
"14715.268837929","570","570","570","585","585","585"
"14725.268356439","510","510","510","585","585","585"
"14735.266944043","630","630","630","585","585","585"
"14745.276647089","480","480","480","585","585","585"
"14755.267330248","525","525","525","585","585","585"
"14765.266156141","585","585","585","585","585","585"
"14775.267663537","705","705","705","585","585","585"
"14785.270430042","735","735","735","585","585","585"
"14795.269586772","585","585","585","585","585","585"
"14805.267986548","990","990","990","585","585","585"
"14815.267440146","780","780","780","585","585","585"
"14825.270575942","600","600","600","585","585","585"
"14835.278815471","525","525","525","585","585","585"
"14845.270363798","930","930","930","585","585","585"
"14855.265987438","615","615","615","585","585","585"
"14865.275627417","585","585","585","585","585","585"
"14875.272344081","615","615","615","585","585","585"
"14885.269759778","615","615","615","585","585","585"
"14895.272780099","555","555","555","585","585","585"
"14905.27677227","615","615","615","585","585","585"
"14915.2682258","825","825","825","585","585","585"
"14925.268442494","600","600","600","585","585","585"
"14935.277036265","660","660","660","585","585","585"
"14945.267431979","855","855","855","585","585","585"
"14955.267197981","465","465","465","585","585","585"
"14965.265526825","600","600","600","585","585","585"
"14975.265472468","495","495","495","585","585","585"
"14985.267234722","600","600","600","585","585","585"
"14995.267517258","615","615","615","585","585","585"
"15005.266545503","540","540","540","585","585","585"
"15015.268323536","570","570","570","585","585","585"
"15025.266187","450","450","450","585","585","585"
"15035.268180459","495","495","495","585","585","585"
"15045.268422305","735","735","735","585","585","585"
"15055.273708669","570","570","570","585","585","585"
"15065.27484945","600","600","600","585","585","585"
"15075.275100741","480","480","480","585","585","585"
"15085.269355434","675","675","675","585","585","585"
"15095.267858538","540","540","540","585","585","585"
"15105.266941493","540","540","540","585","585","585"
"15115.265485707","615","615","615","585","585","585"
"15125.266802243","615","615","615","585","585","585"
"15135.266220885","615","615","615","585","585","585"
"15145.267124144","615","615","615","585","585","585"
"15155.271248864","570","570","570","585","585","585"
"15165.265461368","630","630","630","585","585","585"
"15175.275123767","540","540","540","585","585","585"
"15185.26810798","1020","1020","1020","585","585","585"
"15195.266092617","645","645","645","585","585","585"
"15205.272033522","600","600","600","585","585","585"
"15215.271160934","585","585","585","585","585","585"
"15225.273208284","570","570","570","585","585","585"
"15235.273439707","510","510","510","585","585","585"
"15245.26710676","600","600","600","585","585","585"
"15255.268912026","885","885","885","585","585","585"
"15265.266160236","600","600","600","585","585","585"
"15275.269300646","585","585","585","585","585","585"
"15285.269497969","600","600","600","585","585","585"
"15295.275518919","645","645","645","585","585","585"
"15305.270763321","510","510","510","585","585","585"
"15315.266282112","585","585","585","585","585","585"
"15325.2650208","885","885","885","585","585","585"
"15335.273612786","960","960","960","585","585","585"
"15345.275816906","945","945","945","585","585","585"
"15355.267806282","540","540","540","585","585","585"
"15365.267858398","585","585","585","585","585","585"
"15375.267756093","765","765","765","585","585","585"
"15385.267136701","570","570","570","585","585","585"
"15395.277738152","885","885","885","585","585","585"
"15405.28034082","480","480","480","585","585","585"
"15415.275969129","510","510","510","585","585","585"
"15425.267067124","690","690","690","585","585","585"
"15435.265565009","615","615","615","585","585","585"
"15445.27005325","510","510","510","585","585","585"
"15455.266626205","960","960","960","585","585","585"
"15465.268288629","615","615","615","585","585","585"
"15475.272493022","570","570","570","585","585","585"
"15485.266259897","615","615","615","585","585","585"
"15495.268494652","615","615","615","585","585","585"
"15505.267718332","645","645","645","585","585","585"
"15515.26601148","720","720","720","585","585","585"
"15525.270340627","600","600","600","585","585","585"
"15535.2670479","570","570","570","585","585","585"
"15545.265635858","555","555","555","585","585","585"
"15555.273283609","825","825","825","585","585","585"
"15565.267248421","810","810","810","585","585","585"
"15575.266355113","585","585","585","585","585","585"
"15585.269938082","540","540","540","585","585","585"
"15595.278816598","510","510","510","585","585","585"
"15605.267089317","615","615","615","585","585","585"
"15615.270279286","870","870","870","585","585","585"
"15625.267941521","765","765","765","585","585","585"
"15635.27343026","615","615","615","585","585","585"
"15645.26837953","465","465","465","585","585","585"
"15655.27648345","975","975","975","585","585","585"
"15665.270236393","600","600","600","585","585","585"
"15675.270094647","585","585","585","585","585","585"
"15685.266787609","540","540","540","585","585","585"
"15695.268563569","540","540","540","585","585","585"
"15705.267664861","585","585","585","585","585","585"
"15715.278308602","885","885","885","585","585","585"
"15725.268727632","600","600","600","585","585","585"
"15735.271632743","960","960","960","585","585","585"
"15745.264856407","810","810","810","585","585","585"
"15755.268171439","885","885","885","585","585","585"
"15765.265691571","600","600","600","585","585","585"
"15775.269479389","615","615","615","585","585","585"
"15785.272183351","510","510","510","585","585","585"
"15795.269957938","585","585","585","585","585","585"
"15805.270164704","540","540","540","585","585","585"
"15815.267438706","735","735","735","585","585","585"
"15825.267091052","615","615","615","585","585","585"
"15835.268344722","600","600","600","585","585","585"
"15845.266382565","510","510","510","585","585","585"
"15855.26780523","855","855","855","585","585","585"
"15865.269361553","735","735","735","585","585","585"
"15875.26684416","615","615","615","585","585","585"
"15885.26819769","825","825","825","585","585","585"
"15895.267574888","615","615","615","585","585","585"
"15905.269667757","615","615","615","585","585","585"
"15915.270914582","840","840","840","585","585","585"
"15925.267816206","585","585","585","585","585","585"
"15935.268415561","615","615","615","585","585","585"
"15945.267000972","615","615","615","585","585","585"
"15955.266347742","615","615","615","585","585","585"
"15965.268086898","885","885","885","585","585","585"
"15975.267104798","495","495","495","585","585","585"
"15985.268400497","510","510","510","585","585","585"
"15995.276855766","600","600","600","585","585","585"
"16005.266809427","615","615","615","585","585","585"
"16015.267629075","465","465","465","585","585","585"
"16025.26533252","555","555","555","585","585","585"
"16035.270016975","435","435","435","585","585","585"
"16045.266977528","870","870","870","585","585","585"
"16055.267819803","540","540","540","585","585","585"
"16065.267149459","585","585","585","585","585","585"
"16075.266827419","810","810","810","585","585","585"
"16085.265455251","675","675","675","585","585","585"
"16095.269731301","510","510","510","585","585","585"
"16105.269101191","600","600","600","585","585","585"
"16115.268168675","840","840","840","585","585","585"
"16125.26904326","675","675","675","585","585","585"
"16135.270340154","450","450","450","585","585","585"
"16145.267500972","810","810","810","585","585","585"
"16155.26879724","630","630","630","585","585","585"
"16165.265410686","870","870","870","585","585","585"
"16175.268066374","600","600","600","585","585","585"
"16185.26931498","570","570","570","585","585","585"
"16195.266075711","600","600","600","585","585","585"
"16205.269393219","615","615","615","585","585","585"
"16215.271060782","615","615","615","585","585","585"
"16225.270780227","630","630","630","585","585","585"
"16235.267777123","945","945","945","585","585","585"
"16245.272170641","570","570","570","585","585","585"
"16255.267573451","690","690","690","585","585","585"
"16265.265327896","495","495","495","585","585","585"
"16275.268042279","975","975","975","585","585","585"
"16285.267229413","600","600","600","585","585","585"
"16295.276866746","465","465","465","585","585","585"
"16305.27506272","525","525","525","585","585","585"
"16315.266550279","795","795","795","585","585","585"
"16325.267828065","660","660","660","585","585","585"
"16335.270663444","795","795","795","585","585","585"
"16345.266907607","900","900","900","585","585","585"
"16355.26758267","585","585","585","585","585","585"
"16365.26790762","840","840","840","585","585","585"
"16375.270842069","615","615","615","585","585","585"
"16385.269269743","615","615","615","585","585","585"
"16395.276909449","510","510","510","585","585","585"
"16405.273405023","600","600","600","585","585","585"
"16415.278377172","450","450","450","585","585","585"
"16425.276114448","720","720","720","585","585","585"
"16435.266764401","615","615","615","585","585","585"
"16445.267026031","480","480","480","585","585","585"
"16455.266670442","600","600","600","585","585","585"
"16465.266630345","495","495","495","585","585","585"
"16475.274845752","615","615","615","585","585","585"
"16485.268300032","555","555","555","585","585","585"
"16495.268309289","570","570","570","585","585","585"
"16505.271673358","645","645","645","585","585","585"
"16515.274677258","495","495","495","585","585","585"
"16525.277882634","615","615","615","585","585","585"
"16535.26763649","525","525","525","585","585","585"
"16545.26851679","555","555","555","585","585","585"
"16555.266225545","615","615","615","585","585","585"
"16565.274232234","495","495","495","585","585","585"
"16575.274600319","885","885","885","585","585","585"
"16585.267648908","660","660","660","585","585","585"
"16595.268079939","480","480","480","585","585","585"
"16605.271912356","630","630","630","585","585","585"
"16615.278343979","525","525","525","585","585","585"
"16625.266007832","600","600","600","585","585","585"
"16635.268516869","465","465","465","585","585","585"
"16645.265275281","585","585","585","585","585","585"
"16655.271711917","645","645","645","585","585","585"
"16665.271796875","600","600","600","585","585","585"
"16675.267635438","615","615","615","585","585","585"
"16685.267859044","615","615","615","585","585","585"
"16695.266222829","585","585","585","585","585","585"
"16705.267630082","495","495","495","585","585","585"
"16715.265913333","585","585","585","585","585","585"
"16725.267712214","600","600","600","585","585","585"
"16735.277437782","615","615","615","585","585","585"
"16745.268086755","600","600","600","585","585","585"
"16755.267429573","945","945","945","585","585","585"
"16765.267705101","615","615","615","585","585","585"
"16775.274730936","510","510","510","585","585","585"
"16785.277513281","630","630","630","585","585","585"
"16795.266815992","510","510","510","585","585","585"
"16805.26791484","720","720","720","585","585","585"
"16815.271266225","615","615","615","585","585","585"
"16825.271361966","540","540","540","585","585","585"
"16835.266624054","1005","1005","1005","585","585","585"
"16845.26810389","675","675","675","585","585","585"
"16855.267465426","510","510","510","585","585","585"
"16865.267116266","600","600","600","585","585","585"
"16875.268396428","735","735","735","585","585","585"
"16885.266113919","570","570","570","585","585","585"
"16895.266856584","690","690","690","585","585","585"
"16905.267199516","525","525","525","585","585","585"
"16915.277479899","480","480","480","585","585","585"
"16925.266418879","615","615","615","585","585","585"
"16935.270480032","540","540","540","585","585","585"
"16945.265988632","615","615","615","585","585","585"
"16955.276396878","570","570","570","585","585","585"
"16965.275233045","630","630","630","585","585","585"
"16975.273733658","585","585","585","585","585","585"
"16985.270988757","915","915","915","585","585","585"
"16995.27041825","615","615","615","585","585","585"
"17005.266365269","585","585","585","585","585","585"
"17015.265749854","615","615","615","585","585","585"
"17025.26652776","600","600","600","585","585","585"
"17035.271809925","585","585","585","585","585","585"
"17045.267520505","660","660","660","585","585","585"
"17055.267542232","435","435","435","585","585","585"
"17065.266381814","780","780","780","585","585","585"
"17075.265854354","615","615","615","585","585","585"
"17085.26764254","615","615","615","585","585","585"
"17095.266886506","555","555","555","585","585","585"
"17105.268292629","480","480","480","585","585","585"
"17115.267400394","600","600","600","585","585","585"
"17125.273721878","915","915","915","585","585","585"
"17135.269207574","615","615","615","585","585","585"
"17145.266985293","600","600","600","585","585","585"
"17155.266730958","600","600","600","585","585","585"
"17165.27448226","615","615","615","585","585","585"
"17175.272359785","615","615","615","585","585","585"
"17185.269398818","525","525","525","585","585","585"
"17195.271419732","1005","1005","1005","585","585","585"
"17205.27161842","780","780","780","585","585","585"
"17215.265827659","555","555","555","585","585","585"
"17225.266828393","570","570","570","585","585","585"
"17235.26744937","585","585","585","585","585","585"
"17245.272881689","540","540","540","585","585","585"
"17255.267158734","990","990","990","585","585","585"
"17265.265956664","525","525","525","585","585","585"
"17275.26617967","570","570","570","585","585","585"
"17285.26778534","540","540","540","585","585","585"
"17295.27063506","615","615","615","585","585","585"
"17305.267730595","495","495","495","585","585","585"
"17315.267349426","570","570","570","585","585","585"
"17325.268378118","510","510","510","585","585","585"
"17335.267402136","420","420","420","585","585","585"
"17345.266780663","570","570","570","585","585","585"
"17355.270233454","750","750","750","585","585","585"
"17365.265643144","450","450","450","585","585","585"
"17375.271250894","420","420","420","585","585","585"
"17385.272061748","885","885","885","585","585","585"
"17395.268697767","600","600","600","585","585","585"
"17405.269637208","420","420","420","585","585","585"
"17415.277929885","510","510","510","585","585","585"
"17425.268160463","705","705","705","585","585","585"
"17435.268400166","645","645","645","585","585","585"
"17445.267440765","450","450","450","585","585","585"
"17455.27121072","690","690","690","585","585","585"
"17465.267162014","480","480","480","585","585","585"
"17475.268585868","555","555","555","585","585","585"
"17485.282270923","615","615","615","585","585","585"
"17495.273576078","600","600","600","585","585","585"
"17505.268171168","600","600","600","585","585","585"
"17515.26515908","555","555","555","585","585","585"
"17525.268951401","705","705","705","585","585","585"
"17535.269452793","570","570","570","585","585","585"
"17545.266533594","585","585","585","585","585","585"
"17555.275919265","435","435","435","585","585","585"
"17565.268650228","645","645","645","585","585","585"
"17575.272761354","585","585","585","585","585","585"
"17585.268196801","600","600","600","585","585","585"
"17595.274957016","435","435","435","585","585","585"
"17605.266960683","615","615","615","585","585","585"
"17615.274020368","450","450","450","585","585","585"
"17625.269712483","450","450","450","585","585","585"
"17635.27506175","585","585","585","585","585","585"
"17645.265432946","570","570","570","585","585","585"
"17655.266257626","555","555","555","585","585","585"
"17665.270654035","585","585","585","585","585","585"
"17675.273184513","600","600","600","585","585","585"
"17685.267795064","645","645","645","585","585","585"
"17695.269475745","600","600","600","585","585","585"
"17705.269087141","555","555","555","585","585","585"
"17715.2678203","420","420","420","585","585","585"
"17725.266156326","600","600","600","585","585","585"
"17735.266457633","900","900","900","585","585","585"
"17745.27004891","855","855","855","585","585","585"
"17755.266823324","585","585","585","585","585","585"
"17765.277649124","1050","1050","1050","585","585","585"
"17775.278195545","600","600","600","585","585","585"
"17785.266930754","615","615","615","585","585","585"
"17795.267971756","630","630","630","585","585","585"
"17805.279514047","705","705","705","585","585","585"
"17815.269591019","510","510","510","585","585","585"
"17825.270061996","585","585","585","585","585","585"
"17835.271824163","510","510","510","585","585","585"
"17845.26803061","630","630","630","585","585","585"
"17855.267670073","885","885","885","585","585","585"
"17865.269790215","720","720","720","585","585","585"
"17875.26741898","915","915","915","585","585","585"
"17885.273603884","510","510","510","585","585","585"
"17895.268801065","630","630","630","585","585","585"
"17905.267190954","870","870","870","585","585","585"
"17915.266183838","570","570","570","585","585","585"
"17925.273795371","585","585","585","585","585","585"
"17935.272437891","975","975","975","585","585","585"
"17945.267300383","630","630","630","585","585","585"
"17955.267904232","555","555","555","585","585","585"
"17965.269052908","495","495","495","585","585","585"
"17975.266330067","615","615","615","585","585","585"
"17985.269110924","885","885","885","585","585","585"
"17995.266145279","570","570","570","585","585","585"
"18005.273910511","615","615","615","585","585","585"
"18015.271839535","495","495","495","585","585","585"
"18025.266356255","705","705","705","585","585","585"
"18035.265080369","435","435","435","585","585","585"
"18045.273935694","675","675","675","585","585","585"
"18055.266782883","630","630","630","585","585","585"
"18065.27586016","615","615","615","585","585","585"
"18075.270207904","570","570","570","585","585","585"
"18085.265237079","495","495","495","585","585","585"
"18095.274436704","615","615","615","585","585","585"
"18105.28035631","630","630","630","585","585","585"
"18115.266027006","555","555","555","585","585","585"
"18125.270061676","630","630","630","585","585","585"
"18135.272021064","705","705","705","585","585","585"
"18145.279368302","420","420","420","585","585","585"
"18155.26698681","600","600","600","585","585","585"
"18165.267423983","540","540","540","585","585","585"
"18175.270756687","615","615","615","585","585","585"
"18185.267282018","705","705","705","585","585","585"
"18195.266100812","510","510","510","585","585","585"
"18205.26701551","540","540","540","585","585","585"
"18215.271504333","600","600","600","585","585","585"
"18225.267486552","585","585","585","585","585","585"
"18235.265482844","465","465","465","585","585","585"
"18245.266710183","600","600","600","585","585","585"
"18255.267767778","735","735","735","585","585","585"
"18265.267328932","555","555","555","585","585","585"
"18275.266077447","630","630","630","585","585","585"
"18285.276480207","585","585","585","585","585","585"
"18295.271579858","630","630","630","585","585","585"
"18305.266790475","525","525","525","585","585","585"
"18315.267231524","585","585","585","585","585","585"
"18325.271618059","645","645","645","585","585","585"
"18335.277495081","825","825","825","585","585","585"
"18345.27480356","600","600","600","585","585","585"
"18355.276915403","600","600","600","585","585","585"
"18365.274037109","495","495","495","585","585","585"
"18375.269240431","975","975","975","585","585","585"
"18385.273895017","720","720","720","585","585","585"
"18395.272742187","495","495","495","585","585","585"
"18405.276071668","660","660","660","585","585","585"
"18415.266060888","600","600","600","585","585","585"
"18425.268418275","420","420","420","585","585","585"
"18435.270287948","630","630","630","585","585","585"
"18445.27354475","600","600","600","585","585","585"
"18455.267122418","585","585","585","585","585","585"
"18465.271811288","615","615","615","585","585","585"
"18475.27081905","510","510","510","585","585","585"
"18485.26541244","615","615","615","585","585","585"
"18495.271555324","870","870","870","585","585","585"
"18505.267832353","600","600","600","585","585","585"
"18515.266732412","480","480","480","585","585","585"
"18525.266355675","585","585","585","585","585","585"
"18535.270500174","570","570","570","585","585","585"
"18545.273563592","540","540","540","585","585","585"
"18555.269769418","615","615","615","585","585","585"
"18565.267785226","555","555","555","585","585","585"
"18575.267475876","450","450","450","585","585","585"
"18585.275880229","660","660","660","585","585","585"
"18595.269194884","600","600","600","585","585","585"
"18605.266042408","660","660","660","585","585","585"
"18615.27605467","735","735","735","585","585","585"
"18625.268696211","600","600","600","585","585","585"
"18635.273787376","630","630","630","585","585","585"
"18645.268659872","600","600","600","585","585","585"
"18655.269623654","840","840","840","585","585","585"
"18665.266096033","915","915","915","585","585","585"
"18675.268245932","480","480","480","585","585","585"
"18685.267688686","540","540","540","585","585","585"
"18695.268959173","795","795","795","585","585","585"
"18705.267492369","615","615","615","585","585","585"
"18715.273139311","630","630","630","585","585","585"
"18725.267585609","630","630","630","585","585","585"
"18735.268802949","525","525","525","585","585","585"
"18745.266922048","705","705","705","585","585","585"
"18755.266907934","555","555","555","585","585","585"
"18765.272459815","615","615","615","585","585","585"
"18775.269118368","615","615","615","585","585","585"
"18785.277821136","510","510","510","585","585","585"
"18795.273333176","630","630","630","585","585","585"
"18805.267034245","480","480","480","585","585","585"
"18815.271389003","540","540","540","585","585","585"
"18825.267896317","615","615","615","585","585","585"
"18835.266384935","540","540","540","585","585","585"
"18845.271046046","525","525","525","585","585","585"
"18855.267490844","615","615","615","585","585","585"
"18865.266265951","660","660","660","585","585","585"
"18875.266054863","615","615","615","585","585","585"
"18885.268327089","615","615","615","585","585","585"
"18895.268509146","540","540","540","585","585","585"
"18905.267378832","600","600","600","585","585","585"
"18915.273659872","915","915","915","585","585","585"
"18925.266288228","600","600","600","585","585","585"
"18935.266467973","600","600","600","585","585","585"
"18945.267974705","435","435","435","585","585","585"
"18955.265913147","555","555","555","585","585","585"
"18965.266265118","435","435","435","585","585","585"
"18975.275199161","570","570","570","585","585","585"
"18985.275328832","750","750","750","585","585","585"
"18995.269108308","525","525","525","585","585","585"
"19005.266414887","450","450","450","585","585","585"
"19015.267211739","585","585","585","585","585","585"
"19025.276098937","495","495","495","585","585","585"
"19035.26585234","630","630","630","585","585","585"
"19045.269912025","540","540","540","585","585","585"
"19055.28117832","900","900","900","585","585","585"
"19065.267851011","1185","1185","1185","585","585","585"
"19075.267422994","855","855","855","585","585","585"
"19085.269721692","750","750","750","585","585","585"
"19095.271279965","555","555","555","585","585","585"
"19105.268389166","705","705","705","585","585","585"
"19115.268018127","510","510","510","585","585","585"
"19125.269935355","870","870","870","585","585","585"
"19135.267790748","525","525","525","585","585","585"
"19145.267543858","615","615","615","585","585","585"
"19155.269145969","615","615","615","585","585","585"
"19165.270048711","615","615","615","585","585","585"
"19175.267828042","615","615","615","585","585","585"
"19185.268115385","615","615","615","585","585","585"
"19195.267564221","465","465","465","585","585","585"
"19205.267801383","555","555","555","585","585","585"
"19215.268777592","750","750","750","585","585","585"
"19225.267099193","450","450","450","585","585","585"
"19235.273727586","525","525","525","585","585","585"
"19245.268638825","540","540","540","585","585","585"
"19255.267406841","945","945","945","585","585","585"
"19265.271735897","585","585","585","585","585","585"
"19275.269903163","1020","1020","1020","585","585","585"
"19285.265540874","555","555","555","585","585","585"
"19295.266968222","915","915","915","585","585","585"
"19305.267115978","630","630","630","585","585","585"
"19315.266656057","525","525","525","585","585","585"
"19325.27093873","825","825","825","585","585","585"
"19335.277933246","540","540","540","585","585","585"
"19345.266667019","630","630","630","585","585","585"
"19355.268659089","600","600","600","585","585","585"
"19365.277687197","495","495","495","585","585","585"
"19375.268581658","600","600","600","585","585","585"
"19385.266324726","585","585","585","585","585","585"
"19395.274102665","525","525","525","585","585","585"
"19405.270526973","750","750","750","585","585","585"
"19415.265966053","615","615","615","585","585","585"
"19425.266768985","600","600","600","585","585","585"
"19435.267897158","825","825","825","585","585","585"
"19445.269688371","465","465","465","585","585","585"
"19455.26933315","540","540","540","585","585","585"
"19465.26963784","570","570","570","585","585","585"
"19475.267519043","600","600","600","585","585","585"
"19485.267813907","675","675","675","585","585","585"
"19495.267403955","600","600","600","585","585","585"
"19505.280413686","555","555","555","585","585","585"
"19515.26764924","615","615","615","585","585","585"
"19525.269813851","735","735","735","585","585","585"
"19535.267458014","615","615","615","585","585","585"
"19545.274397443","495","495","495","585","585","585"
"19555.276986685","510","510","510","585","585","585"
"19565.267381545","630","630","630","585","585","585"
"19575.266617954","540","540","540","585","585","585"
"19585.265977942","585","585","585","585","585","585"
"19595.266903305","600","600","600","585","585","585"
"19605.2739174","630","630","630","585","585","585"
"19615.26859333","600","600","600","585","585","585"
"19625.265692785","585","585","585","585","585","585"
"19635.268219081","630","630","630","585","585","585"
"19645.273191445","465","465","465","585","585","585"
"19655.26680192","495","495","495","585","585","585"
"19665.275435698","735","735","735","585","585","585"
"19675.269243177","570","570","570","585","585","585"
"19685.268825351","570","570","570","585","585","585"
"19695.26692255","705","705","705","585","585","585"
"19705.266034451","525","525","525","585","585","585"
"19715.266304412","645","645","645","585","585","585"
"19725.26777561","555","555","555","585","585","585"
"19735.265830155","1320","1320","1320","585","585","585"
"19745.275418375","1305","1305","1305","585","585","585"
"19755.267863838","1410","1410","1410","585","585","585"
"19765.265842439","1170","1170","1170","585","585","585"
"19775.267780258","1380","1380","1380","585","585","585"
"19785.267570961","1320","1320","1320","585","585","585"
"19795.268287175","1140","1140","1140","585","585","585"
"19805.266074941","1110","1110","1110","585","585","585"
"19815.274512532","1395","1395","1395","585","585","585"
"19825.26960977","1200","1200","1200","585","585","585"
"19835.267077515","1245","1245","1245","585","585","585"
"19845.265638707","1245","1245","1245","585","585","585"
"20645.267958144","585","585","585","585","585","585"
"21775.267899982","585","585","585","585","585","585"
"21785.267030066","585","585","585","585","585","585"
"21795.266270352","585","585","585","585","585","585"
"21805.266304699","585","585","585","585","585","585"
