"Relative Time (Process)","StudyAbroadGPT-7B - system/proc.memory.rssMB","StudyAbroadGPT-7B - system/proc.memory.rssMB__MIN","StudyAbroadGPT-7B - system/proc.memory.rssMB__MAX"
"9325.407022613","3655.9921875","3655.9921875","3655.9921875"
"9335.406700354","3655.9921875","3655.9921875","3655.9921875"
"9345.406937755","3655.9921875","3655.9921875","3655.9921875"
"9355.407146237","3655.9921875","3655.9921875","3655.9921875"
"9365.406768626","3655.9921875","3655.9921875","3655.9921875"
"9375.408874769","3655.9921875","3655.9921875","3655.9921875"
"9385.406286874","3655.9921875","3655.9921875","3655.9921875"
"9395.407495068","3655.9921875","3655.9921875","3655.9921875"
"9405.407132411","3655.9921875","3655.9921875","3655.9921875"
"9415.406836791","3655.9921875","3655.9921875","3655.9921875"
"9425.407029489","3655.9921875","3655.9921875","3655.9921875"
"9435.406603183","3655.9921875","3655.9921875","3655.9921875"
"9445.406942412","3655.9921875","3655.9921875","3655.9921875"
"9455.406458313","3655.9921875","3655.9921875","3655.9921875"
"9465.406815731","3655.9921875","3655.9921875","3655.9921875"
"9475.406943209","3655.9921875","3655.9921875","3655.9921875"
"9485.406946897","3655.9921875","3655.9921875","3655.9921875"
"9495.407181144","3655.9921875","3655.9921875","3655.9921875"
"9505.407142981","3655.9921875","3655.9921875","3655.9921875"
"9515.406949224","3655.9921875","3655.9921875","3655.9921875"
"9525.40696441","3655.9921875","3655.9921875","3655.9921875"
"9535.406757302","3655.9921875","3655.9921875","3655.9921875"
"9545.407094996","3655.9921875","3655.9921875","3655.9921875"
"9555.406528833","3655.9921875","3655.9921875","3655.9921875"
"9565.406590575","3655.9921875","3655.9921875","3655.9921875"
"9575.406813284","3655.9921875","3655.9921875","3655.9921875"
"9585.407093817","3655.9921875","3655.9921875","3655.9921875"
"9595.406589178","3655.9921875","3655.9921875","3655.9921875"
"9605.407213062","3655.9921875","3655.9921875","3655.9921875"
"9615.406377036","3655.9921875","3655.9921875","3655.9921875"
"9625.406511103","3655.9921875","3655.9921875","3655.9921875"
"9635.407378468","3655.9921875","3655.9921875","3655.9921875"
"9645.407251449","3655.9921875","3655.9921875","3655.9921875"
"9655.407224047","3655.9921875","3655.9921875","3655.9921875"
"9665.407504235","3655.9921875","3655.9921875","3655.9921875"
"9675.406462348","3655.9921875","3655.9921875","3655.9921875"
"9685.406564784","3655.9921875","3655.9921875","3655.9921875"
"9695.406386077","3655.9921875","3655.9921875","3655.9921875"
"9705.407439568","3655.9921875","3655.9921875","3655.9921875"
"9715.407502895","3655.9921875","3655.9921875","3655.9921875"
"9725.406352271","3655.9921875","3655.9921875","3655.9921875"
"9735.406354308","3655.9921875","3655.9921875","3655.9921875"
"9745.406160097","3655.9921875","3655.9921875","3655.9921875"
"9755.407007492","3655.9921875","3655.9921875","3655.9921875"
"9765.406620818","3655.9921875","3655.9921875","3655.9921875"
"9775.406957232","3655.9921875","3655.9921875","3655.9921875"
"9785.407371323","3655.9921875","3655.9921875","3655.9921875"
"9795.406996963","3655.9921875","3655.9921875","3655.9921875"
"9805.406628711","3655.9921875","3655.9921875","3655.9921875"
"9815.406602959","3655.9921875","3655.9921875","3655.9921875"
"9825.406552002","3655.9921875","3655.9921875","3655.9921875"
"9835.406589064","3655.9921875","3655.9921875","3655.9921875"
"9845.407031014","3655.9921875","3655.9921875","3655.9921875"
"9855.406788188","3655.9921875","3655.9921875","3655.9921875"
"9865.406165287","3655.9921875","3655.9921875","3655.9921875"
"9875.406836307","3655.9921875","3655.9921875","3655.9921875"
"9885.406162983","3655.9921875","3655.9921875","3655.9921875"
"9895.406978158","3655.9921875","3655.9921875","3655.9921875"
"9905.407546548","3655.9921875","3655.9921875","3655.9921875"
"9915.407013642","3655.9921875","3655.9921875","3655.9921875"
"9925.406482975","3655.9921875","3655.9921875","3655.9921875"
"9935.406785059","3655.9921875","3655.9921875","3655.9921875"
"9945.406879506","3655.9921875","3655.9921875","3655.9921875"
"9955.40687848","3655.9921875","3655.9921875","3655.9921875"
"9965.407093595","3655.9921875","3655.9921875","3655.9921875"
"9975.406970057","3655.9921875","3655.9921875","3655.9921875"
"9985.40672971","3655.9921875","3655.9921875","3655.9921875"
"9995.407088454","3655.9921875","3655.9921875","3655.9921875"
"10005.406537247","3655.9921875","3655.9921875","3655.9921875"
"10015.406888754","3655.9921875","3655.9921875","3655.9921875"
"10025.407550837","3655.9921875","3655.9921875","3655.9921875"
"10035.40645203","3655.9921875","3655.9921875","3655.9921875"
"10045.40708447","3655.9921875","3655.9921875","3655.9921875"
"10055.407314888","3655.9921875","3655.9921875","3655.9921875"
"10065.406346295","3655.9921875","3655.9921875","3655.9921875"
"10075.407269906","3655.9921875","3655.9921875","3655.9921875"
"10085.407151811","3655.9921875","3655.9921875","3655.9921875"
"10095.406965052","3655.9921875","3655.9921875","3655.9921875"
"10105.406267943","3655.9921875","3655.9921875","3655.9921875"
"10115.406759392","3655.9921875","3655.9921875","3655.9921875"
"10125.40693031","3655.9921875","3655.9921875","3655.9921875"
"10135.40691288","3655.9921875","3655.9921875","3655.9921875"
"10145.407042989","3655.9921875","3655.9921875","3655.9921875"
"10155.406788912","3655.9921875","3655.9921875","3655.9921875"
"10165.407165555","3655.9921875","3655.9921875","3655.9921875"
"10175.406872262","3655.9921875","3655.9921875","3655.9921875"
"10185.406670827","3655.9921875","3655.9921875","3655.9921875"
"10195.407455439","3655.9921875","3655.9921875","3655.9921875"
"10205.40715326","3655.9921875","3655.9921875","3655.9921875"
"10215.40751172","3655.9921875","3655.9921875","3655.9921875"
"10225.406553356","3655.9921875","3655.9921875","3655.9921875"
"10235.40651496","3655.9921875","3655.9921875","3655.9921875"
"10245.407223595","3655.9921875","3655.9921875","3655.9921875"
"10255.406301696","3655.9921875","3655.9921875","3655.9921875"
"10265.407052572","3655.9921875","3655.9921875","3655.9921875"
"10275.406607601","3655.9921875","3655.9921875","3655.9921875"
"10285.407138474","3655.9921875","3655.9921875","3655.9921875"
"10295.406431865","3655.9921875","3655.9921875","3655.9921875"
"10305.406336209","3655.9921875","3655.9921875","3655.9921875"
"10315.406771769","3655.9921875","3655.9921875","3655.9921875"
"10325.406734406","3655.9921875","3655.9921875","3655.9921875"
"10335.406897026","3655.9921875","3655.9921875","3655.9921875"
"10345.406666938","3655.9921875","3655.9921875","3655.9921875"
"10355.406757508","3655.9921875","3655.9921875","3655.9921875"
"10365.407002415","3655.9921875","3655.9921875","3655.9921875"
"10375.406210466","3655.9921875","3655.9921875","3655.9921875"
"10385.40635631","3655.9921875","3655.9921875","3655.9921875"
"10395.406426905","3655.9921875","3655.9921875","3655.9921875"
"10405.406477262","3655.9921875","3655.9921875","3655.9921875"
"10415.406585497","3655.9921875","3655.9921875","3655.9921875"
"10425.406736005","3655.9921875","3655.9921875","3655.9921875"
"10435.407278822","3655.9921875","3655.9921875","3655.9921875"
"10445.407458067","3655.9921875","3655.9921875","3655.9921875"
"10455.40668699","3655.9921875","3655.9921875","3655.9921875"
"10465.407261269","3655.9921875","3655.9921875","3655.9921875"
"10475.406548954","3655.9921875","3655.9921875","3655.9921875"
"10485.406365017","3655.9921875","3655.9921875","3655.9921875"
"10495.40669423","3655.9921875","3655.9921875","3655.9921875"
"10505.406479574","3655.9921875","3655.9921875","3655.9921875"
"10515.406326206","3655.9921875","3655.9921875","3655.9921875"
"10525.407123949","3655.9921875","3655.9921875","3655.9921875"
"10535.406528439","3655.9921875","3655.9921875","3655.9921875"
"10545.406430876","3655.9921875","3655.9921875","3655.9921875"
"10555.406771758","3655.9921875","3655.9921875","3655.9921875"
"10565.407668827","3655.9921875","3655.9921875","3655.9921875"
"10575.406841859","3655.9921875","3655.9921875","3655.9921875"
"10585.407194236","3655.9921875","3655.9921875","3655.9921875"
"10595.407474385","3655.9921875","3655.9921875","3655.9921875"
"10605.407101334","3655.9921875","3655.9921875","3655.9921875"
"10615.407281291","3655.9921875","3655.9921875","3655.9921875"
"10625.406235005","3655.9921875","3655.9921875","3655.9921875"
"10635.406510795","3655.9921875","3655.9921875","3655.9921875"
"10645.406658619","3655.9921875","3655.9921875","3655.9921875"
"10655.40681995","3655.9921875","3655.9921875","3655.9921875"
"10665.406688773","3655.9921875","3655.9921875","3655.9921875"
"10675.407386606","3655.9921875","3655.9921875","3655.9921875"
"10685.407045013","3655.9921875","3655.9921875","3655.9921875"
"10695.407103819","3655.9921875","3655.9921875","3655.9921875"
"10705.406609914","3655.9921875","3655.9921875","3655.9921875"
"10715.406945778","3655.9921875","3655.9921875","3655.9921875"
"10725.406400784","3655.9921875","3655.9921875","3655.9921875"
"10735.407187389","3655.9921875","3655.9921875","3655.9921875"
"10745.406995869","3655.9921875","3655.9921875","3655.9921875"
"10755.406416847","3655.9921875","3655.9921875","3655.9921875"
"10765.407077601","3655.9921875","3655.9921875","3655.9921875"
"10775.406903514","3655.9921875","3655.9921875","3655.9921875"
"10785.40656709","3655.9921875","3655.9921875","3655.9921875"
"10795.406991182","3655.9921875","3655.9921875","3655.9921875"
"10805.406306897","3655.9921875","3655.9921875","3655.9921875"
"10815.40621945","3655.9921875","3655.9921875","3655.9921875"
"10825.407038903","3655.9921875","3655.9921875","3655.9921875"
"10835.40730457","3655.9921875","3655.9921875","3655.9921875"
"10845.406966093","3655.9921875","3655.9921875","3655.9921875"
"10855.406780074","3655.9921875","3655.9921875","3655.9921875"
"10865.406403656","3655.9921875","3655.9921875","3655.9921875"
"10875.406912219","3655.9921875","3655.9921875","3655.9921875"
"10885.407168385","3655.9921875","3655.9921875","3655.9921875"
"10895.406594101","3655.9921875","3655.9921875","3655.9921875"
"10905.407041984","3655.9921875","3655.9921875","3655.9921875"
"10915.407270171","3655.9921875","3655.9921875","3655.9921875"
"10925.406854249","3655.9921875","3655.9921875","3655.9921875"
"10935.406871871","3655.9921875","3655.9921875","3655.9921875"
"10945.407829992","3655.9921875","3655.9921875","3655.9921875"
"10955.406498099","3655.9921875","3655.9921875","3655.9921875"
"10965.406627084","3655.9921875","3655.9921875","3655.9921875"
"10975.406716235","3655.9921875","3655.9921875","3655.9921875"
"10985.406187771","3655.9921875","3655.9921875","3655.9921875"
"10995.406321261","3655.9921875","3655.9921875","3655.9921875"
"11005.406507024","3655.9921875","3655.9921875","3655.9921875"
"11015.406484661","3655.9921875","3655.9921875","3655.9921875"
"11025.406495286","3655.9921875","3655.9921875","3655.9921875"
"11035.407241498","3655.9921875","3655.9921875","3655.9921875"
"11045.406554762","3655.9921875","3655.9921875","3655.9921875"
"11055.406638737","3655.9921875","3655.9921875","3655.9921875"
"11065.407028652","3655.9921875","3655.9921875","3655.9921875"
"11075.406349104","3655.9921875","3655.9921875","3655.9921875"
"11085.406137114","3655.9921875","3655.9921875","3655.9921875"
"11095.406429685","3655.9921875","3655.9921875","3655.9921875"
"11105.406666959","3655.9921875","3655.9921875","3655.9921875"
"11115.406755172","3655.9921875","3655.9921875","3655.9921875"
"11125.406427425","3655.9921875","3655.9921875","3655.9921875"
"11135.407252596","3655.9921875","3655.9921875","3655.9921875"
"11145.406649797","3655.9921875","3655.9921875","3655.9921875"
"11155.406437779","3655.9921875","3655.9921875","3655.9921875"
"11165.407346904","3655.9921875","3655.9921875","3655.9921875"
"11175.407919619","3655.9921875","3655.9921875","3655.9921875"
"11185.406838642","3655.9921875","3655.9921875","3655.9921875"
"11195.406850548","3655.9921875","3655.9921875","3655.9921875"
"11205.406818908","3655.9921875","3655.9921875","3655.9921875"
"11215.406889212","3655.9921875","3655.9921875","3655.9921875"
"11225.406809965","3655.9921875","3655.9921875","3655.9921875"
"11235.406144074","3655.9921875","3655.9921875","3655.9921875"
"11245.40707864","3655.9921875","3655.9921875","3655.9921875"
"11255.40729537","3655.9921875","3655.9921875","3655.9921875"
"11265.406789813","3655.9921875","3655.9921875","3655.9921875"
"11275.406719356","3655.9921875","3655.9921875","3655.9921875"
"11285.407778988","3655.9921875","3655.9921875","3655.9921875"
"11295.407453919","3655.9921875","3655.9921875","3655.9921875"
"11305.406611452","3655.9921875","3655.9921875","3655.9921875"
"11315.406770648","3655.9921875","3655.9921875","3655.9921875"
"11325.406269044","3655.9921875","3655.9921875","3655.9921875"
"11335.406613327","3655.9921875","3655.9921875","3655.9921875"
"11345.406815901","3655.9921875","3655.9921875","3655.9921875"
"11355.406767323","3655.9921875","3655.9921875","3655.9921875"
"11365.406763685","3655.9921875","3655.9921875","3655.9921875"
"11375.40669122","3655.9921875","3655.9921875","3655.9921875"
"11385.406329823","3655.9921875","3655.9921875","3655.9921875"
"11395.407245639","3655.9921875","3655.9921875","3655.9921875"
"11405.406649985","3655.9921875","3655.9921875","3655.9921875"
"11415.406719932","3655.9921875","3655.9921875","3655.9921875"
"11425.406833644","3655.9921875","3655.9921875","3655.9921875"
"11435.406890939","3655.9921875","3655.9921875","3655.9921875"
"11445.406798443","3655.9921875","3655.9921875","3655.9921875"
"11455.407583414","3655.9921875","3655.9921875","3655.9921875"
"11465.406760514","3655.9921875","3655.9921875","3655.9921875"
"11475.406516907","3655.9921875","3655.9921875","3655.9921875"
"11485.406875545","3655.9921875","3655.9921875","3655.9921875"
"11495.407391847","3655.9921875","3655.9921875","3655.9921875"
"11505.40752596","3655.9921875","3655.9921875","3655.9921875"
"11515.407258161","3655.9921875","3655.9921875","3655.9921875"
"11525.406704315","3655.9921875","3655.9921875","3655.9921875"
"11535.406489997","3655.9921875","3655.9921875","3655.9921875"
"11545.406751234","3655.9921875","3655.9921875","3655.9921875"
"11555.40664955","3655.9921875","3655.9921875","3655.9921875"
"11565.406328813","3655.9921875","3655.9921875","3655.9921875"
"11575.406914026","3655.9921875","3655.9921875","3655.9921875"
"11585.406843684","3655.9921875","3655.9921875","3655.9921875"
"11595.406262358","3655.9921875","3655.9921875","3655.9921875"
"11605.407146069","3655.9921875","3655.9921875","3655.9921875"
"11615.407209678","3655.9921875","3655.9921875","3655.9921875"
"11625.406347331","3655.9921875","3655.9921875","3655.9921875"
"11635.40713372","3655.9921875","3655.9921875","3655.9921875"
"11645.40637561","3655.9921875","3655.9921875","3655.9921875"
"11655.407485374","3655.9921875","3655.9921875","3655.9921875"
"11665.406425225","3655.9921875","3655.9921875","3655.9921875"
"11675.407242392","3655.9921875","3655.9921875","3655.9921875"
"11685.406572499","3655.9921875","3655.9921875","3655.9921875"
"11695.40724811","3655.9921875","3655.9921875","3655.9921875"
"11705.40703852","3655.9921875","3655.9921875","3655.9921875"
"11715.406735751","3655.9921875","3655.9921875","3655.9921875"
"11725.406632936","3655.9921875","3655.9921875","3655.9921875"
"11735.407022337","3655.9921875","3655.9921875","3655.9921875"
"11745.406197194","3655.9921875","3655.9921875","3655.9921875"
"11755.406680645","3655.9921875","3655.9921875","3655.9921875"
"11765.407099476","3655.9921875","3655.9921875","3655.9921875"
"11775.406867906","3655.9921875","3655.9921875","3655.9921875"
"11785.406578049","3655.9921875","3655.9921875","3655.9921875"
"11795.406635033","3655.9921875","3655.9921875","3655.9921875"
"11805.406195036","3655.9921875","3655.9921875","3655.9921875"
"11815.40629529","3655.9921875","3655.9921875","3655.9921875"
"11825.406155822","3655.9921875","3655.9921875","3655.9921875"
"11835.407124258","3655.9921875","3655.9921875","3655.9921875"
"11845.406133934","3655.9921875","3655.9921875","3655.9921875"
"11855.406795642","3655.9921875","3655.9921875","3655.9921875"
"11865.407158526","3655.9921875","3655.9921875","3655.9921875"
"11875.406920629","3655.9921875","3655.9921875","3655.9921875"
"11885.407001778","3655.9921875","3655.9921875","3655.9921875"
"11895.406515881","3655.9921875","3655.9921875","3655.9921875"
"11905.407277805","3655.9921875","3655.9921875","3655.9921875"
"11915.406857984","3655.9921875","3655.9921875","3655.9921875"
"11925.407087098","3655.9921875","3655.9921875","3655.9921875"
"11935.40612095","3655.9921875","3655.9921875","3655.9921875"
"11945.406982419","3655.9921875","3655.9921875","3655.9921875"
"11955.406213302","3655.9921875","3655.9921875","3655.9921875"
"11965.406991849","3655.9921875","3655.9921875","3655.9921875"
"11975.406728454","3655.9921875","3655.9921875","3655.9921875"
"11985.406608862","3655.9921875","3655.9921875","3655.9921875"
"11995.407124388","3655.9921875","3655.9921875","3655.9921875"
"12005.406192913","3655.9921875","3655.9921875","3655.9921875"
"12015.407027318","3655.9921875","3655.9921875","3655.9921875"
"12025.407158775","3655.9921875","3655.9921875","3655.9921875"
"12035.406292122","3655.9921875","3655.9921875","3655.9921875"
"12045.407322211","3655.9921875","3655.9921875","3655.9921875"
"12055.407274375","3655.9921875","3655.9921875","3655.9921875"
"12065.406514834","3655.9921875","3655.9921875","3655.9921875"
"12075.406262356","3655.9921875","3655.9921875","3655.9921875"
"12085.406834207","3655.9921875","3655.9921875","3655.9921875"
"12095.406256519","3655.9921875","3655.9921875","3655.9921875"
"12105.409585819","3655.9921875","3655.9921875","3655.9921875"
"12115.406726638","3655.9921875","3655.9921875","3655.9921875"
"12125.407153194","3655.9921875","3655.9921875","3655.9921875"
"12135.406700483","3655.9921875","3655.9921875","3655.9921875"
"12145.407601344","3655.9921875","3655.9921875","3655.9921875"
"12155.407551269","3655.9921875","3655.9921875","3655.9921875"
"12165.406791677","3655.9921875","3655.9921875","3655.9921875"
"12175.406564173","3655.9921875","3655.9921875","3655.9921875"
"12185.407394131","3655.9921875","3655.9921875","3655.9921875"
"12195.406381003","3655.9921875","3655.9921875","3655.9921875"
"12205.407119388","3655.9921875","3655.9921875","3655.9921875"
"12215.406717029","3655.9921875","3655.9921875","3655.9921875"
"12225.406518099","3655.9921875","3655.9921875","3655.9921875"
"12235.406977651","3655.9921875","3655.9921875","3655.9921875"
"12245.406614238","3655.9921875","3655.9921875","3655.9921875"
"12255.406573608","3655.9921875","3655.9921875","3655.9921875"
"12265.4064756","3655.9921875","3655.9921875","3655.9921875"
"12275.406650588","3655.9921875","3655.9921875","3655.9921875"
"12285.406777915","3655.9921875","3655.9921875","3655.9921875"
"12295.40767118","3655.9921875","3655.9921875","3655.9921875"
"12305.406276743","3655.9921875","3655.9921875","3655.9921875"
"12315.406731785","3655.9921875","3655.9921875","3655.9921875"
"12325.407285406","3655.9921875","3655.9921875","3655.9921875"
"12335.406483044","3655.9921875","3655.9921875","3655.9921875"
"12345.406685462","3655.9921875","3655.9921875","3655.9921875"
"12355.406497768","3655.9921875","3655.9921875","3655.9921875"
"12365.406673657","3655.9921875","3655.9921875","3655.9921875"
"12375.407226019","3655.9921875","3655.9921875","3655.9921875"
"12385.406636322","3655.9921875","3655.9921875","3655.9921875"
"12395.407380603","3655.9921875","3655.9921875","3655.9921875"
"12405.406315581","3655.9921875","3655.9921875","3655.9921875"
"12415.406284937","3655.9921875","3655.9921875","3655.9921875"
"12425.406924693","3655.9921875","3655.9921875","3655.9921875"
"12435.406809373","3655.9921875","3655.9921875","3655.9921875"
"12445.406747753","3655.9921875","3655.9921875","3655.9921875"
"12455.406329799","3655.9921875","3655.9921875","3655.9921875"
"12465.406347585","3655.9921875","3655.9921875","3655.9921875"
"12475.406573258","3655.9921875","3655.9921875","3655.9921875"
"12485.406891318","3655.9921875","3655.9921875","3655.9921875"
"12495.406570771","3655.9921875","3655.9921875","3655.9921875"
"12505.406447432","3655.9921875","3655.9921875","3655.9921875"
"12515.407182005","3655.9921875","3655.9921875","3655.9921875"
"12525.406793274","3655.9921875","3655.9921875","3655.9921875"
"12535.406158462","3655.9921875","3655.9921875","3655.9921875"
"12545.407215682","3655.9921875","3655.9921875","3655.9921875"
"12555.407094536","3655.9921875","3655.9921875","3655.9921875"
"12565.406924903","3655.9921875","3655.9921875","3655.9921875"
"12575.407147843","3655.9921875","3655.9921875","3655.9921875"
"12585.406446605","3655.9921875","3655.9921875","3655.9921875"
"12595.406943056","3655.9921875","3655.9921875","3655.9921875"
"12605.406704922","3655.9921875","3655.9921875","3655.9921875"
"12615.406335642","3655.9921875","3655.9921875","3655.9921875"
"12625.40699162","3655.9921875","3655.9921875","3655.9921875"
"12635.406652842","3655.9921875","3655.9921875","3655.9921875"
"12645.406811457","3655.9921875","3655.9921875","3655.9921875"
"12655.407005118","3655.9921875","3655.9921875","3655.9921875"
"12665.407225684","3655.9921875","3655.9921875","3655.9921875"
"12675.406475709","3655.9921875","3655.9921875","3655.9921875"
"12685.408537388","3655.9921875","3655.9921875","3655.9921875"
"12695.406919074","3655.9921875","3655.9921875","3655.9921875"
"12705.407837015","3655.9921875","3655.9921875","3655.9921875"
"12715.407050311","3655.9921875","3655.9921875","3655.9921875"
"12725.407351163","3655.9921875","3655.9921875","3655.9921875"
"12735.406281353","3655.9921875","3655.9921875","3655.9921875"
"12745.407023634","3655.9921875","3655.9921875","3655.9921875"
"12755.406914878","3655.9921875","3655.9921875","3655.9921875"
"12765.406469787","3655.9921875","3655.9921875","3655.9921875"
"12775.407251711","3655.9921875","3655.9921875","3655.9921875"
"12785.406598636","3655.9921875","3655.9921875","3655.9921875"
"12795.40694874","3655.9921875","3655.9921875","3655.9921875"
"12805.406922672","3655.9921875","3655.9921875","3655.9921875"
"12815.406393281","3655.9921875","3655.9921875","3655.9921875"
"12825.407568678","3655.9921875","3655.9921875","3655.9921875"
"12835.406928494","3655.9921875","3655.9921875","3655.9921875"
"12845.40695588","3655.9921875","3655.9921875","3655.9921875"
"12855.407412092","3655.9921875","3655.9921875","3655.9921875"
"12865.406987162","3655.9921875","3655.9921875","3655.9921875"
"12875.406679085","3655.9921875","3655.9921875","3655.9921875"
"12885.406616441","3655.9921875","3655.9921875","3655.9921875"
"12895.406236881","3655.9921875","3655.9921875","3655.9921875"
"12905.406239007","3655.9921875","3655.9921875","3655.9921875"
"12915.407320404","3655.9921875","3655.9921875","3655.9921875"
"12925.40803358","3655.9921875","3655.9921875","3655.9921875"
"12935.40673824","3655.9921875","3655.9921875","3655.9921875"
"12945.407316944","3655.9921875","3655.9921875","3655.9921875"
"12955.407379745","3655.9921875","3655.9921875","3655.9921875"
"12965.406797196","3655.9921875","3655.9921875","3655.9921875"
"12975.407148323","3655.9921875","3655.9921875","3655.9921875"
"12985.4062029","3655.9921875","3655.9921875","3655.9921875"
"12995.406872081","3655.9921875","3655.9921875","3655.9921875"
"13005.406326931","3655.9921875","3655.9921875","3655.9921875"
"13015.406187904","3655.9921875","3655.9921875","3655.9921875"
"13025.406871801","3655.9921875","3655.9921875","3655.9921875"
"13035.406980656","3655.9921875","3655.9921875","3655.9921875"
"13045.406858961","3655.9921875","3655.9921875","3655.9921875"
"13055.407021245","3655.9921875","3655.9921875","3655.9921875"
"13065.406820232","3655.9921875","3655.9921875","3655.9921875"
"13075.407410482","3655.9921875","3655.9921875","3655.9921875"
"13085.406426137","3655.9921875","3655.9921875","3655.9921875"
"13095.406362746","3655.9921875","3655.9921875","3655.9921875"
"13105.406219321","3655.9921875","3655.9921875","3655.9921875"
"13115.407322095","3655.9921875","3655.9921875","3655.9921875"
"13125.406474446","3655.9921875","3655.9921875","3655.9921875"
"13135.406582995","3655.9921875","3655.9921875","3655.9921875"
"13145.406391477","3655.9921875","3655.9921875","3655.9921875"
"13155.406411141","3655.9921875","3655.9921875","3655.9921875"
"13165.407026466","3655.9921875","3655.9921875","3655.9921875"
"13175.4063453","3655.9921875","3655.9921875","3655.9921875"
"13185.406535189","3655.9921875","3655.9921875","3655.9921875"
"13195.406820041","3655.9921875","3655.9921875","3655.9921875"
"13205.406698848","3655.9921875","3655.9921875","3655.9921875"
"13215.407261947","3655.9921875","3655.9921875","3655.9921875"
"13225.407541882","3655.9921875","3655.9921875","3655.9921875"
"13235.406806975","3655.9921875","3655.9921875","3655.9921875"
"13245.406399243","3655.9921875","3655.9921875","3655.9921875"
"13255.407049956","3655.9921875","3655.9921875","3655.9921875"
"13265.406884483","3655.9921875","3655.9921875","3655.9921875"
"13275.407027516","3655.9921875","3655.9921875","3655.9921875"
"13285.407284984","3655.9921875","3655.9921875","3655.9921875"
"13295.406918954","3655.9921875","3655.9921875","3655.9921875"
"13305.408606155","3655.9921875","3655.9921875","3655.9921875"
"13315.407253999","3655.9921875","3655.9921875","3655.9921875"
"13325.406989318","3655.9921875","3655.9921875","3655.9921875"
"13335.406561531","3655.9921875","3655.9921875","3655.9921875"
"13345.406834459","3655.9921875","3655.9921875","3655.9921875"
"13355.406754062","3655.9921875","3655.9921875","3655.9921875"
"13365.407072697","3655.9921875","3655.9921875","3655.9921875"
"13375.406349211","3655.9921875","3655.9921875","3655.9921875"
"13385.407049483","3655.9921875","3655.9921875","3655.9921875"
"13395.407145627","3655.9921875","3655.9921875","3655.9921875"
"13405.406575018","3655.9921875","3655.9921875","3655.9921875"
"13415.40686196","3655.9921875","3655.9921875","3655.9921875"
"13425.407087822","3655.9921875","3655.9921875","3655.9921875"
"13435.40708494","3655.9921875","3655.9921875","3655.9921875"
"13445.406495043","3655.9921875","3655.9921875","3655.9921875"
"13455.406457943","3655.9921875","3655.9921875","3655.9921875"
"13465.407289577","3655.9921875","3655.9921875","3655.9921875"
"13475.406512249","3655.9921875","3655.9921875","3655.9921875"
"13485.406303921","3655.9921875","3655.9921875","3655.9921875"
"13495.407074616","3655.9921875","3655.9921875","3655.9921875"
"13505.407187889","3655.9921875","3655.9921875","3655.9921875"
"13515.406521163","3655.9921875","3655.9921875","3655.9921875"
"13525.406725768","3655.9921875","3655.9921875","3655.9921875"
"13535.406192831","3655.9921875","3655.9921875","3655.9921875"
"13545.406702554","3655.9921875","3655.9921875","3655.9921875"
"13555.406764046","3655.9921875","3655.9921875","3655.9921875"
"13565.406572448","3655.9921875","3655.9921875","3655.9921875"
"13575.407355202","3655.9921875","3655.9921875","3655.9921875"
"13585.406184286","3655.9921875","3655.9921875","3655.9921875"
"13595.40622142","3655.9921875","3655.9921875","3655.9921875"
"13605.406810988","3655.9921875","3655.9921875","3655.9921875"
"13615.406331486","3655.9921875","3655.9921875","3655.9921875"
"13625.406197034","3655.9921875","3655.9921875","3655.9921875"
"13635.407092881","3655.9921875","3655.9921875","3655.9921875"
"13645.406477142","3655.9921875","3655.9921875","3655.9921875"
"13655.406839966","3655.9921875","3655.9921875","3655.9921875"
"13665.406967383","3655.9921875","3655.9921875","3655.9921875"
"13675.407249394","3655.9921875","3655.9921875","3655.9921875"
"13685.407018417","3655.9921875","3655.9921875","3655.9921875"
"13695.406690615","3655.9921875","3655.9921875","3655.9921875"
"13705.407444061","3655.9921875","3655.9921875","3655.9921875"
"13715.407300594","3655.9921875","3655.9921875","3655.9921875"
"13725.408054017","3655.9921875","3655.9921875","3655.9921875"
"13735.406912599","3655.9921875","3655.9921875","3655.9921875"
"13745.406867201","3655.9921875","3655.9921875","3655.9921875"
"13755.406472691","3655.9921875","3655.9921875","3655.9921875"
"13765.406731514","3655.9921875","3655.9921875","3655.9921875"
"13775.406472671","3655.9921875","3655.9921875","3655.9921875"
"13785.407240443","3655.9921875","3655.9921875","3655.9921875"
"13795.406451657","3655.9921875","3655.9921875","3655.9921875"
"13805.406835243","3655.9921875","3655.9921875","3655.9921875"
"13815.407339528","3655.9921875","3655.9921875","3655.9921875"
"13825.407273125","3655.9921875","3655.9921875","3655.9921875"
"13835.407111313","3655.9921875","3655.9921875","3655.9921875"
"13845.407225958","3655.9921875","3655.9921875","3655.9921875"
"13855.406248581","3655.9921875","3655.9921875","3655.9921875"
"13865.406426723","3655.9921875","3655.9921875","3655.9921875"
"13875.406636102","3655.9921875","3655.9921875","3655.9921875"
"13885.407339697","3655.9921875","3655.9921875","3655.9921875"
"13895.407310201","3655.9921875","3655.9921875","3655.9921875"
"13905.407266739","3655.9921875","3655.9921875","3655.9921875"
"13915.406899396","3655.9921875","3655.9921875","3655.9921875"
"13925.406293116","3655.9921875","3655.9921875","3655.9921875"
"13935.407452897","3655.9921875","3655.9921875","3655.9921875"
"13945.407682962","3655.9921875","3655.9921875","3655.9921875"
