"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.powerWatts","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B - system/gpu.0.powerWatts__MAX"
"13295.411385853","185.228","185.228","185.228"
"13305.413094623","234.201","234.201","234.201"
"13315.412438333","196.448","196.448","196.448"
"13325.411588357","239.59","239.59","239.59"
"13335.41113007","256.215","256.215","256.215"
"13345.421094375","204.926","204.926","204.926"
"13355.411930153","155.794","155.794","155.794"
"13365.411707562","202.29","202.29","202.29"
"13375.410937384","186.486","186.486","186.486"
"13385.412345287","188.068","188.068","188.068"
"13395.413128831","188.191","188.191","188.191"
"13405.411863551","177.598","177.598","177.598"
"13415.411707576","231.562","231.562","231.562"
"13425.41166484","189.773","189.773","189.773"
"13435.412871235","241.235","241.235","241.235"
"13445.411216997","210.416","210.416","210.416"
"13455.411175096","192.969","192.969","192.969"
"13465.412607914","192.984","192.984","192.984"
"13475.411292781","158.747","158.747","158.747"
"13485.4142939","193.24","193.24","193.24"
"13495.411709542","204.43","204.43","204.43"
"13505.411722204","138.398","138.398","138.398"
"13515.41111739","186.489","186.489","186.489"
"13525.411960703","197.531","197.531","197.531"
"13535.411678603","203.682","203.682","203.682"
"13545.412026936","182.92","182.92","182.92"
"13555.41312175","237.701","237.701","237.701"
"13565.41140249","188.682","188.682","188.682"
"13575.41181931","225.719","225.719","225.719"
"13585.416221719","244.715","244.715","244.715"
"13595.410840598","244.225","244.225","244.225"
"13605.411432195","245.799","245.799","245.799"
"13615.41087375","187.961","187.961","187.961"
"13625.410957829","193.747","193.747","193.747"
"13635.41199417","160.753","160.753","160.753"
"13645.411105529","234.672","234.672","234.672"
"13655.412128124","163.364","163.364","163.364"
"13665.411863077","172.186","172.186","172.186"
"13675.411874043","178.724","178.724","178.724"
"13685.417331012","188.913","188.913","188.913"
"13695.411337938","185.995","185.995","185.995"
"13705.412835169","187.194","187.194","187.194"
"13715.415327904","182.057","182.057","182.057"
"13725.41447303","181.312","181.312","181.312"
"13735.411371927","134.704","134.704","134.704"
"13745.412270156","237.81","237.81","237.81"
"13755.411011842","243.417","243.417","243.417"
"13765.411424392","236.502","236.502","236.502"
"13775.414950122","184.029","184.029","184.029"
"13785.415884233","125.735","125.735","125.735"
"13795.411002003","167.348","167.348","167.348"
"13805.412268388","158.411","158.411","158.411"
"13815.41187251","197.989","197.989","197.989"
"13825.411632698","194.959","194.959","194.959"
"13835.412011056","184.877","184.877","184.877"
"13845.412608983","155.667","155.667","155.667"
"13855.413473192","161.491","161.491","161.491"
"13865.412021948","165.147","165.147","165.147"
"13875.411269547","167.158","167.158","167.158"
"13885.411922994","174.319","174.319","174.319"
"13895.411902691","177.742","177.742","177.742"
"13905.412019522","186.856","186.856","186.856"
"13915.412511352","186.58","186.58","186.58"
"13925.412737548","219.855","219.855","219.855"
"13935.413683178","201.211","201.211","201.211"
"13945.418038512","208.235","208.235","208.235"
"13955.413428355","222.187","222.187","222.187"
"13965.41123403","167.895","167.895","167.895"
"13975.411438774","231.091","231.091","231.091"
"13985.414997204","206.848","206.848","206.848"
"13995.41222087","241.724","241.724","241.724"
"14005.411996701","161.153","161.153","161.153"
"14015.410927875","185.107","185.107","185.107"
"14025.411592438","184.766","184.766","184.766"
"14035.417840077","176.138","176.138","176.138"
"14045.411269262","187.469","187.469","187.469"
"14055.412179805","184.365","184.365","184.365"
"14065.418432933","247.758","247.758","247.758"
"14075.411269932","236.406","236.406","236.406"
"14085.411850326","188.052","188.052","188.052"
"14095.411524697","232.976","232.976","232.976"
"14105.415134634","241.546","241.546","241.546"
"14115.41613984","150.613","150.613","150.613"
"14125.412029787","167.458","167.458","167.458"
"14135.415035861","205.891","205.891","205.891"
"14145.412026888","176.122","176.122","176.122"
"14155.411825102","200.606","200.606","200.606"
"14165.413269422","166.122","166.122","166.122"
"14175.412694031","153.121","153.121","153.121"
"14185.411565871","191.026","191.026","191.026"
"14195.412714951","245.478","245.478","245.478"
"14205.414093358","167.199","167.199","167.199"
"14215.411419181","162.826","162.826","162.826"
"14225.412341364","210.876","210.876","210.876"
"14235.414595666","210.369","210.369","210.369"
"14245.418117596","184.401","184.401","184.401"
"14255.411151511","156.833","156.833","156.833"
"14265.411447243","251.796","251.796","251.796"
"14275.411159009","191.856","191.856","191.856"
"14285.411457995","234.653","234.653","234.653"
"14295.412089119","191.026","191.026","191.026"
"14305.411823837","174.91","174.91","174.91"
"14315.413251808","173.583","173.583","173.583"
"14325.414696334","189.402","189.402","189.402"
"14335.411281874","228.757","228.757","228.757"
"14345.411417716","201.964","201.964","201.964"
"14355.411534337","230.319","230.319","230.319"
"14365.414306623","240.726","240.726","240.726"
"14375.410952553","160.249","160.249","160.249"
"14385.411453061","221.771","221.771","221.771"
"14395.414106955","209.401","209.401","209.401"
"14405.412000258","251.185","251.185","251.185"
"14415.411951147","189.188","189.188","189.188"
"14425.410880642","173.078","173.078","173.078"
"14435.411776019","224.248","224.248","224.248"
"14445.413878881","212.835","212.835","212.835"
"14455.411598466","255.335","255.335","255.335"
"14465.41167202","189.433","189.433","189.433"
"14475.41226575","236.921","236.921","236.921"
"14485.411202983","250.451","250.451","250.451"
"14495.411965442","194.341","194.341","194.341"
"14505.412461166","202.078","202.078","202.078"
"14515.411731838","221.715","221.715","221.715"
"14525.411315438","141.296","141.296","141.296"
"14535.416245179","177.005","177.005","177.005"
"14545.41405029","161.596","161.596","161.596"
"14555.411637723","206.008","206.008","206.008"
"14565.411277298","200.852","200.852","200.852"
"14575.414582041","173.17","173.17","173.17"
"14585.411440629","197.676","197.676","197.676"
"14595.411666161","166.037","166.037","166.037"
"14605.411902854","181.543","181.543","181.543"
"14615.411270198","151.007","151.007","151.007"
"14625.411368652","235.142","235.142","235.142"
"14635.412309791","145.585","145.585","145.585"
"14645.41146079","234.101","234.101","234.101"
"14655.4122431","232.163","232.163","232.163"
"14665.411979518","239.081","239.081","239.081"
"14675.411691755","196.928","196.928","196.928"
"14685.412905332","170.979","170.979","170.979"
"14695.411994773","233.742","233.742","233.742"
"14705.411711681","238.485","238.485","238.485"
"14715.411436298","243.767","243.767","243.767"
"14725.414082399","205.85","205.85","205.85"
"14735.411369312","168.045","168.045","168.045"
"14745.414872325","179.013","179.013","179.013"
"14755.411704676","183.382","183.382","183.382"
"14765.411151285","210.034","210.034","210.034"
"14775.411097679","206.23","206.23","206.23"
"14785.41170766","151.007","151.007","151.007"
"14795.411845455","158.631","158.631","158.631"
"14805.411227646","255.001","255.001","255.001"
"14815.414618673","205.978","205.978","205.978"
"14825.41290328","163.078","163.078","163.078"
"14835.414611578","180.215","180.215","180.215"
"14845.416576392","208.689","208.689","208.689"
"14855.411187383","225.376","225.376","225.376"
"14865.41579597","177.858","177.858","177.858"
"14875.412451235","197.157","197.157","197.157"
"14885.411412778","208.301","208.301","208.301"
"14895.415977967","238.769","238.769","238.769"
"14905.412525403","219.347","219.347","219.347"
"14915.41193132","186.456","186.456","186.456"
"14925.41123794","155.781","155.781","155.781"
"14935.414516192","242.458","242.458","242.458"
"14945.411585967","227.794","227.794","227.794"
"14955.411238352","214.34","214.34","214.34"
"14965.411029574","188.314","188.314","188.314"
"14975.411535619","150.319","150.319","150.319"
"14985.415129716","183.915","183.915","183.915"
"14995.411206449","158.67","158.67","158.67"
"15005.411222091","162.452","162.452","162.452"
"15015.412164964","234.561","234.561","234.561"
"15025.414369494","171.448","171.448","171.448"
"15035.413321621","192.629","192.629","192.629"
"15045.411696579","223.677","223.677","223.677"
"15055.412436901","181.287","181.287","181.287"
"15065.412003113","186.362","186.362","186.362"
"15075.410980392","137.145","137.145","137.145"
"15085.413852314","187.071","187.071","187.071"
"15095.411857564","159.628","159.628","159.628"
"15105.41117416","233.202","233.202","233.202"
"15115.411249659","234.653","234.653","234.653"
"15125.41672082","181.528","181.528","181.528"
"15135.415228059","210.661","210.661","210.661"
"15145.411176723","217.649","217.649","217.649"
"15155.411729769","232.864","232.864","232.864"
"15165.413360727","123.21","123.21","123.21"
"15175.410812727","231.11","231.11","231.11"
"15185.411942164","141.926","141.926","141.926"
"15195.411973417","204.173","204.173","204.173"
"15205.411867284","222.551","222.551","222.551"
"15215.411350429","162.593","162.593","162.593"
"15225.417541196","191.381","191.381","191.381"
"15235.414914398","218.754","218.754","218.754"
"15245.411623677","174.419","174.419","174.419"
"15255.415206611","188.053","188.053","188.053"
"15265.414017487","175.575","175.575","175.575"
"15275.411513892","154.317","154.317","154.317"
"15285.411969837","170.242","170.242","170.242"
"15295.411841214","255.326","255.326","255.326"
"15305.412121217","225.394","225.394","225.394"
"15315.411538617","219.262","219.262","219.262"
"15325.410999965","197.024","197.024","197.024"
"15335.41716732","234.763","234.763","234.763"
"15345.410940977","172.32","172.32","172.32"
"15355.412259862","161.337","161.337","161.337"
"15365.415205916","211.504","211.504","211.504"
"15375.411162648","169.726","169.726","169.726"
"15385.413192088","161.723","161.723","161.723"
"15395.411710031","193.58","193.58","193.58"
"15405.411386136","208.345","208.345","208.345"
"15415.416440351","255.503","255.503","255.503"
"15425.415540426","239.277","239.277","239.277"
"15435.417433668","253.468","253.468","253.468"
"15445.411884161","234.629","234.629","234.629"
"15455.414609053","148.398","148.398","148.398"
"15465.414566273","185.613","185.613","185.613"
"15475.41128586","176.484","176.484","176.484"
"15485.411308863","174.745","174.745","174.745"
"15495.415678946","254.077","254.077","254.077"
"15505.415253652","181.533","181.533","181.533"
"15515.411218755","163.929","163.929","163.929"
"15525.411013961","186.116","186.116","186.116"
"15535.414309967","162.206","162.206","162.206"
"15545.413009217","196.33","196.33","196.33"
"15555.411568636","161.96","161.96","161.96"
"15565.41149475","165.45","165.45","165.45"
"15575.412446627","111.078","111.078","111.078"
"15585.411410415","186.732","186.732","186.732"
"15595.411315349","162.347","162.347","162.347"
"15605.414564638","254.28","254.28","254.28"
"15615.413227602","155.068","155.068","155.068"
"15625.415995838","179.346","179.346","179.346"
"15635.411340892","167.621","167.621","167.621"
"15645.414447519","185.613","185.613","185.613"
"15655.411398083","189.557","189.557","189.557"
"15665.411733601","204.53","204.53","204.53"
"15675.411730814","245.639","245.639","245.639"
"15685.412562296","235.742","235.742","235.742"
"15695.415708579","191.782","191.782","191.782"
"15705.411120088","234.763","234.763","234.763"
"15715.41235391","233.354","233.354","233.354"
"15725.411741857","187.345","187.345","187.345"
"15735.411646958","152.483","152.483","152.483"
"15745.413192116","180.303","180.303","180.303"
"15755.411138971","186.365","186.365","186.365"
"15765.412686347","253.144","253.144","253.144"
"15775.413164323","203.324","203.324","203.324"
"15785.416848519","264.376","264.376","264.376"
"15795.41113365","240.08","240.08","240.08"
"15805.410865563","247.023","247.023","247.023"
"15815.41573461","250.777","250.777","250.777"
"15825.411095985","164.422","164.422","164.422"
"15835.411579241","159.874","159.874","159.874"
"15845.411427871","116.442","116.442","116.442"
"15855.411252492","188.329","188.329","188.329"
"15865.411277955","173.303","173.303","173.303"
"15875.410976627","205.779","205.779","205.779"
"15885.411688232","190.542","190.542","190.542"
"15895.418174209","218.018","218.018","218.018"
"15905.411205902","199.984","199.984","199.984"
"15915.41126283","188.575","188.575","188.575"
"15925.4131369","175.27","175.27","175.27"
"15935.41187201","208.209","208.209","208.209"
"15945.412220379","205.383","205.383","205.383"
"15955.41247029","191.245","191.245","191.245"
"15965.412502693","158.851","158.851","158.851"
"15975.419678438","171.87","171.87","171.87"
"15985.412209417","200.246","200.246","200.246"
"15995.411356281","207.507","207.507","207.507"
"16005.420297151","253.675","253.675","253.675"
"16015.41461106","232.488","232.488","232.488"
"16025.415185802","175.744","175.744","175.744"
"16035.412119891","169.986","169.986","169.986"
"16045.411009861","167.431","167.431","167.431"
"16055.410987097","252.165","252.165","252.165"
"16065.411703219","239.287","239.287","239.287"
"16075.41154775","253.422","253.422","253.422"
"16085.412764567","230.865","230.865","230.865"
"16095.411779951","232.712","232.712","232.712"
"16105.411579933","187.577","187.577","187.577"
"16115.412043851","211.78","211.78","211.78"
"16125.411290401","154.651","154.651","154.651"
"16135.41160907","190.878","190.878","190.878"
"16145.411507802","242.372","242.372","242.372"
"16155.413932798","192.227","192.227","192.227"
"16165.412116674","190.294","190.294","190.294"
"16175.41325895","198.022","198.022","198.022"
"16185.416793222","166.666","166.666","166.666"
"16195.412579377","187.731","187.731","187.731"
"16205.411569287","249.369","249.369","249.369"
"16215.411435628","172.334","172.334","172.334"
"16225.411516739","188.206","188.206","188.206"
"16235.411506437","206.23","206.23","206.23"
"16245.411878512","197.792","197.792","197.792"
"16255.411452305","170.218","170.218","170.218"
"16265.410952195","193.952","193.952","193.952"
"16275.414367298","234.806","234.806","234.806"
"16285.41338949","224.5","224.5","224.5"
"16295.411086767","203.44","203.44","203.44"
"16305.411863361","206.365","206.365","206.365"
"16315.411849125","214.078","214.078","214.078"
"16325.411346509","119.896","119.896","119.896"
"16335.414278841","168.768","168.768","168.768"
"16345.411165037","206.586","206.586","206.586"
"16355.413161757","176.384","176.384","176.384"
"16365.411182993","237.32","237.32","237.32"
"16375.411991954","193.366","193.366","193.366"
"16385.414040552","196.795","196.795","196.795"
"16395.414828545","182.927","182.927","182.927"
"16405.412473367","181.027","181.027","181.027"
"16415.411183225","208.345","208.345","208.345"
"16425.410967297","227.041","227.041","227.041"
"16435.418873709","208.808","208.808","208.808"
"16445.411260544","209.036","209.036","209.036"
"16455.411069457","165.16","165.16","165.16"
"16465.414052931","195.45","195.45","195.45"
"16475.411720659","207.253","207.253","207.253"
"16485.411528304","207.498","207.498","207.498"
"16495.412704558","235.07","235.07","235.07"
"16505.411389632","142.924","142.924","142.924"
"16515.411890958","171.94","171.94","171.94"
"16525.412789396","239.816","239.816","239.816"
"16535.412603164","133.708","133.708","133.708"
"16545.4122294","234.691","234.691","234.691"
"16555.411665097","170.636","170.636","170.636"
"16565.411768055","186.962","186.962","186.962"
"16575.412086041","209.925","209.925","209.925"
"16585.411528418","230.131","230.131","230.131"
"16595.412360592","153.983","153.983","153.983"
"16605.412549215","183.754","183.754","183.754"
"16615.412316564","193.136","193.136","193.136"
"16625.411450121","188.329","188.329","188.329"
"16635.411722008","189.679","189.679","189.679"
"16645.412085111","195.434","195.434","195.434"
"16655.411345897","167.158","167.158","167.158"
"16665.412177693","188.052","188.052","188.052"
"16675.412422763","189.557","189.557","189.557"
"16685.411541434","245.723","245.723","245.723"
"16695.411735329","244.245","244.245","244.245"
"16705.410925661","219.035","219.035","219.035"
"16715.413026897","195.332","195.332","195.332"
"16725.411703539","200.475","200.475","200.475"
"16735.417109808","246.597","246.597","246.597"
"16745.411806843","238.788","238.788","238.788"
"16755.411424655","200.214","200.214","200.214"
"16765.411584571","197.286","197.286","197.286"
"16775.413770942","223.14","223.14","223.14"
"16785.413139985","182.905","182.905","182.905"
"16795.411604733","165.804","165.804","165.804"
"16805.411205363","214.585","214.585","214.585"
"16815.414737276","236.122","236.122","236.122"
"16825.41155854","178.84","178.84","178.84"
"16835.411025773","233.711","233.711","233.711"
"16845.411913702","217.894","217.894","217.894"
"16855.411421998","185.965","185.965","185.965"
"16865.410919466","192.137","192.137","192.137"
"16875.412388529","177.598","177.598","177.598"
"16885.411220052","235.214","235.214","235.214"
"16895.410953839","187.562","187.562","187.562"
"16905.411163155","219.604","219.604","219.604"
"16915.412411194","261.898","261.898","261.898"
"16925.411439862","199.216","199.216","199.216"
"16935.412305253","241.566","241.566","241.566"
"16945.412024813","184.736","184.736","184.736"
"16955.412293367","183.307","183.307","183.307"
"16965.416906348","205.634","205.634","205.634"
"16975.41639745","177.395","177.395","177.395"
"16985.411087936","175.27","175.27","175.27"
"16995.418844262","176.874","176.874","176.874"
"17005.411002284","163.929","163.929","163.929"
"17015.411433585","185.378","185.378","185.378"
"17025.416205959","234.806","234.806","234.806"
"17035.413623555","239.385","239.385","239.385"
"17045.412886008","193.24","193.24","193.24"
"17055.415457861","239.17","239.17","239.17"
"17065.411144614","198.626","198.626","198.626"
"17075.422205086","183.649","183.649","183.649"
"17085.415441127","186.856","186.856","186.856"
"17095.415527053","250.756","250.756","250.756"
"17105.410959575","175.412","175.412","175.412"
"17115.417015602","196.549","196.549","196.549"
"17125.412598467","231.845","231.845","231.845"
"17135.415765473","242.372","242.372","242.372"
"17145.411648351","204.642","204.642","204.642"
"17155.415783059","180.56","180.56","180.56"
"17165.415492692","154.475","154.475","154.475"
"17175.411016628","178.957","178.957","178.957"
"17185.412176223","250.696","250.696","250.696"
"17195.411863744","175.056","175.056","175.056"
"17205.411277024","219.873","219.873","219.873"
"17215.411776228","132.659","132.659","132.659"
"17225.414702742","213.955","213.955","213.955"
"17235.412717337","216.055","216.055","216.055"
"17245.411469857","197.647","197.647","197.647"
"17255.411664709","160.262","160.262","160.262"
"17265.411755402","236.657","236.657","236.657"
"17275.411315296","160.599","160.599","160.599"
"17285.411651735","133.857","133.857","133.857"
"17295.411496768","185.519","185.519","185.519"
"17305.414526704","166.528","166.528","166.528"
"17315.414795574","156.575","156.575","156.575"
"17325.412884664","163.962","163.962","163.962"
"17335.411854237","209.19","209.19","209.19"
"17345.410899099","229","229","229"
"17355.410881324","180.795","180.795","180.795"
"17365.411553281","226.13","226.13","226.13"
"17375.415279109","163.085","163.085","163.085"
"17385.413181137","227.226","227.226","227.226"
"17395.412397113","192.242","192.242","192.242"
"17405.41192163","242.194","242.194","242.194"
"17415.41327304","155.636","155.636","155.636"
"17425.415445775","173.894","173.894","173.894"
"17435.411658329","229.885","229.885","229.885"
"17445.411331354","204.402","204.402","204.402"
"17455.411478077","207.744","207.744","207.744"
"17465.411039266","219.771","219.771","219.771"
"17475.414749461","217.404","217.404","217.404"
"17485.412078142","231.167","231.167","231.167"
"17495.41156014","246.45","246.45","246.45"
"17505.415433692","193.722","193.722","193.722"
"17515.413709523","203.794","203.794","203.794"
"17525.411817504","170.599","170.599","170.599"
"17535.411616286","199.232","199.232","199.232"
"17545.4125467","202.571","202.571","202.571"
"17555.41143363","162.58","162.58","162.58"
"17565.411328914","196.923","196.923","196.923"
"17575.41246371","216.161","216.161","216.161"
"17585.414201662","220.327","220.327","220.327"
"17595.419076207","183.501","183.501","183.501"
"17605.411766236","174.102","174.102","174.102"
"17615.411264976","163.975","163.975","163.975"
"17625.411184759","235.968","235.968","235.968"
"17635.411902861","203.782","203.782","203.782"
"17645.411371383","210.068","210.068","210.068"
"17655.410928919","235.852","235.852","235.852"
"17665.412037337","190.676","190.676","190.676"
"17675.412934846","185.243","185.243","185.243"
"17685.410911133","148.85","148.85","148.85"
"17695.411186295","189.036","189.036","189.036"
"17705.418137232","193.486","193.486","193.486"
"17715.413100252","185.613","185.613","185.613"
"17725.412194179","237.211","237.211","237.211"
"17735.415641859","249.064","249.064","249.064"
"17745.41266363","192.608","192.608","192.608"
"17755.411442736","191.767","191.767","191.767"
"17765.412080062","119.809","119.809","119.809"
"17775.413860412","242.095","242.095","242.095"
"17785.4118634","185.719","185.719","185.719"
"17795.411809385","232.296","232.296","232.296"
"17805.411413798","199.117","199.117","199.117"
"17815.413402252","154.217","154.217","154.217"
"17825.410840576","142.984","142.984","142.984"
"17835.412168478","211.873","211.873","211.873"
"17845.411432367","188.682","188.682","188.682"
"17855.411676856","160.003","160.003","160.003"
"17865.410988497","187.716","187.716","187.716"
"17875.411851972","170.845","170.845","170.845"
"17885.414596553","200.834","200.834","200.834"
"17895.411929844","203.907","203.907","203.907"
"17905.411838415","199.855","199.855","199.855"
"17915.411644422","168.387","168.387","168.387"
"17925.41201219","191.657","191.657","191.657"
"17935.411466531","230.771","230.771","230.771"
"17945.411935088","186.101","186.101","186.101"
"17955.411665603","236.051","236.051","236.051"
"17965.415940901","206.872","206.872","206.872"
"17975.412212719","246.205","246.205","246.205"
"17985.410907908","168.77","168.77","168.77"
"17995.412164785","187.084","187.084","187.084"
"18005.411715474","195.102","195.102","195.102"
"18015.412579927","186.593","186.593","186.593"
"18025.414366235","172.79","172.79","172.79"
"18035.411745261","234.354","234.354","234.354"
"18045.411449953","235.334","235.334","235.334"
"18055.412268778","176.96","176.96","176.96"
"18065.415591221","168.606","168.606","168.606"
"18075.414728955","167.28","167.28","167.28"
"18085.411641915","213.515","213.515","213.515"
"18095.411459766","214.743","214.743","214.743"
"18105.412263263","247.185","247.185","247.185"
"18115.411198578","232.016","232.016","232.016"
"18125.413680857","197.035","197.035","197.035"
"18135.413168418","246.346","246.346","246.346"
"18145.411144881","169.837","169.837","169.837"
"18155.411293803","167.129","167.129","167.129"
"18165.412387127","248.655","248.655","248.655"
"18175.412662875","245.365","245.365","245.365"
"18185.411628242","227.111","227.111","227.111"
"18195.412041299","188.329","188.329","188.329"
"18205.411281048","152.288","152.288","152.288"
"18215.413684928","233.978","233.978","233.978"
"18225.411252903","170.083","170.083","170.083"
"18235.41170825","200.508","200.508","200.508"
"18245.412167197","220.387","220.387","220.387"
"18255.417327407","218.424","218.424","218.424"
"18265.4115229","185.469","185.469","185.469"
"18275.411458114","242.775","242.775","242.775"
"18285.420706364","252.084","252.084","252.084"
"18295.414613042","194.705","194.705","194.705"
"18305.415027125","235.959","235.959","235.959"
"18315.414121931","232.28","232.28","232.28"
"18325.413005741","176.96","176.96","176.96"
"18335.413969824","256.718","256.718","256.718"
"18345.41137197","232.035","232.035","232.035"
"18355.411023364","195.347","195.347","195.347"
"18365.411676087","229.94","229.94","229.94"
"18375.413764493","234.469","234.469","234.469"
"18385.412553814","183.009","183.009","183.009"
"18395.411870042","193.246","193.246","193.246"
"18405.418608965","244.875","244.875","244.875"
"18415.415793535","186.207","186.207","186.207"
"18425.413494124","170.329","170.329","170.329"
"18435.411182109","171.067","171.067","171.067"
"18445.411589932","164.748","164.748","164.748"
"18455.411733169","160.341","160.341","160.341"
"18465.411442565","236.56","236.56","236.56"
"18475.414434277","202.835","202.835","202.835"
"18485.410825606","208.354","208.354","208.354"
"18495.410996249","170.918","170.918","170.918"
"18505.411746515","177.872","177.872","177.872"
"18515.411600669","251.594","251.594","251.594"
"18525.411507637","229.073","229.073","229.073"
"18535.411049068","194.967","194.967","194.967"
"18545.411533541","238.276","238.276","238.276"
"18555.418513696","236.07","236.07","236.07"
"18565.413694354","139.318","139.318","139.318"
"18575.410858969","187.191","187.191","187.191"
"18585.411103786","188.82","188.82","188.82"
"18595.412821622","210.199","210.199","210.199"
"18605.414904207","188.175","188.175","188.175"
"18615.414468271","168.606","168.606","168.606"
"18625.411434639","106.951","106.951","106.951"
"18635.411442584","244.385","244.385","244.385"
"18645.41462623","168.196","168.196","168.196"
"18655.413865691","242.669","242.669","242.669"
"18665.411602723","235.959","235.959","235.959"
"18675.418768125","258.327","258.327","258.327"
"18685.412286233","150.809","150.809","150.809"
"18695.413704484","242.443","242.443","242.443"
"18705.410955478","195.213","195.213","195.213"
"18715.410902409","238.903","238.903","238.903"
"18725.413692794","164.022","164.022","164.022"
"18735.411709924","202.457","202.457","202.457"
"18745.411683044","186.945","186.945","186.945"
"18755.412591127","200.016","200.016","200.016"
"18765.411370658","232.016","232.016","232.016"
"18775.411142735","184.239","184.239","184.239"
"18785.41074566","190.296","190.296","190.296"
"18795.412606745","158.617","158.617","158.617"
"18805.411450004","195.689","195.689","195.689"
"18815.416207406","199.525","199.525","199.525"
"18825.410909786","202.587","202.587","202.587"
"18835.411912266","185.961","185.961","185.961"
"18845.410956169","216.46","216.46","216.46"
"18855.412017693","213.025","213.025","213.025"
"18865.414657036","181.563","181.563","181.563"
"18875.411780157","182.547","182.547","182.547"
"18885.41299209","206.142","206.142","206.142"
"18895.411917256","235.204","235.204","235.204"
"18905.411193715","184.731","184.731","184.731"
"18915.410943641","209.565","209.565","209.565"
"18925.411899857","161.067","161.067","161.067"
"18935.411430959","185.394","185.394","185.394"
"18945.419483209","246.836","246.836","246.836"
"18955.411352589","189.297","189.297","189.297"
"18965.41470277","189.297","189.297","189.297"
"18975.410881324","218.794","218.794","218.794"
"18985.411906244","250.125","250.125","250.125"
"18995.413552089","188.329","188.329","188.329"
"19005.415322895","152.78","152.78","152.78"
"19015.411566972","191.018","191.018","191.018"
"19025.411735325","172.298","172.298","172.298"
"19035.41814536","240.237","240.237","240.237"
"19045.412112405","172.298","172.298","172.298"
"19055.411318459","230.563","230.563","230.563"
"19065.411632354","241.933","241.933","241.933"
"19075.410919171","179.826","179.826","179.826"
"19085.411626939","197.543","197.543","197.543"
"19095.411828614","177.38","177.38","177.38"
"19105.415412517","185.745","185.745","185.745"
"19115.413483734","229.073","229.073","229.073"
"19125.412264333","235.45","235.45","235.45"
"19135.412307672","249.635","249.635","249.635"
"19145.414174703","183.255","183.255","183.255"
"19155.412821677","228.996","228.996","228.996"
"19165.411785967","193.246","193.246","193.246"
"19175.413683034","222.105","222.105","222.105"
"19185.411885101","180.303","180.303","180.303"
"19195.414860324","173.529","173.529","173.529"
"19205.411801765","196.822","196.822","196.822"
"19215.41165154","203.44","203.44","203.44"
"19225.414878464","189.558","189.558","189.558"
"19235.41134472","191.372","191.372","191.372"
"19245.411462533","139.811","139.811","139.811"
"19255.411690469","238.031","238.031","238.031"
"19265.416271762","200.508","200.508","200.508"
"19275.411183275","235.959","235.959","235.959"
"19285.41116831","191.033","191.033","191.033"
"19295.415356679","245.94","245.94","245.94"
"19305.414333855","236.276","236.276","236.276"
"19315.418994285","252.451","252.451","252.451"
"19325.413439369","205.746","205.746","205.746"
"19335.411726214","195.086","195.086","195.086"
"19345.412243432","203.815","203.815","203.815"
"19355.411409069","154.493","154.493","154.493"
"19365.411625577","222.087","222.087","222.087"
"19375.411524855","234.316","234.316","234.316"
"19385.414954959","243.894","243.894","243.894"
"19395.411077387","202.587","202.587","202.587"
"19405.411714139","184.134","184.134","184.134"
"19415.41220394","163.683","163.683","163.683"
"19425.411485922","180.82","180.82","180.82"
"19435.412095721","235.387","235.387","235.387"
"19445.411289194","156.532","156.532","156.532"
"19455.412159413","202.457","202.457","202.457"
"19465.411138264","206.634","206.634","206.634"
"19475.411233725","185.961","185.961","185.961"
"19485.412319048","242.179","242.179","242.179"
"19495.417075964","191.509","191.509","191.509"
"19505.411627738","170.821","170.821","170.821"
"19515.412018506","230.79","230.79","230.79"
"19525.415458771","205.534","205.534","205.534"
"19535.411927974","233.978","233.978","233.978"
"19545.412359599","208.252","208.252","208.252"
"19555.417245553","186.453","186.453","186.453"
"19565.414099056","182.659","182.659","182.659"
"19575.411904289","163.683","163.683","163.683"
"19585.412756917","165.406","165.406","165.406"
"19595.412098722","190.187","190.187","190.187"
"19605.411348936","158.994","158.994","158.994"
"19615.414596103","186.593","186.593","186.593"
"19625.413135969","181.445","181.445","181.445"
"19635.411218866","182.413","182.413","182.413"
"19645.411591585","183.151","183.151","183.151"
"19655.411188553","192.367","192.367","192.367"
"19665.411942138","166.391","166.391","166.391"
"19675.411208725","188.052","188.052","188.052"
"19685.411432656","172.706","172.706","172.706"
"19695.411623157","200.131","200.131","200.131"
"19705.411871591","169.098","169.098","169.098"
"19715.412215345","181.691","181.691","181.691"
"19725.412906102","187.084","187.084","187.084"
"19735.411340287","224.775","224.775","224.775"
"19745.411619173","188.099","188.099","188.099"
"19755.412181755","145.047","145.047","145.047"
"19765.412909541","151.795","151.795","151.795"
"19775.411887504","156.154","156.154","156.154"
"19785.415996571","262.447","262.447","262.447"
"19795.412846482","169.098","169.098","169.098"
"19805.412234051","221.105","221.105","221.105"
"19815.411644052","199.033","199.033","199.033"
"19825.411622832","237.05","237.05","237.05"
"19835.410839492","177.713","177.713","177.713"
"19845.411888416","178.205","178.205","178.205"
"19855.412301373","195.839","195.839","195.839"
"19865.41238304","172.298","172.298","172.298"
"19875.41218203","161.793","161.793","161.793"
"19885.411374271","163.696","163.696","163.696"
"19895.413434449","185.363","185.363","185.363"
"19905.411878333","153.52","153.52","153.52"
