"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.smClock","StudyAbroadGPT-7B - system/gpu.0.smClock__MIN","StudyAbroadGPT-7B - system/gpu.0.smClock__MAX"
"15505.415253652","1316","1316","1316"
"15515.411218755","1316","1316","1316"
"15525.411013961","1278","1278","1278"
"15535.414309967","1316","1316","1316"
"15545.413009217","1278","1278","1278"
"15555.411568636","1316","1316","1316"
"15565.41149475","1316","1316","1316"
"15575.412446627","1328","1328","1328"
"15585.411410415","1278","1278","1278"
"15595.411315349","1265","1265","1265"
"15605.414564638","1290","1290","1290"
"15615.413227602","1278","1278","1278"
"15625.415995838","1316","1316","1316"
"15635.411340892","1278","1278","1278"
"15645.414447519","1278","1278","1278"
"15655.411398083","1316","1316","1316"
"15665.411733601","1278","1278","1278"
"15675.411730814","1278","1278","1278"
"15685.412562296","1278","1278","1278"
"15695.415708579","1316","1316","1316"
"15705.411120088","1278","1278","1278"
"15715.41235391","1278","1278","1278"
"15725.411741857","1316","1316","1316"
"15735.411646958","1316","1316","1316"
"15745.413192116","1290","1290","1290"
"15755.411138971","1278","1278","1278"
"15765.412686347","1328","1328","1328"
"15775.413164323","1278","1278","1278"
"15785.416848519","1278","1278","1278"
"15795.41113365","1278","1278","1278"
"15805.410865563","1316","1316","1316"
"15815.41573461","1328","1328","1328"
"15825.411095985","1328","1328","1328"
"15835.411579241","1316","1316","1316"
"15845.411427871","1328","1328","1328"
"15855.411252492","1278","1278","1278"
"15865.411277955","1290","1290","1290"
"15875.410976627","1328","1328","1328"
"15885.411688232","1316","1316","1316"
"15895.418174209","1316","1316","1316"
"15905.411205902","1265","1265","1265"
"15915.41126283","1290","1290","1290"
"15925.4131369","1278","1278","1278"
"15935.41187201","1328","1328","1328"
"15945.412220379","1328","1328","1328"
"15955.41247029","1328","1328","1328"
"15965.412502693","1316","1316","1316"
"15975.419678438","1316","1316","1316"
"15985.412209417","1316","1316","1316"
"15995.411356281","1328","1328","1328"
"16005.420297151","1278","1278","1278"
"16015.41461106","1328","1328","1328"
"16025.415185802","1290","1290","1290"
"16035.412119891","1316","1316","1316"
"16045.411009861","1278","1278","1278"
"16055.410987097","1290","1290","1290"
"16065.411703219","1290","1290","1290"
"16075.41154775","1328","1328","1328"
"16085.412764567","1303","1303","1303"
"16095.411779951","1265","1265","1265"
"16105.411579933","1316","1316","1316"
"16115.412043851","1328","1328","1328"
"16125.411290401","1278","1278","1278"
"16135.41160907","1303","1303","1303"
"16145.411507802","1278","1278","1278"
"16155.413932798","1278","1278","1278"
"16165.412116674","1328","1328","1328"
"16175.41325895","1328","1328","1328"
"16185.416793222","1278","1278","1278"
"16195.412579377","1278","1278","1278"
"16205.411569287","1316","1316","1316"
"16215.411435628","1316","1316","1316"
"16225.411516739","1328","1328","1328"
"16235.411506437","1328","1328","1328"
"16245.411878512","1328","1328","1328"
"16255.411452305","1328","1328","1328"
"16265.410952195","1328","1328","1328"
"16275.414367298","1278","1278","1278"
"16285.41338949","1278","1278","1278"
"16295.411086767","1328","1328","1328"
"16305.411863361","1328","1328","1328"
"16315.411849125","1278","1278","1278"
"16325.411346509","1316","1316","1316"
"16335.414278841","1328","1328","1328"
"16345.411165037","1303","1303","1303"
"16355.413161757","1316","1316","1316"
"16365.411182993","1265","1265","1265"
"16375.411991954","1316","1316","1316"
"16385.414040552","1278","1278","1278"
"16395.414828545","1316","1316","1316"
"16405.412473367","1278","1278","1278"
"16415.411183225","1278","1278","1278"
"16425.410967297","1278","1278","1278"
"16435.418873709","1316","1316","1316"
"16445.411260544","1328","1328","1328"
"16455.411069457","1328","1328","1328"
"16465.414052931","1316","1316","1316"
"16475.411720659","1328","1328","1328"
"16485.411528304","1328","1328","1328"
"16495.412704558","1278","1278","1278"
"16505.411389632","1328","1328","1328"
"16515.411890958","1316","1316","1316"
"16525.412789396","1278","1278","1278"
"16535.412603164","1316","1316","1316"
"16545.4122294","1278","1278","1278"
"16555.411665097","1328","1328","1328"
"16565.411768055","1265","1265","1265"
"16575.412086041","1278","1278","1278"
"16585.411528418","1278","1278","1278"
"16595.412360592","1328","1328","1328"
"16605.412549215","1328","1328","1328"
"16615.412316564","1328","1328","1328"
"16625.411450121","1316","1316","1316"
"16635.411722008","1303","1303","1303"
"16645.412085111","1278","1278","1278"
"16655.411345897","1316","1316","1316"
"16665.412177693","1316","1316","1316"
"16675.412422763","1316","1316","1316"
"16685.411541434","1328","1328","1328"
"16695.411735329","1290","1290","1290"
"16705.410925661","1328","1328","1328"
"16715.413026897","1328","1328","1328"
"16725.411703539","1328","1328","1328"
"16735.417109808","1265","1265","1265"
"16745.411806843","1328","1328","1328"
"16755.411424655","1278","1278","1278"
"16765.411584571","1328","1328","1328"
"16775.413770942","1278","1278","1278"
"16785.413139985","1316","1316","1316"
"16795.411604733","1278","1278","1278"
"16805.411205363","1278","1278","1278"
"16815.414737276","1278","1278","1278"
"16825.41155854","1290","1290","1290"
"16835.411025773","1290","1290","1290"
"16845.411913702","1278","1278","1278"
"16855.411421998","1316","1316","1316"
"16865.410919466","1278","1278","1278"
"16875.412388529","1328","1328","1328"
"16885.411220052","1278","1278","1278"
"16895.410953839","1303","1303","1303"
"16905.411163155","1316","1316","1316"
"16915.412411194","1316","1316","1316"
"16925.411439862","1328","1328","1328"
"16935.412305253","1290","1290","1290"
"16945.412024813","1303","1303","1303"
"16955.412293367","1316","1316","1316"
"16965.416906348","1278","1278","1278"
"16975.41639745","1278","1278","1278"
"16985.411087936","1328","1328","1328"
"16995.418844262","1316","1316","1316"
"17005.411002284","1316","1316","1316"
"17015.411433585","1265","1265","1265"
"17025.416205959","1278","1278","1278"
"17035.413623555","1278","1278","1278"
"17045.412886008","1328","1328","1328"
"17055.415457861","1278","1278","1278"
"17065.411144614","1316","1316","1316"
"17075.422205086","1316","1316","1316"
"17085.415441127","1278","1278","1278"
"17095.415527053","1303","1303","1303"
"17105.410959575","1303","1303","1303"
"17115.417015602","1328","1328","1328"
"17125.412598467","1328","1328","1328"
"17135.415765473","1278","1278","1278"
"17145.411648351","1278","1278","1278"
"17155.415783059","1278","1278","1278"
"17165.415492692","1290","1290","1290"
"17175.411016628","1316","1316","1316"
"17185.412176223","1316","1316","1316"
"17195.411863744","1316","1316","1316"
"17205.411277024","1278","1278","1278"
"17215.411776228","1316","1316","1316"
"17225.414702742","1316","1316","1316"
"17235.412717337","1278","1278","1278"
"17245.411469857","1278","1278","1278"
"17255.411664709","1316","1316","1316"
"17265.411755402","1278","1278","1278"
"17275.411315296","1316","1316","1316"
"17285.411651735","1316","1316","1316"
"17295.411496768","1316","1316","1316"
"17305.414526704","1278","1278","1278"
"17315.414795574","1278","1278","1278"
"17325.412884664","1290","1290","1290"
"17335.411854237","1328","1328","1328"
"17345.410899099","1265","1265","1265"
"17355.410881324","1252","1252","1252"
"17365.411553281","1278","1278","1278"
"17375.415279109","1328","1328","1328"
"17385.413181137","1278","1278","1278"
"17395.412397113","1278","1278","1278"
"17405.41192163","1290","1290","1290"
"17415.41327304","1328","1328","1328"
"17425.415445775","1278","1278","1278"
"17435.411658329","1278","1278","1278"
"17445.411331354","1328","1328","1328"
"17455.411478077","1278","1278","1278"
"17465.411039266","1316","1316","1316"
"17475.414749461","1265","1265","1265"
"17485.412078142","1328","1328","1328"
"17495.41156014","1278","1278","1278"
"17505.415433692","1278","1278","1278"
"17515.413709523","1278","1278","1278"
"17525.411817504","1316","1316","1316"
"17535.411616286","1278","1278","1278"
"17545.4125467","1265","1265","1265"
"17555.41143363","1316","1316","1316"
"17565.411328914","1278","1278","1278"
"17575.41246371","1278","1278","1278"
"17585.414201662","1252","1252","1252"
"17595.419076207","1278","1278","1278"
"17605.411766236","1328","1328","1328"
"17615.411264976","1316","1316","1316"
"17625.411184759","1278","1278","1278"
"17635.411902861","1328","1328","1328"
"17645.411371383","1328","1328","1328"
"17655.410928919","1278","1278","1278"
"17665.412037337","1278","1278","1278"
"17675.412934846","1278","1278","1278"
"17685.410911133","1290","1290","1290"
"17695.411186295","1316","1316","1316"
"17705.418137232","1328","1328","1328"
"17715.413100252","1278","1278","1278"
"17725.412194179","1290","1290","1290"
"17735.415641859","1290","1290","1290"
"17745.41266363","1278","1278","1278"
"17755.411442736","1278","1278","1278"
"17765.412080062","1316","1316","1316"
"17775.413860412","1316","1316","1316"
"17785.4118634","1278","1278","1278"
"17795.411809385","1278","1278","1278"
"17805.411413798","1252","1252","1252"
"17815.413402252","1328","1328","1328"
"17825.410840576","1316","1316","1316"
"17835.412168478","1278","1278","1278"
"17845.411432367","1278","1278","1278"
"17855.411676856","1316","1316","1316"
"17865.410988497","1328","1328","1328"
"17875.411851972","1265","1265","1265"
"17885.414596553","1328","1328","1328"
"17895.411929844","1328","1328","1328"
"17905.411838415","1328","1328","1328"
"17915.411644422","1328","1328","1328"
"17925.41201219","1278","1278","1278"
"17935.411466531","1278","1278","1278"
"17945.411935088","1278","1278","1278"
"17955.411665603","1278","1278","1278"
"17965.415940901","1278","1278","1278"
"17975.412212719","1328","1328","1328"
"17985.410907908","1328","1328","1328"
"17995.412164785","1278","1278","1278"
"18005.411715474","1328","1328","1328"
"18015.412579927","1303","1303","1303"
"18025.414366235","1278","1278","1278"
"18035.411745261","1278","1278","1278"
"18045.411449953","1278","1278","1278"
"18055.412268778","1316","1316","1316"
"18065.415591221","1290","1290","1290"
"18075.414728955","1290","1290","1290"
"18085.411641915","1278","1278","1278"
"18095.411459766","1316","1316","1316"
"18105.412263263","1328","1328","1328"
"18115.411198578","1278","1278","1278"
"18125.413680857","1278","1278","1278"
"18135.413168418","1290","1290","1290"
"18145.411144881","1278","1278","1278"
"18155.411293803","1278","1278","1278"
"18165.412387127","1290","1290","1290"
"18175.412662875","1265","1265","1265"
"18185.411628242","1278","1278","1278"
"18195.412041299","1328","1328","1328"
"18205.411281048","1328","1328","1328"
"18215.413684928","1278","1278","1278"
"18225.411252903","1290","1290","1290"
"18235.41170825","1328","1328","1328"
"18245.412167197","1290","1290","1290"
"18255.417327407","1316","1316","1316"
"18265.4115229","1278","1278","1278"
"18275.411458114","1328","1328","1328"
"18285.420706364","1290","1290","1290"
"18295.414613042","1278","1278","1278"
"18305.415027125","1278","1278","1278"
"18315.414121931","1278","1278","1278"
"18325.413005741","1316","1316","1316"
"18335.413969824","1290","1290","1290"
"18345.41137197","1278","1278","1278"
"18355.411023364","1316","1316","1316"
"18365.411676087","1278","1278","1278"
"18375.413764493","1278","1278","1278"
"18385.412553814","1265","1265","1265"
"18395.411870042","1316","1316","1316"
"18405.418608965","1278","1278","1278"
"18415.415793535","1278","1278","1278"
"18425.413494124","1328","1328","1328"
"18435.411182109","1316","1316","1316"
"18445.411589932","1303","1303","1303"
"18455.411733169","1278","1278","1278"
"18465.411442565","1278","1278","1278"
"18475.414434277","1328","1328","1328"
"18485.410825606","1328","1328","1328"
"18495.410996249","1328","1328","1328"
"18505.411746515","1316","1316","1316"
"18515.411600669","1316","1316","1316"
"18525.411507637","1316","1316","1316"
"18535.411049068","1328","1328","1328"
"18545.411533541","1278","1278","1278"
"18555.418513696","1290","1290","1290"
"18565.413694354","1328","1328","1328"
"18575.410858969","1290","1290","1290"
"18585.411103786","1316","1316","1316"
"18595.412821622","1328","1328","1328"
"18605.414904207","1316","1316","1316"
"18615.414468271","1278","1278","1278"
"18625.411434639","1316","1316","1316"
"18635.411442584","1290","1290","1290"
"18645.41462623","1316","1316","1316"
"18655.413865691","1278","1278","1278"
"18665.411602723","1278","1278","1278"
"18675.418768125","1290","1290","1290"
"18685.412286233","1328","1328","1328"
"18695.413704484","1278","1278","1278"
"18705.410955478","1303","1303","1303"
"18715.410902409","1290","1290","1290"
"18725.413692794","1328","1328","1328"
"18735.411709924","1328","1328","1328"
"18745.411683044","1278","1278","1278"
"18755.412591127","1316","1316","1316"
"18765.411370658","1278","1278","1278"
"18775.411142735","1328","1328","1328"
"18785.41074566","1278","1278","1278"
"18795.412606745","1316","1316","1316"
"18805.411450004","1278","1278","1278"
"18815.416207406","1278","1278","1278"
"18825.410909786","1278","1278","1278"
"18835.411912266","1278","1278","1278"
"18845.410956169","1316","1316","1316"
"18855.412017693","1278","1278","1278"
"18865.414657036","1328","1328","1328"
"18875.411780157","1290","1290","1290"
"18885.41299209","1328","1328","1328"
"18895.411917256","1278","1278","1278"
"18905.411193715","1278","1278","1278"
"18915.410943641","1265","1265","1265"
"18925.411899857","1328","1328","1328"
"18935.411430959","1278","1278","1278"
"18945.419483209","1278","1278","1278"
"18955.411352589","1265","1265","1265"
"18965.41470277","1303","1303","1303"
"18975.410881324","1278","1278","1278"
"18985.411906244","1290","1290","1290"
"18995.413552089","1303","1303","1303"
"19005.415322895","1328","1328","1328"
"19015.411566972","1278","1278","1278"
"19025.411735325","1328","1328","1328"
"19035.41814536","1278","1278","1278"
"19045.412112405","1290","1290","1290"
"19055.411318459","1278","1278","1278"
"19065.411632354","1328","1328","1328"
"19075.410919171","1278","1278","1278"
"19085.411626939","1278","1278","1278"
"19095.411828614","1265","1265","1265"
"19105.415412517","1303","1303","1303"
"19115.413483734","1290","1290","1290"
"19125.412264333","1278","1278","1278"
"19135.412307672","1303","1303","1303"
"19145.414174703","1328","1328","1328"
"19155.412821677","1278","1278","1278"
"19165.411785967","1303","1303","1303"
"19175.413683034","1278","1278","1278"
"19185.411885101","1316","1316","1316"
"19195.414860324","1303","1303","1303"
"19205.411801765","1328","1328","1328"
"19215.41165154","1328","1328","1328"
"19225.414878464","1278","1278","1278"
"19235.41134472","1328","1328","1328"
"19245.411462533","1328","1328","1328"
"19255.411690469","1328","1328","1328"
"19265.416271762","1265","1265","1265"
"19275.411183275","1278","1278","1278"
"19285.41116831","1316","1316","1316"
"19295.415356679","1328","1328","1328"
"19305.414333855","1278","1278","1278"
"19315.418994285","1303","1303","1303"
"19325.413439369","1316","1316","1316"
"19335.411726214","1290","1290","1290"
"19345.412243432","1278","1278","1278"
"19355.411409069","1328","1328","1328"
"19365.411625577","1316","1316","1316"
"19375.411524855","1278","1278","1278"
"19385.414954959","1278","1278","1278"
"19395.411077387","1328","1328","1328"
"19405.411714139","1328","1328","1328"
"19415.41220394","1290","1290","1290"
"19425.411485922","1252","1252","1252"
"19435.412095721","1278","1278","1278"
"19445.411289194","1278","1278","1278"
"19455.412159413","1328","1328","1328"
"19465.411138264","1328","1328","1328"
"19475.411233725","1316","1316","1316"
"19485.412319048","1290","1290","1290"
"19495.417075964","1278","1278","1278"
"19505.411627738","1278","1278","1278"
"19515.412018506","1290","1290","1290"
"19525.415458771","1252","1252","1252"
"19535.411927974","1316","1316","1316"
"19545.412359599","1328","1328","1328"
"19555.417245553","1278","1278","1278"
"19565.414099056","1278","1278","1278"
"19575.411904289","1328","1328","1328"
"19585.412756917","1316","1316","1316"
"19595.412098722","1278","1278","1278"
"19605.411348936","1316","1316","1316"
"19615.414596103","1278","1278","1278"
"19625.413135969","1290","1290","1290"
"19635.411218866","1265","1265","1265"
"19645.411591585","1278","1278","1278"
"19655.411188553","1303","1303","1303"
"19665.411942138","1278","1278","1278"
"19675.411208725","1328","1328","1328"
"19685.411432656","1278","1278","1278"
"19695.411623157","1278","1278","1278"
"19705.411871591","1278","1278","1278"
"19715.412215345","1316","1316","1316"
"19725.412906102","1278","1278","1278"
"19735.411340287","1278","1278","1278"
"19745.411619173","1278","1278","1278"
"19755.412181755","1316","1316","1316"
"19765.412909541","1328","1328","1328"
"19775.411887504","1328","1328","1328"
"19785.415996571","1290","1290","1290"
"19795.412846482","1303","1303","1303"
"19805.412234051","1278","1278","1278"
"19815.411644052","1278","1278","1278"
"19825.411622832","1278","1278","1278"
"19835.410839492","1290","1290","1290"
"19845.411888416","1303","1303","1303"
"19855.412301373","1328","1328","1328"
"19865.41238304","1328","1328","1328"
"19875.41218203","1316","1316","1316"
"19885.411374271","1316","1316","1316"
"19895.413434449","1303","1303","1303"
"19905.411878333","1290","1290","1290"
"19915.412597635","1328","1328","1328"
"19925.412279645","1278","1278","1278"
"19935.416261429","1316","1316","1316"
"19945.411437492","1278","1278","1278"
"19955.412591944","1316","1316","1316"
"19965.411903742","1278","1278","1278"
"19975.411989724","1328","1328","1328"
"19985.412131215","1278","1278","1278"
"19995.413325102","1278","1278","1278"
"20005.41210521","1265","1265","1265"
"20015.414738761","1303","1303","1303"
"20025.411579709","1265","1265","1265"
"20035.413312477","1278","1278","1278"
"20045.411308638","1278","1278","1278"
"20055.415867175","1328","1328","1328"
"20065.411411831","1278","1278","1278"
"20075.410899156","1278","1278","1278"
"20085.41351569","1303","1303","1303"
"20095.416433605","1303","1303","1303"
"20105.41193267","1278","1278","1278"
"20115.411733931","1328","1328","1328"
"20125.412600939","1303","1303","1303"
"20135.411462576","1316","1316","1316"
"20145.412426192","1278","1278","1278"
"20155.411032559","1278","1278","1278"
"20165.417511918","1252","1252","1252"
"20175.412216944","1278","1278","1278"
"20185.411542675","1265","1265","1265"
"20195.414654573","1278","1278","1278"
"20205.410681827","1278","1278","1278"
"20215.411633814","1328","1328","1328"
"20225.412994935","1252","1252","1252"
"20235.41146275","1328","1328","1328"
"20245.412278481","1328","1328","1328"
"20255.411531172","1290","1290","1290"
"20265.411767421","1278","1278","1278"
"20275.416192387","1278","1278","1278"
"20285.411604251","1290","1290","1290"
"20295.411438048","1316","1316","1316"
"20305.41074606","1278","1278","1278"
"20315.414228371","1278","1278","1278"
"20325.411028254","1303","1303","1303"
"20335.410839191","1316","1316","1316"
"20345.414593954","1278","1278","1278"
"20355.412673542","1278","1278","1278"
"20365.412237366","1328","1328","1328"
"20375.414606598","1278","1278","1278"
"20385.412556626","1265","1265","1265"
"20395.411814209","1290","1290","1290"
"20405.415877942","1278","1278","1278"
"20415.412384781","1278","1278","1278"
"20425.411695941","1278","1278","1278"
"20435.418070423","1316","1316","1316"
"20445.411354967","1278","1278","1278"
"20455.410668117","1290","1290","1290"
"20465.411600641","1328","1328","1328"
"20475.412101737","1290","1290","1290"
"20485.410751184","1278","1278","1278"
"20495.411753985","1278","1278","1278"
"20505.413073486","1290","1290","1290"
"20515.411184111","1328","1328","1328"
"20525.411327899","1316","1316","1316"
"20535.411023183","1265","1265","1265"
"20545.410995427","1278","1278","1278"
"20555.411940353","1328","1328","1328"
"20565.411240289","1316","1316","1316"
"20575.411670571","1278","1278","1278"
"20585.414614768","1316","1316","1316"
"20595.412005727","1316","1316","1316"
"20605.415095031","1316","1316","1316"
"20615.411363006","1278","1278","1278"
"20625.412626867","1265","1265","1265"
"20635.419225253","1278","1278","1278"
"20645.41111751","1328","1328","1328"
"20655.411253983","1328","1328","1328"
"20665.418812255","1252","1252","1252"
"20675.411854047","1316","1316","1316"
"20685.412831509","1290","1290","1290"
"20695.411118648","1316","1316","1316"
"20705.414531906","1290","1290","1290"
"20715.411295648","1303","1303","1303"
"20725.412855753","1290","1290","1290"
"20735.419676862","1278","1278","1278"
"20745.412213712","1316","1316","1316"
"20755.411781146","1328","1328","1328"
"20765.411127212","1328","1328","1328"
"20775.411900914","1278","1278","1278"
"20785.416049567","1278","1278","1278"
"20795.411668707","1278","1278","1278"
"20805.412070626","1316","1316","1316"
"20815.411440846","1328","1328","1328"
"20825.414395225","1278","1278","1278"
"20835.410903316","1328","1328","1328"
"20845.417256408","1278","1278","1278"
"20855.412080907","1316","1316","1316"
"20865.413074522","1290","1290","1290"
"20875.411786355","1265","1265","1265"
"20885.411159365","1316","1316","1316"
"20895.411858433","1328","1328","1328"
"20905.416318656","1290","1290","1290"
"20915.411312613","1278","1278","1278"
"20925.420506259","1290","1290","1290"
"20935.414798704","1290","1290","1290"
"20945.411339667","1328","1328","1328"
"20955.412692392","1278","1278","1278"
"20965.410843417","1290","1290","1290"
"20975.411485508","1316","1316","1316"
"20985.412029648","1316","1316","1316"
"20995.411048406","1290","1290","1290"
"21005.41115382","1328","1328","1328"
"21015.411174191","1316","1316","1316"
"21025.412010121","1278","1278","1278"
"21035.411531666","1328","1328","1328"
"21045.410807805","1278","1278","1278"
"21055.410907174","1328","1328","1328"
"21065.413589199","1252","1252","1252"
"21075.411154131","1290","1290","1290"
"21085.411889643","1278","1278","1278"
"21095.411926805","1316","1316","1316"
"21105.415934155","1278","1278","1278"
"21115.411561251","1328","1328","1328"
"21125.411691546","1278","1278","1278"
"21135.411664606","1278","1278","1278"
"21145.411813706","1278","1278","1278"
"21155.411716463","1290","1290","1290"
"21165.411007726","1290","1290","1290"
"21175.414131007","1328","1328","1328"
"21185.412355094","1316","1316","1316"
"21195.410958494","1278","1278","1278"
"21205.411491341","1290","1290","1290"
"21215.411144121","1278","1278","1278"
"21225.415965416","1290","1290","1290"
"21235.412002091","1278","1278","1278"
"21245.411347355","1328","1328","1328"
"21255.410797256","1278","1278","1278"
"21265.414690998","1278","1278","1278"
"21275.41143294","1328","1328","1328"
"21285.411779562","1316","1316","1316"
"21295.411261685","1316","1316","1316"
"21305.411117526","1278","1278","1278"
"21315.411817156","1278","1278","1278"
"21325.411743139","1328","1328","1328"
"21335.410923686","1316","1316","1316"
"21345.411586221","1316","1316","1316"
"21355.411100041","1278","1278","1278"
"21365.414738323","1278","1278","1278"
"21375.410958013","1290","1290","1290"
"21385.413664776","1278","1278","1278"
"21395.411742374","1328","1328","1328"
"21405.412509937","1278","1278","1278"
"21415.416779707","1278","1278","1278"
"21425.411983897","1278","1278","1278"
"21435.411504492","1316","1316","1316"
"21445.411770402","1278","1278","1278"
"21455.411731832","1316","1316","1316"
"21465.414796665","1278","1278","1278"
"21475.412425026","1328","1328","1328"
"21485.414610619","1278","1278","1278"
"21495.411737289","1328","1328","1328"
"21505.411828295","1303","1303","1303"
"21515.412289871","1278","1278","1278"
"21525.411566255","1316","1316","1316"
"21535.410959568","1328","1328","1328"
"21545.413382714","1278","1278","1278"
"21555.412409617","1316","1316","1316"
"21565.410853061","1278","1278","1278"
"21575.411662959","1316","1316","1316"
"21585.41441544","1278","1278","1278"
"21595.411163625","1328","1328","1328"
"21605.414583713","1265","1265","1265"
"21615.411029177","1328","1328","1328"
"21625.411322382","1278","1278","1278"
"21635.414531085","1303","1303","1303"
"21645.411504803","1328","1328","1328"
"21655.41170018","1328","1328","1328"
"21665.411873787","1316","1316","1316"
"21675.414143549","1316","1316","1316"
"21685.411627634","1328","1328","1328"
"21695.412628","1278","1278","1278"
"21705.411436984","1278","1278","1278"
"21715.411856421","1328","1328","1328"
"21725.412381919","1328","1328","1328"
"21735.413360233","1278","1278","1278"
"21745.413363563","1290","1290","1290"
"21755.416473772","1316","1316","1316"
"21765.412606195","1303","1303","1303"
"21775.41502054","1278","1278","1278"
"21785.413047487","1328","1328","1328"
"21795.41142496","1290","1290","1290"
"21805.411449574","1328","1328","1328"
"21815.412398965","1316","1316","1316"
"21825.412333113","1278","1278","1278"
"21835.412071517","1278","1278","1278"
"21845.412094384","1316","1316","1316"
"21855.411684957","1278","1278","1278"
"21865.411393681","1328","1328","1328"
"21875.411983804","1328","1328","1328"
"21885.420743848","1303","1303","1303"
"21895.416388958","1278","1278","1278"
"21905.41120506","1278","1278","1278"
"21915.412163033","1316","1316","1316"
"21925.416572535","1278","1278","1278"
"21935.413674203","1316","1316","1316"
"21945.410895658","1278","1278","1278"
"21955.413488925","1316","1316","1316"
"21965.415297453","1252","1252","1252"
"21975.412302389","1290","1290","1290"
"21985.411688803","1252","1252","1252"
"21995.41099758","1278","1278","1278"
"22005.411176737","1265","1265","1265"
"22015.412721314","1316","1316","1316"
"22025.411577031","1316","1316","1316"
"22035.41115759","1290","1290","1290"
"22045.412794871","1265","1265","1265"
"22055.411471331","1316","1316","1316"
"22065.411538565","1278","1278","1278"
"22075.415527924","1278","1278","1278"
"22085.411966646","1265","1265","1265"
"22095.411984464","1290","1290","1290"
"22105.412352945","1316","1316","1316"
"22115.411365395","1316","1316","1316"
"22125.411559135","1290","1290","1290"
"22135.411892921","1328","1328","1328"
"22145.411526141","1328","1328","1328"
"22155.411850268","1328","1328","1328"
"22165.411488442","1316","1316","1316"
"22175.411726331","1316","1316","1316"
"22185.411479748","1278","1278","1278"
"22195.41771005","1290","1290","1290"
"22205.415028993","1328","1328","1328"
"22215.418107443","1290","1290","1290"
"22225.411551024","1290","1290","1290"
"22235.41181597","1303","1303","1303"
"22245.411795287","1278","1278","1278"
"22255.413806954","1328","1328","1328"
"22265.411418244","1278","1278","1278"
"22275.410900863","1328","1328","1328"
"22285.413886392","1316","1316","1316"
"22295.411602212","1278","1278","1278"
"22305.411284477","1278","1278","1278"
"22315.414142447","1278","1278","1278"
"22325.411145657","1278","1278","1278"
"22335.411243103","1316","1316","1316"
"22345.411006746","1290","1290","1290"
"22355.410919939","1316","1316","1316"
"22365.411567796","1278","1278","1278"
"22375.410999082","1328","1328","1328"
"22385.411441955","1316","1316","1316"
"22395.420929948","1316","1316","1316"
"22405.414120522","1278","1278","1278"
"22415.411146886","1328","1328","1328"
"22425.410993703","1278","1278","1278"
"22435.412349014","1316","1316","1316"
"22445.41160683","1328","1328","1328"
"22455.415431298","1328","1328","1328"
"22465.41245829","1328","1328","1328"
"22475.411971777","1328","1328","1328"
"22485.413440752","1328","1328","1328"
"22495.412726073","1278","1278","1278"
"22505.412432528","1328","1328","1328"
"22515.41091563","1328","1328","1328"
"22525.411734797","1328","1328","1328"
"22535.410897348","1328","1328","1328"
"22545.41219946","1328","1328","1328"
"22555.411201847","1328","1328","1328"
"22565.411435841","1328","1328","1328"
"22575.411372067","1328","1328","1328"
"22585.411537001","1328","1328","1328"
"22595.412843188","1328","1328","1328"
"22605.411348198","1328","1328","1328"
"22615.411265835","1328","1328","1328"
"22775.411693486","1189","1189","1189"
"22785.412247218","1189","1189","1189"
"22825.411309537","1189","1189","1189"
"22895.412129727","1189","1189","1189"
"23165.410852469","1189","1189","1189"
"23175.410951642","1189","1189","1189"
"23735.411809428","1189","1189","1189"
"23745.411985866","1189","1189","1189"
"23755.413535802","1189","1189","1189"
"23765.411525562","1189","1189","1189"
"23775.411473392","1189","1189","1189"
"23785.411322184","1189","1189","1189"
"23795.414205548","1189","1189","1189"
"23805.410675285","1189","1189","1189"
"23815.411662744","1189","1189","1189"
"23825.412009404","1189","1189","1189"
"23835.411818005","1189","1189","1189"
"23845.414435924","1189","1189","1189"
"23855.413622886","1189","1189","1189"
"23865.413013182","1189","1189","1189"
"23875.412149596","1189","1189","1189"
"23885.411627594","1189","1189","1189"
"23895.410916072","1189","1189","1189"
"23905.412483719","1189","1189","1189"
"23915.411929245","1189","1189","1189"
"23925.410735442","1189","1189","1189"
"23935.411865707","1189","1189","1189"
"23945.414130796","1189","1189","1189"
"23955.422960364","1189","1189","1189"
"23965.411434901","1189","1189","1189"
"23975.415647203","1189","1189","1189"
"23985.414186618","1189","1189","1189"
"23995.415701072","1189","1189","1189"
"24005.415935807","1189","1189","1189"
"24015.413742565","1189","1189","1189"
"24025.4115708","1189","1189","1189"
"24035.410426062","1189","1189","1189"
"24185.411843267","1189","1189","1189"
"24195.411637232","1189","1189","1189"
"24205.41135783","1189","1189","1189"
"24215.411147422","1189","1189","1189"
"24225.411620244","1189","1189","1189"
"24235.411848124","1189","1189","1189"
"24365.411133672","1189","1189","1189"
"24375.41101276","1189","1189","1189"
"24385.411511192","1189","1189","1189"
"24435.411047088","1189","1189","1189"
"24445.411867952","1189","1189","1189"
"24455.411126821","1189","1189","1189"
