"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.memory","StudyAbroadGPT-7B - system/gpu.0.memory__MIN","StudyAbroadGPT-7B - system/gpu.0.memory__MAX"
"18605.414904207","11","11","11"
"18615.414468271","9","9","9"
"18625.411434639","11","11","11"
"18635.411442584","12","12","12"
"18645.41462623","12","12","12"
"18655.413865691","11","11","11"
"18665.411602723","10","10","10"
"18675.418768125","14","14","14"
"18685.412286233","13","13","13"
"18695.413704484","9","9","9"
"18705.410955478","10","10","10"
"18715.410902409","10","10","10"
"18725.413692794","13","13","13"
"18735.411709924","8","8","8"
"18745.411683044","9","9","9"
"18755.412591127","11","11","11"
"18765.411370658","12","12","12"
"18775.411142735","11","11","11"
"18785.41074566","10","10","10"
"18795.412606745","10","10","10"
"18805.411450004","11","11","11"
"18815.416207406","13","13","13"
"18825.410909786","10","10","10"
"18835.411912266","13","13","13"
"18845.410956169","10","10","10"
"18855.412017693","10","10","10"
"18865.414657036","13","13","13"
"18875.411780157","11","11","11"
"18885.41299209","11","11","11"
"18895.411917256","9","9","9"
"18905.411193715","12","12","12"
"18915.410943641","10","10","10"
"18925.411899857","13","13","13"
"18935.411430959","10","10","10"
"18945.419483209","13","13","13"
"18955.411352589","9","9","9"
"18965.41470277","10","10","10"
"18975.410881324","11","11","11"
"18985.411906244","13","13","13"
"18995.413552089","10","10","10"
"19005.415322895","13","13","13"
"19015.411566972","9","9","9"
"19025.411735325","14","14","14"
"19035.41814536","9","9","9"
"19045.412112405","10","10","10"
"19055.411318459","10","10","10"
"19065.411632354","14","14","14"
"19075.410919171","10","10","10"
"19085.411626939","13","13","13"
"19095.411828614","10","10","10"
"19105.415412517","11","11","11"
"19115.413483734","9","9","9"
"19125.412264333","13","13","13"
"19135.412307672","9","9","9"
"19145.414174703","10","10","10"
"19155.412821677","12","12","12"
"19165.411785967","11","11","11"
"19175.413683034","12","12","12"
"19185.411885101","11","11","11"
"19195.414860324","11","11","11"
"19205.411801765","6","6","6"
"19215.41165154","7","7","7"
"19225.414878464","11","11","11"
"19235.41134472","13","13","13"
"19245.411462533","9","9","9"
"19255.411690469","7","7","7"
"19265.416271762","9","9","9"
"19275.411183275","11","11","11"
"19285.41116831","10","10","10"
"19295.415356679","12","12","12"
"19305.414333855","11","11","11"
"19315.418994285","14","14","14"
"19325.413439369","10","10","10"
"19335.411726214","13","13","13"
"19345.412243432","13","13","13"
"19355.411409069","11","11","11"
"19365.411625577","10","10","10"
"19375.411524855","13","13","13"
"19385.414954959","12","12","12"
"19395.411077387","6","6","6"
"19405.411714139","7","7","7"
"19415.41220394","10","10","10"
"19425.411485922","10","10","10"
"19435.412095721","9","9","9"
"19445.411289194","11","11","11"
"19455.412159413","6","6","6"
"19465.411138264","9","9","9"
"19475.411233725","9","9","9"
"19485.412319048","10","10","10"
"19495.417075964","11","11","11"
"19505.411627738","10","10","10"
"19515.412018506","13","13","13"
"19525.415458771","9","9","9"
"19535.411927974","11","11","11"
"19545.412359599","7","7","7"
"19555.417245553","10","10","10"
"19565.414099056","10","10","10"
"19575.411904289","13","13","13"
"19585.412756917","12","12","12"
"19595.412098722","10","10","10"
"19605.411348936","11","11","11"
"19615.414596103","11","11","11"
"19625.413135969","10","10","10"
"19635.411218866","9","9","9"
"19645.411591585","11","11","11"
"19655.411188553","12","12","12"
"19665.411942138","10","10","10"
"19675.411208725","13","13","13"
"19685.411432656","10","10","10"
"19695.411623157","13","13","13"
"19705.411871591","9","9","9"
"19715.412215345","11","11","11"
"19725.412906102","10","10","10"
"19735.411340287","11","11","11"
"19745.411619173","13","13","13"
"19755.412181755","11","11","11"
"19765.412909541","14","14","14"
"19775.411887504","11","11","11"
"19785.415996571","11","11","11"
"19795.412846482","11","11","11"
"19805.412234051","10","10","10"
"19815.411644052","13","13","13"
"19825.411622832","13","13","13"
"19835.410839492","11","11","11"
"19845.411888416","12","12","12"
"19855.412301373","6","6","6"
"19865.41238304","9","9","9"
"19875.41218203","10","10","10"
"19885.411374271","10","10","10"
"19895.413434449","11","11","11"
"19905.411878333","11","11","11"
"19915.412597635","10","10","10"
"19925.412279645","10","10","10"
"19935.416261429","9","9","9"
"19945.411437492","9","9","9"
"19955.412591944","9","9","9"
"19965.411903742","11","11","11"
"19975.411989724","13","13","13"
"19985.412131215","10","10","10"
"19995.413325102","12","12","12"
"20005.41210521","11","11","11"
"20015.414738761","11","11","11"
"20025.411579709","11","11","11"
"20035.413312477","13","13","13"
"20045.411308638","10","10","10"
"20055.415867175","14","14","14"
"20065.411411831","9","9","9"
"20075.410899156","13","13","13"
"20085.41351569","10","10","10"
"20095.416433605","11","11","11"
"20105.41193267","10","10","10"
"20115.411733931","11","11","11"
"20125.412600939","11","11","11"
"20135.411462576","10","10","10"
"20145.412426192","10","10","10"
"20155.411032559","10","10","10"
"20165.417511918","11","11","11"
"20175.412216944","11","11","11"
"20185.411542675","10","10","10"
"20195.414654573","13","13","13"
"20205.410681827","10","10","10"
"20215.411633814","12","12","12"
"20225.412994935","13","13","13"
"20235.41146275","14","14","14"
"20245.412278481","14","14","14"
"20255.411531172","10","10","10"
"20265.411767421","11","11","11"
"20275.416192387","10","10","10"
"20285.411604251","11","11","11"
"20295.411438048","10","10","10"
"20305.41074606","11","11","11"
"20315.414228371","11","11","11"
"20325.411028254","11","11","11"
"20335.410839191","10","10","10"
"20345.414593954","13","13","13"
"20355.412673542","10","10","10"
"20365.412237366","10","10","10"
"20375.414606598","8","8","8"
"20385.412556626","10","10","10"
"20395.411814209","11","11","11"
"20405.415877942","9","9","9"
"20415.412384781","12","12","12"
"20425.411695941","13","13","13"
"20435.418070423","14","14","14"
"20445.411354967","13","13","13"
"20455.410668117","11","11","11"
"20465.411600641","12","12","12"
"20475.412101737","11","11","11"
"20485.410751184","13","13","13"
"20495.411753985","8","8","8"
"20505.413073486","11","11","11"
"20515.411184111","13","13","13"
"20525.411327899","11","11","11"
"20535.411023183","10","10","10"
"20545.410995427","12","12","12"
"20555.411940353","8","8","8"
"20565.411240289","11","11","11"
"20575.411670571","13","13","13"
"20585.414614768","10","10","10"
"20595.412005727","10","10","10"
"20605.415095031","10","10","10"
"20615.411363006","13","13","13"
"20625.412626867","9","9","9"
"20635.419225253","13","13","13"
"20645.41111751","6","6","6"
"20655.411253983","13","13","13"
"20665.418812255","15","15","15"
"20675.411854047","12","12","12"
"20685.412831509","10","10","10"
"20695.411118648","9","9","9"
"20705.414531906","11","11","11"
"20715.411295648","12","12","12"
"20725.412855753","11","11","11"
"20735.419676862","10","10","10"
"20745.412213712","11","11","11"
"20755.411781146","10","10","10"
"20765.411127212","10","10","10"
"20775.411900914","10","10","10"
"20785.416049567","12","12","12"
"20795.411668707","9","9","9"
"20805.412070626","11","11","11"
"20815.411440846","6","6","6"
"20825.414395225","10","10","10"
"20835.410903316","10","10","10"
"20845.417256408","9","9","9"
"20855.412080907","11","11","11"
"20865.413074522","11","11","11"
"20875.411786355","9","9","9"
"20885.411159365","12","12","12"
"20895.411858433","15","15","15"
"20905.416318656","13","13","13"
"20915.411312613","11","11","11"
"20925.420506259","12","12","12"
"20935.414798704","11","11","11"
"20945.411339667","9","9","9"
"20955.412692392","11","11","11"
"20965.410843417","12","12","12"
"20975.411485508","11","11","11"
"20985.412029648","11","11","11"
"20995.411048406","10","10","10"
"21005.41115382","11","11","11"
"21015.411174191","11","11","11"
"21025.412010121","13","13","13"
"21035.411531666","10","10","10"
"21045.410807805","13","13","13"
"21055.410907174","12","12","12"
"21065.413589199","10","10","10"
"21075.411154131","11","11","11"
"21085.411889643","9","9","9"
"21095.411926805","10","10","10"
"21105.415934155","10","10","10"
"21115.411561251","12","12","12"
"21125.411691546","10","10","10"
"21135.411664606","13","13","13"
"21145.411813706","11","11","11"
"21155.411716463","11","11","11"
"21165.411007726","11","11","11"
"21175.414131007","12","12","12"
"21185.412355094","10","10","10"
"21195.410958494","10","10","10"
"21205.411491341","10","10","10"
"21215.411144121","11","11","11"
"21225.415965416","11","11","11"
"21235.412002091","13","13","13"
"21245.411347355","14","14","14"
"21255.410797256","14","14","14"
"21265.414690998","10","10","10"
"21275.41143294","14","14","14"
"21285.411779562","11","11","11"
"21295.411261685","10","10","10"
"21305.411117526","12","12","12"
"21315.411817156","13","13","13"
"21325.411743139","14","14","14"
"21335.410923686","11","11","11"
"21345.411586221","11","11","11"
"21355.411100041","11","11","11"
"21365.414738323","10","10","10"
"21375.410958013","11","11","11"
"21385.413664776","10","10","10"
"21395.411742374","12","12","12"
"21405.412509937","9","9","9"
"21415.416779707","14","14","14"
"21425.411983897","9","9","9"
"21435.411504492","11","11","11"
"21445.411770402","10","10","10"
"21455.411731832","9","9","9"
"21465.414796665","10","10","10"
"21475.412425026","13","13","13"
"21485.414610619","10","10","10"
"21495.411737289","9","9","9"
"21505.411828295","11","11","11"
"21515.412289871","14","14","14"
"21525.411566255","11","11","11"
"21535.410959568","11","11","11"
"21545.413382714","10","10","10"
"21555.412409617","10","10","10"
"21565.410853061","10","10","10"
"21575.411662959","11","11","11"
"21585.41441544","10","10","10"
"21595.411163625","12","12","12"
"21605.414583713","9","9","9"
"21615.411029177","11","11","11"
"21625.411322382","9","9","9"
"21635.414531085","12","12","12"
"21645.411504803","6","6","6"
"21655.41170018","9","9","9"
"21665.411873787","12","12","12"
"21675.414143549","11","11","11"
"21685.411627634","14","14","14"
"21695.412628","11","11","11"
"21705.411436984","10","10","10"
"21715.411856421","11","11","11"
"21725.412381919","10","10","10"
"21735.413360233","9","9","9"
"21745.413363563","11","11","11"
"21755.416473772","11","11","11"
"21765.412606195","12","12","12"
"21775.41502054","10","10","10"
"21785.413047487","15","15","15"
"21795.41142496","12","12","12"
"21805.411449574","13","13","13"
"21815.412398965","11","11","11"
"21825.412333113","12","12","12"
"21835.412071517","10","10","10"
"21845.412094384","10","10","10"
"21855.411684957","9","9","9"
"21865.411393681","11","11","11"
"21875.411983804","10","10","10"
"21885.420743848","14","14","14"
"21895.416388958","14","14","14"
"21905.41120506","13","13","13"
"21915.412163033","9","9","9"
"21925.416572535","10","10","10"
"21935.413674203","11","11","11"
"21945.410895658","10","10","10"
"21955.413488925","10","10","10"
"21965.415297453","9","9","9"
"21975.412302389","11","11","11"
"21985.411688803","9","9","9"
"21995.41099758","11","11","11"
"22005.411176737","10","10","10"
"22015.412721314","11","11","11"
"22025.411577031","9","9","9"
"22035.41115759","12","12","12"
"22045.412794871","14","14","14"
"22055.411471331","11","11","11"
"22065.411538565","9","9","9"
"22075.415527924","13","13","13"
"22085.411966646","10","10","10"
"22095.411984464","11","11","11"
"22105.412352945","11","11","11"
"22115.411365395","11","11","11"
"22125.411559135","12","12","12"
"22135.411892921","11","11","11"
"22145.411526141","8","8","8"
"22155.411850268","8","8","8"
"22165.411488442","11","11","11"
"22175.411726331","11","11","11"
"22185.411479748","12","12","12"
"22195.41771005","11","11","11"
"22205.415028993","14","14","14"
"22215.418107443","14","14","14"
"22225.411551024","14","14","14"
"22235.41181597","12","12","12"
"22245.411795287","10","10","10"
"22255.413806954","10","10","10"
"22265.411418244","10","10","10"
"22275.410900863","10","10","10"
"22285.413886392","9","9","9"
"22295.411602212","13","13","13"
"22305.411284477","9","9","9"
"22315.414142447","13","13","13"
"22325.411145657","10","10","10"
"22335.411243103","10","10","10"
"22345.411006746","10","10","10"
"22355.410919939","10","10","10"
"22365.411567796","12","12","12"
"22375.410999082","10","10","10"
"22385.411441955","10","10","10"
"22395.420929948","10","10","10"
"22405.414120522","11","11","11"
"22415.411146886","11","11","11"
"22425.410993703","9","9","9"
"22435.412349014","11","11","11"
"22445.41160683","8","8","8"
"22455.415431298","10","10","10"
"22465.41245829","7","7","7"
"22475.411971777","12","12","12"
"22485.413440752","10","10","10"
"22495.412726073","12","12","12"
"22505.412432528","19","19","19"
"22515.41091563","20","20","20"
"22525.411734797","19","19","19"
"22535.410897348","20","20","20"
"22545.41219946","19","19","19"
"22555.411201847","19","19","19"
"22565.411435841","20","20","20"
"22575.411372067","19","19","19"
"22585.411537001","20","20","20"
"22595.412843188","20","20","20"
"22605.411348198","19","19","19"
"22615.411265835","20","20","20"
"22775.411693486","0","0","0"
"22785.412247218","0","0","0"
"22825.411309537","0","0","0"
"22895.412129727","0","0","0"
"23165.410852469","0","0","0"
"23175.410951642","0","0","0"
"23735.411809428","0","0","0"
"23745.411985866","3","3","3"
"23755.413535802","0","0","0"
"23765.411525562","0","0","0"
"23775.411473392","0","0","0"
"23785.411322184","0","0","0"
"23795.414205548","0","0","0"
"23805.410675285","0","0","0"
"23815.411662744","0","0","0"
"23825.412009404","0","0","0"
"23835.411818005","4","4","4"
"23845.414435924","0","0","0"
"23855.413622886","0","0","0"
"23865.413013182","0","0","0"
"23875.412149596","0","0","0"
"23885.411627594","0","0","0"
"23895.410916072","0","0","0"
"23905.412483719","0","0","0"
"23915.411929245","0","0","0"
"23925.410735442","0","0","0"
"23935.411865707","0","0","0"
"23945.414130796","0","0","0"
"23955.422960364","0","0","0"
"23965.411434901","0","0","0"
"23975.415647203","0","0","0"
"23985.414186618","0","0","0"
"23995.415701072","0","0","0"
"24005.415935807","0","0","0"
"24015.413742565","0","0","0"
"24025.4115708","0","0","0"
"24035.410426062","0","0","0"
"24185.411843267","3","3","3"
"24195.411637232","0","0","0"
"24205.41135783","0","0","0"
"24215.411147422","0","0","0"
"24225.411620244","0","0","0"
"24235.411848124","0","0","0"
"24365.411133672","0","0","0"
"24375.41101276","0","0","0"
"24385.411511192","0","0","0"
"24435.411047088","2","2","2"
"24445.411867952","1","1","1"
"24455.411126821","0","0","0"
