"Relative Time (Process)","StudyAbroadGPT-7B - system/proc.cpu.threads","StudyAbroadGPT-7B - system/proc.cpu.threads__MIN","StudyAbroadGPT-7B - system/proc.cpu.threads__MAX"
"18585.406566752","29","29","29"
"18595.406816365","29","29","29"
"18605.407501596","29","29","29"
"18615.407189807","29","29","29"
"18625.407115982","29","29","29"
"18635.407105793","29","29","29"
"18645.406696836","29","29","29"
"18655.407912538","29","29","29"
"18665.407545835","29","29","29"
"18675.406981845","29","29","29"
"18685.406783038","29","29","29"
"18695.406802868","29","29","29"
"18705.406804636","29","29","29"
"18715.407079943","29","29","29"
"18725.407448249","29","29","29"
"18735.407149675","29","29","29"
"18745.407880497","29","29","29"
"18755.407486331","29","29","29"
"18765.407180693","29","29","29"
"18775.40696326","29","29","29"
"18785.406529854","29","29","29"
"18795.407351688","29","29","29"
"18805.407373918","29","29","29"
"18815.407408187","29","29","29"
"18825.406884489","29","29","29"
"18835.407618533","29","29","29"
"18845.406651939","29","29","29"
"18855.407166333","29","29","29"
"18865.407180585","29","29","29"
"18875.40714231","29","29","29"
"18885.406676685","29","29","29"
"18895.406809158","29","29","29"
"18905.407566362","29","29","29"
"18915.406999557","29","29","29"
"18925.407230034","29","29","29"
"18935.407458962","29","29","29"
"18945.4065297","29","29","29"
"18955.406974312","29","29","29"
"18965.406866","29","29","29"
"18975.407078145","29","29","29"
"18985.407374149","29","29","29"
"18995.407388981","29","29","29"
"19005.407091251","29","29","29"
"19015.40689603","29","29","29"
"19025.407589817","29","29","29"
"19035.406730038","29","29","29"
"19045.407184762","29","29","29"
"19055.406938467","29","29","29"
"19065.40758964","29","29","29"
"19075.40665149","29","29","29"
"19085.407531053","29","29","29"
"19095.407831767","29","29","29"
"19105.407563561","29","29","29"
"19115.406785128","29","29","29"
"19125.407582777","29","29","29"
"19135.407610525","29","29","29"
"19145.407397411","29","29","29"
"19155.407600356","29","29","29"
"19165.407474307","29","29","29"
"19175.407548834","29","29","29"
"19185.407448808","29","29","29"
"19195.407556252","29","29","29"
"19205.407254877","29","29","29"
"19215.406792739","29","29","29"
"19225.407403177","29","29","29"
"19235.406588185","29","29","29"
"19245.407131146","29","29","29"
"19255.407330744","29","29","29"
"19265.406713537","29","29","29"
"19275.406988602","29","29","29"
"19285.40671671","29","29","29"
"19295.407113446","29","29","29"
"19305.40701013","29","29","29"
"19315.407490366","29","29","29"
"19325.407313948","29","29","29"
"19335.407401515","29","29","29"
"19345.408218967","29","29","29"
"19355.407174376","29","29","29"
"19365.407339384","29","29","29"
"19375.407170891","29","29","29"
"19385.407483715","29","29","29"
"19395.40687422","29","29","29"
"19405.407223675","29","29","29"
"19415.406750914","29","29","29"
"19425.40721119","29","29","29"
"19435.407608508","29","29","29"
"19445.407342057","29","29","29"
"19455.407329321","29","29","29"
"19465.40672171","29","29","29"
"19475.406968789","29","29","29"
"19485.407021527","29","29","29"
"19495.407204623","29","29","29"
"19505.407330044","29","29","29"
"19515.406901655","29","29","29"
"19525.407570846","29","29","29"
"19535.406837078","29","29","29"
"19545.407235633","29","29","29"
"19555.407339431","29","29","29"
"19565.407574824","29","29","29"
"19575.407156637","29","29","29"
"19585.407043123","29","29","29"
"19595.40798012","29","29","29"
"19605.407212124","29","29","29"
"19615.407353017","29","29","29"
"19625.407528281","29","29","29"
"19635.406857084","29","29","29"
"19645.407682116","29","29","29"
"19655.406637126","29","29","29"
"19665.406696516","29","29","29"
"19675.407220165","29","29","29"
"19685.407180242","29","29","29"
"19695.407346868","29","29","29"
"19705.407505312","29","29","29"
"19715.407466416","29","29","29"
"19725.406729449","29","29","29"
"19735.407392505","29","29","29"
"19745.407159951","29","29","29"
"19755.407131359","29","29","29"
"19765.408029496","29","29","29"
"19775.407099796","29","29","29"
"19785.407273872","29","29","29"
"19795.407712998","29","29","29"
"19805.40762381","29","29","29"
"19815.407461595","29","29","29"
"19825.407212261","29","29","29"
"19835.406979788","29","29","29"
"19845.407273128","29","29","29"
"19855.407031393","29","29","29"
"19865.406813492","29","29","29"
"19875.407475465","29","29","29"
"19885.406997225","29","29","29"
"19895.407524386","29","29","29"
"19905.407492531","29","29","29"
"19915.407768827","29","29","29"
"19925.407522507","29","29","29"
"19935.407034425","29","29","29"
"19945.407053746","29","29","29"
"19955.407302257","29","29","29"
"19965.407813337","29","29","29"
"19975.407043758","29","29","29"
"19985.407505767","29","29","29"
"19995.407625799","29","29","29"
"20005.407089388","29","29","29"
"20015.4065958","29","29","29"
"20025.407094159","29","29","29"
"20035.40746759","29","29","29"
"20045.407053204","29","29","29"
"20055.407685674","29","29","29"
"20065.407321141","29","29","29"
"20075.40676813","29","29","29"
"20085.407517614","29","29","29"
"20095.407151635","29","29","29"
"20105.407328926","29","29","29"
"20115.407529273","29","29","29"
"20125.407019533","29","29","29"
"20135.407071855","29","29","29"
"20145.406831308","29","29","29"
"20155.407279928","29","29","29"
"20165.407298601","29","29","29"
"20175.406609531","29","29","29"
"20185.407318123","29","29","29"
"20195.406862186","29","29","29"
"20205.406674813","29","29","29"
"20215.406691632","29","29","29"
"20225.407176717","29","29","29"
"20235.407317705","29","29","29"
"20245.407326033","29","29","29"
"20255.407210644","29","29","29"
"20265.407587493","29","29","29"
"20275.406888195","29","29","29"
"20285.407274","29","29","29"
"20295.407270429","29","29","29"
"20305.406490382","29","29","29"
"20315.407230901","29","29","29"
"20325.407127805","29","29","29"
"20335.406644437","29","29","29"
"20345.406865414","29","29","29"
"20355.407265588","29","29","29"
"20365.40745996","29","29","29"
"20375.407502715","29","29","29"
"20385.407620343","29","29","29"
"20395.406861864","29","29","29"
"20405.407820295","29","29","29"
"20415.407397369","29","29","29"
"20425.407800569","29","29","29"
"20435.407207291","29","29","29"
"20445.406794645","29","29","29"
"20455.406599794","29","29","29"
"20465.406851303","29","29","29"
"20475.407627821","29","29","29"
"20485.406758192","29","29","29"
"20495.407540424","29","29","29"
"20505.406937497","29","29","29"
"20515.406907885","29","29","29"
"20525.406986997","29","29","29"
"20535.40685617","29","29","29"
"20545.406780184","29","29","29"
"20555.407638485","29","29","29"
"20565.407176706","29","29","29"
"20575.407880834","29","29","29"
"20585.406589751","29","29","29"
"20595.407181768","29","29","29"
"20605.407432758","29","29","29"
"20615.407314914","29","29","29"
"20625.407250644","29","29","29"
"20635.407543372","29","29","29"
"20645.406972548","29","29","29"
"20655.406858455","29","29","29"
"20665.407336341","29","29","29"
"20675.407472394","29","29","29"
"20685.407544093","29","29","29"
"20695.406776159","29","29","29"
"20705.407399407","29","29","29"
"20715.406631857","29","29","29"
"20725.407708162","29","29","29"
"20735.407234161","29","29","29"
"20745.407209837","29","29","29"
"20755.407709972","29","29","29"
"20765.406643599","29","29","29"
"20775.40727203","29","29","29"
"20785.407312392","29","29","29"
"20795.40745242","29","29","29"
"20805.406989851","29","29","29"
"20815.406544058","29","29","29"
"20825.40730484","29","29","29"
"20835.406544421","29","29","29"
"20845.406632212","29","29","29"
"20855.406954572","29","29","29"
"20865.407086258","29","29","29"
"20875.407224053","29","29","29"
"20885.406979892","29","29","29"
"20895.407565735","29","29","29"
"20905.407106987","29","29","29"
"20915.407262779","29","29","29"
"20925.407144967","29","29","29"
"20935.4072512","29","29","29"
"20945.406811854","29","29","29"
"20955.406635604","29","29","29"
"20965.406552964","29","29","29"
"20975.407161275","29","29","29"
"20985.407556252","29","29","29"
"20995.406958419","29","29","29"
"21005.406960491","29","29","29"
"21015.407206803","29","29","29"
"21025.407634238","29","29","29"
"21035.407307145","29","29","29"
"21045.406588929","29","29","29"
"21055.406874809","29","29","29"
"21065.407024751","29","29","29"
"21075.407231643","29","29","29"
"21085.407665896","29","29","29"
"21095.407087856","29","29","29"
"21105.407079147","29","29","29"
"21115.406520786","29","29","29"
"21125.40718737","29","29","29"
"21135.407776872","29","29","29"
"21145.407081869","29","29","29"
"21155.407571653","29","29","29"
"21165.407025333","29","29","29"
"21175.406589267","29","29","29"
"21185.40736209","29","29","29"
"21195.406707789","29","29","29"
"21205.407201492","29","29","29"
"21215.406737457","29","29","29"
"21225.407673375","29","29","29"
"21235.408067819","29","29","29"
"21245.407234595","29","29","29"
"21255.406829376","29","29","29"
"21265.407320739","29","29","29"
"21275.407178101","29","29","29"
"21285.407611399","29","29","29"
"21295.407250744","29","29","29"
"21305.406892667","29","29","29"
"21315.407726331","29","29","29"
"21325.407326432","29","29","29"
"21335.406882126","29","29","29"
"21345.407215944","29","29","29"
"21355.406900286","29","29","29"
"21365.407087737","29","29","29"
"21375.406649705","29","29","29"
"21385.407559559","29","29","29"
"21395.407468847","29","29","29"
"21405.40766714","29","29","29"
"21415.407247587","29","29","29"
"21425.407117219","29","29","29"
"21435.406957672","29","29","29"
"21445.407154361","29","29","29"
"21455.407943537","29","29","29"
"21465.4073062","29","29","29"
"21475.407098033","29","29","29"
"21485.407478289","29","29","29"
"21495.407658538","29","29","29"
"21505.407223795","29","29","29"
"21515.407352031","29","29","29"
"21525.406880817","29","29","29"
"21535.406887537","29","29","29"
"21545.407186101","29","29","29"
"21555.407285637","29","29","29"
"21565.406472892","29","29","29"
"21575.40756992","29","29","29"
"21585.406767454","29","29","29"
"21595.406967714","29","29","29"
"21605.407560732","29","29","29"
"21615.40701483","29","29","29"
"21625.407030461","29","29","29"
"21635.407279212","29","29","29"
"21645.407646276","29","29","29"
"21655.407528404","29","29","29"
"21665.406922774","29","29","29"
"21675.406948101","29","29","29"
"21685.40750811","29","29","29"
"21695.407376011","29","29","29"
"21705.407518464","29","29","29"
"21715.406991432","29","29","29"
"21725.407404641","29","29","29"
"21735.406826875","29","29","29"
"21745.407419219","29","29","29"
"21755.406966051","29","29","29"
"21765.407178914","29","29","29"
"21775.406975693","29","29","29"
"21785.407163495","29","29","29"
"21795.407205044","29","29","29"
"21805.40722883","29","29","29"
"21815.407536513","29","29","29"
"21825.407385651","29","29","29"
"21835.407528749","29","29","29"
"21845.407401457","29","29","29"
"21855.407116204","29","29","29"
"21865.407135364","29","29","29"
"21875.406869619","29","29","29"
"21885.407113148","29","29","29"
"21895.407088197","29","29","29"
"21905.406977951","29","29","29"
"21915.407221969","29","29","29"
"21925.407260802","29","29","29"
"21935.406993744","29","29","29"
"21945.406904498","29","29","29"
"21955.406782327","29","29","29"
"21965.407108781","29","29","29"
"21975.407697038","29","29","29"
"21985.407083752","29","29","29"
"21995.406667089","29","29","29"
"22005.406943661","29","29","29"
"22015.40715702","29","29","29"
"22025.407483275","29","29","29"
"22035.40670797","29","29","29"
"22045.407595973","29","29","29"
"22055.407909906","29","29","29"
"22065.407413293","29","29","29"
"22075.406924956","29","29","29"
"22085.406718518","29","29","29"
"22095.407530806","29","29","29"
"22105.407605108","29","29","29"
"22115.407263044","29","29","29"
"22125.407434941","29","29","29"
"22135.40715716","29","29","29"
"22145.407189881","29","29","29"
"22155.40693698","29","29","29"
"22165.407368736","29","29","29"
"22175.407437399","29","29","29"
"22185.407447661","29","29","29"
"22195.407659262","29","29","29"
"22205.406524596","29","29","29"
"22215.406807597","29","29","29"
"22225.406886537","29","29","29"
"22235.406807881","29","29","29"
"22245.408194515","29","29","29"
"22255.406935087","29","29","29"
"22265.406695189","29","29","29"
"22275.406631381","29","29","29"
"22285.406770511","29","29","29"
"22295.407622414","29","29","29"
"22305.4070312","29","29","29"
"22315.407820976","29","29","29"
"22325.406777808","29","29","29"
"22335.406717987","29","29","29"
"22345.406883958","29","29","29"
"22355.406681551","29","29","29"
"22365.406672404","29","29","29"
"22375.406781401","29","29","29"
"22385.407482803","29","29","29"
"22395.407208753","29","29","29"
"22405.406728062","29","29","29"
"22415.407252312","29","29","29"
"22425.4066417","29","29","29"
"22435.407396188","29","29","29"
"22445.407254504","29","29","29"
"22455.408236636","29","29","29"
"22465.407469366","29","29","29"
"22475.406791419","29","29","29"
"22485.407705217","29","29","29"
"22495.40747793","29","29","29"
"22505.407554966","29","29","29"
"22515.406708128","29","29","29"
"22525.407475021","29","29","29"
"22535.40695151","29","29","29"
"22545.407410055","29","29","29"
"22555.406674064","29","29","29"
"22565.4071809","29","29","29"
"22575.407228377","29","29","29"
"22585.407133789","29","29","29"
"22595.406896399","29","29","29"
"22605.407331868","29","29","29"
"22615.407082628","29","29","29"
"22775.407807522","29","29","29"
"22785.407658778","29","29","29"
"22825.407386273","29","29","29"
"22895.407537693","29","29","29"
"23165.406787955","29","29","29"
"23175.406980827","29","29","29"
"23735.407641846","29","29","29"
"23745.407318281","30","30","30"
"23755.408294165","30","30","30"
"23765.40680747","30","30","30"
"23775.407625924","30","30","30"
"23785.406790696","30","30","30"
"23795.406974348","30","30","30"
"23805.406690347","30","30","30"
"23815.407455855","30","30","30"
"23825.407355107","30","30","30"
"23835.407687123","30","30","30"
"23845.407053491","30","30","30"
"23855.407325606","30","30","30"
"23865.406814173","30","30","30"
"23875.407331901","30","30","30"
"23885.407380541","30","30","30"
"23895.406863465","30","30","30"
"23905.4065573","30","30","30"
"23915.406971968","30","30","30"
"23925.406736727","30","30","30"
"23935.410319101","30","30","30"
"23945.406595904","30","30","30"
"23955.406882932","30","30","30"
"23965.407479799","30","30","30"
"23975.408031945","342","342","342"
"23985.408144969","521","521","521"
"23995.411854857","521","521","521"
"24005.408534336","419","419","419"
"24015.407380033","419","419","419"
"24025.407155644","30","30","30"
"24035.406643441","30","30","30"
"24185.407186123","30","30","30"
"24195.407022191","30","30","30"
"24205.40724049","30","30","30"
"24215.407030395","30","30","30"
"24225.406642197","30","30","30"
"24235.407221463","30","30","30"
"24365.406742104","30","30","30"
"24375.406875364","30","30","30"
"24385.407327111","30","30","30"
"24435.407243062","31","31","31"
"24445.406518244","31","31","31"
"24455.407107524","31","31","31"
