"Relative Time (Process)","StudyAbroadGPT-7B - system/gpu.0.gpu","StudyAbroadGPT-7B - system/gpu.0.gpu__MIN","StudyAbroadGPT-7B - system/gpu.0.gpu__MAX"
"18585.411103786","100","100","100"
"18595.412821622","100","100","100"
"18605.414904207","100","100","100"
"18615.414468271","100","100","100"
"18625.411434639","100","100","100"
"18635.411442584","89","89","89"
"18645.41462623","100","100","100"
"18655.413865691","100","100","100"
"18665.411602723","100","100","100"
"18675.418768125","100","100","100"
"18685.412286233","100","100","100"
"18695.413704484","100","100","100"
"18705.410955478","100","100","100"
"18715.410902409","100","100","100"
"18725.413692794","100","100","100"
"18735.411709924","100","100","100"
"18745.411683044","100","100","100"
"18755.412591127","100","100","100"
"18765.411370658","100","100","100"
"18775.411142735","100","100","100"
"18785.41074566","100","100","100"
"18795.412606745","100","100","100"
"18805.411450004","100","100","100"
"18815.416207406","100","100","100"
"18825.410909786","100","100","100"
"18835.411912266","100","100","100"
"18845.410956169","100","100","100"
"18855.412017693","100","100","100"
"18865.414657036","100","100","100"
"18875.411780157","100","100","100"
"18885.41299209","100","100","100"
"18895.411917256","100","100","100"
"18905.411193715","100","100","100"
"18915.410943641","100","100","100"
"18925.411899857","100","100","100"
"18935.411430959","100","100","100"
"18945.419483209","100","100","100"
"18955.411352589","100","100","100"
"18965.41470277","100","100","100"
"18975.410881324","100","100","100"
"18985.411906244","100","100","100"
"18995.413552089","100","100","100"
"19005.415322895","100","100","100"
"19015.411566972","100","100","100"
"19025.411735325","100","100","100"
"19035.41814536","89","89","89"
"19045.412112405","100","100","100"
"19055.411318459","100","100","100"
"19065.411632354","100","100","100"
"19075.410919171","100","100","100"
"19085.411626939","100","100","100"
"19095.411828614","100","100","100"
"19105.415412517","100","100","100"
"19115.413483734","100","100","100"
"19125.412264333","100","100","100"
"19135.412307672","100","100","100"
"19145.414174703","100","100","100"
"19155.412821677","100","100","100"
"19165.411785967","100","100","100"
"19175.413683034","100","100","100"
"19185.411885101","100","100","100"
"19195.414860324","100","100","100"
"19205.411801765","100","100","100"
"19215.41165154","100","100","100"
"19225.414878464","100","100","100"
"19235.41134472","100","100","100"
"19245.411462533","100","100","100"
"19255.411690469","100","100","100"
"19265.416271762","100","100","100"
"19275.411183275","100","100","100"
"19285.41116831","100","100","100"
"19295.415356679","100","100","100"
"19305.414333855","100","100","100"
"19315.418994285","100","100","100"
"19325.413439369","100","100","100"
"19335.411726214","100","100","100"
"19345.412243432","100","100","100"
"19355.411409069","100","100","100"
"19365.411625577","100","100","100"
"19375.411524855","100","100","100"
"19385.414954959","100","100","100"
"19395.411077387","100","100","100"
"19405.411714139","100","100","100"
"19415.41220394","100","100","100"
"19425.411485922","100","100","100"
"19435.412095721","100","100","100"
"19445.411289194","100","100","100"
"19455.412159413","100","100","100"
"19465.411138264","100","100","100"
"19475.411233725","100","100","100"
"19485.412319048","100","100","100"
"19495.417075964","100","100","100"
"19505.411627738","100","100","100"
"19515.412018506","100","100","100"
"19525.415458771","100","100","100"
"19535.411927974","100","100","100"
"19545.412359599","100","100","100"
"19555.417245553","100","100","100"
"19565.414099056","100","100","100"
"19575.411904289","100","100","100"
"19585.412756917","100","100","100"
"19595.412098722","100","100","100"
"19605.411348936","100","100","100"
"19615.414596103","100","100","100"
"19625.413135969","100","100","100"
"19635.411218866","100","100","100"
"19645.411591585","100","100","100"
"19655.411188553","100","100","100"
"19665.411942138","100","100","100"
"19675.411208725","100","100","100"
"19685.411432656","100","100","100"
"19695.411623157","100","100","100"
"19705.411871591","100","100","100"
"19715.412215345","100","100","100"
"19725.412906102","100","100","100"
"19735.411340287","100","100","100"
"19745.411619173","100","100","100"
"19755.412181755","100","100","100"
"19765.412909541","100","100","100"
"19775.411887504","100","100","100"
"19785.415996571","100","100","100"
"19795.412846482","100","100","100"
"19805.412234051","100","100","100"
"19815.411644052","100","100","100"
"19825.411622832","100","100","100"
"19835.410839492","100","100","100"
"19845.411888416","100","100","100"
"19855.412301373","100","100","100"
"19865.41238304","100","100","100"
"19875.41218203","100","100","100"
"19885.411374271","100","100","100"
"19895.413434449","100","100","100"
"19905.411878333","100","100","100"
"19915.412597635","100","100","100"
"19925.412279645","100","100","100"
"19935.416261429","100","100","100"
"19945.411437492","100","100","100"
"19955.412591944","100","100","100"
"19965.411903742","100","100","100"
"19975.411989724","100","100","100"
"19985.412131215","100","100","100"
"19995.413325102","100","100","100"
"20005.41210521","100","100","100"
"20015.414738761","100","100","100"
"20025.411579709","100","100","100"
"20035.413312477","100","100","100"
"20045.411308638","100","100","100"
"20055.415867175","100","100","100"
"20065.411411831","100","100","100"
"20075.410899156","100","100","100"
"20085.41351569","100","100","100"
"20095.416433605","100","100","100"
"20105.41193267","100","100","100"
"20115.411733931","100","100","100"
"20125.412600939","100","100","100"
"20135.411462576","100","100","100"
"20145.412426192","100","100","100"
"20155.411032559","100","100","100"
"20165.417511918","100","100","100"
"20175.412216944","100","100","100"
"20185.411542675","100","100","100"
"20195.414654573","100","100","100"
"20205.410681827","100","100","100"
"20215.411633814","100","100","100"
"20225.412994935","100","100","100"
"20235.41146275","100","100","100"
"20245.412278481","100","100","100"
"20255.411531172","100","100","100"
"20265.411767421","100","100","100"
"20275.416192387","100","100","100"
"20285.411604251","100","100","100"
"20295.411438048","100","100","100"
"20305.41074606","100","100","100"
"20315.414228371","100","100","100"
"20325.411028254","100","100","100"
"20335.410839191","100","100","100"
"20345.414593954","100","100","100"
"20355.412673542","100","100","100"
"20365.412237366","100","100","100"
"20375.414606598","100","100","100"
"20385.412556626","100","100","100"
"20395.411814209","100","100","100"
"20405.415877942","100","100","100"
"20415.412384781","100","100","100"
"20425.411695941","100","100","100"
"20435.418070423","100","100","100"
"20445.411354967","100","100","100"
"20455.410668117","100","100","100"
"20465.411600641","100","100","100"
"20475.412101737","100","100","100"
"20485.410751184","100","100","100"
"20495.411753985","74","74","74"
"20505.413073486","100","100","100"
"20515.411184111","100","100","100"
"20525.411327899","100","100","100"
"20535.411023183","100","100","100"
"20545.410995427","100","100","100"
"20555.411940353","100","100","100"
"20565.411240289","100","100","100"
"20575.411670571","100","100","100"
"20585.414614768","100","100","100"
"20595.412005727","100","100","100"
"20605.415095031","100","100","100"
"20615.411363006","100","100","100"
"20625.412626867","100","100","100"
"20635.419225253","100","100","100"
"20645.41111751","100","100","100"
"20655.411253983","100","100","100"
"20665.418812255","100","100","100"
"20675.411854047","100","100","100"
"20685.412831509","100","100","100"
"20695.411118648","100","100","100"
"20705.414531906","100","100","100"
"20715.411295648","100","100","100"
"20725.412855753","100","100","100"
"20735.419676862","100","100","100"
"20745.412213712","100","100","100"
"20755.411781146","100","100","100"
"20765.411127212","100","100","100"
"20775.411900914","100","100","100"
"20785.416049567","100","100","100"
"20795.411668707","100","100","100"
"20805.412070626","100","100","100"
"20815.411440846","100","100","100"
"20825.414395225","100","100","100"
"20835.410903316","100","100","100"
"20845.417256408","100","100","100"
"20855.412080907","100","100","100"
"20865.413074522","100","100","100"
"20875.411786355","100","100","100"
"20885.411159365","100","100","100"
"20895.411858433","100","100","100"
"20905.416318656","100","100","100"
"20915.411312613","100","100","100"
"20925.420506259","100","100","100"
"20935.414798704","100","100","100"
"20945.411339667","100","100","100"
"20955.412692392","100","100","100"
"20965.410843417","100","100","100"
"20975.411485508","100","100","100"
"20985.412029648","100","100","100"
"20995.411048406","100","100","100"
"21005.41115382","100","100","100"
"21015.411174191","100","100","100"
"21025.412010121","100","100","100"
"21035.411531666","100","100","100"
"21045.410807805","100","100","100"
"21055.410907174","100","100","100"
"21065.413589199","100","100","100"
"21075.411154131","100","100","100"
"21085.411889643","100","100","100"
"21095.411926805","100","100","100"
"21105.415934155","100","100","100"
"21115.411561251","100","100","100"
"21125.411691546","100","100","100"
"21135.411664606","100","100","100"
"21145.411813706","100","100","100"
"21155.411716463","100","100","100"
"21165.411007726","100","100","100"
"21175.414131007","100","100","100"
"21185.412355094","100","100","100"
"21195.410958494","100","100","100"
"21205.411491341","100","100","100"
"21215.411144121","100","100","100"
"21225.415965416","100","100","100"
"21235.412002091","100","100","100"
"21245.411347355","100","100","100"
"21255.410797256","100","100","100"
"21265.414690998","100","100","100"
"21275.41143294","100","100","100"
"21285.411779562","100","100","100"
"21295.411261685","100","100","100"
"21305.411117526","100","100","100"
"21315.411817156","100","100","100"
"21325.411743139","100","100","100"
"21335.410923686","100","100","100"
"21345.411586221","100","100","100"
"21355.411100041","100","100","100"
"21365.414738323","100","100","100"
"21375.410958013","100","100","100"
"21385.413664776","100","100","100"
"21395.411742374","100","100","100"
"21405.412509937","100","100","100"
"21415.416779707","100","100","100"
"21425.411983897","100","100","100"
"21435.411504492","100","100","100"
"21445.411770402","100","100","100"
"21455.411731832","100","100","100"
"21465.414796665","100","100","100"
"21475.412425026","100","100","100"
"21485.414610619","100","100","100"
"21495.411737289","100","100","100"
"21505.411828295","100","100","100"
"21515.412289871","100","100","100"
"21525.411566255","100","100","100"
"21535.410959568","100","100","100"
"21545.413382714","100","100","100"
"21555.412409617","100","100","100"
"21565.410853061","100","100","100"
"21575.411662959","100","100","100"
"21585.41441544","100","100","100"
"21595.411163625","100","100","100"
"21605.414583713","100","100","100"
"21615.411029177","100","100","100"
"21625.411322382","100","100","100"
"21635.414531085","100","100","100"
"21645.411504803","100","100","100"
"21655.41170018","100","100","100"
"21665.411873787","100","100","100"
"21675.414143549","100","100","100"
"21685.411627634","100","100","100"
"21695.412628","100","100","100"
"21705.411436984","100","100","100"
"21715.411856421","100","100","100"
"21725.412381919","100","100","100"
"21735.413360233","100","100","100"
"21745.413363563","100","100","100"
"21755.416473772","100","100","100"
"21765.412606195","100","100","100"
"21775.41502054","100","100","100"
"21785.413047487","100","100","100"
"21795.41142496","100","100","100"
"21805.411449574","100","100","100"
"21815.412398965","100","100","100"
"21825.412333113","100","100","100"
"21835.412071517","100","100","100"
"21845.412094384","100","100","100"
"21855.411684957","100","100","100"
"21865.411393681","100","100","100"
"21875.411983804","100","100","100"
"21885.420743848","100","100","100"
"21895.416388958","100","100","100"
"21905.41120506","100","100","100"
"21915.412163033","100","100","100"
"21925.416572535","100","100","100"
"21935.413674203","100","100","100"
"21945.410895658","100","100","100"
"21955.413488925","100","100","100"
"21965.415297453","100","100","100"
"21975.412302389","100","100","100"
"21985.411688803","100","100","100"
"21995.41099758","100","100","100"
"22005.411176737","100","100","100"
"22015.412721314","100","100","100"
"22025.411577031","100","100","100"
"22035.41115759","100","100","100"
"22045.412794871","100","100","100"
"22055.411471331","100","100","100"
"22065.411538565","100","100","100"
"22075.415527924","100","100","100"
"22085.411966646","100","100","100"
"22095.411984464","100","100","100"
"22105.412352945","100","100","100"
"22115.411365395","100","100","100"
"22125.411559135","100","100","100"
"22135.411892921","100","100","100"
"22145.411526141","100","100","100"
"22155.411850268","100","100","100"
"22165.411488442","100","100","100"
"22175.411726331","100","100","100"
"22185.411479748","100","100","100"
"22195.41771005","89","89","89"
"22205.415028993","100","100","100"
"22215.418107443","100","100","100"
"22225.411551024","100","100","100"
"22235.41181597","100","100","100"
"22245.411795287","100","100","100"
"22255.413806954","100","100","100"
"22265.411418244","100","100","100"
"22275.410900863","100","100","100"
"22285.413886392","100","100","100"
"22295.411602212","100","100","100"
"22305.411284477","100","100","100"
"22315.414142447","100","100","100"
"22325.411145657","100","100","100"
"22335.411243103","100","100","100"
"22345.411006746","100","100","100"
"22355.410919939","100","100","100"
"22365.411567796","100","100","100"
"22375.410999082","100","100","100"
"22385.411441955","100","100","100"
"22395.420929948","100","100","100"
"22405.414120522","100","100","100"
"22415.411146886","100","100","100"
"22425.410993703","100","100","100"
"22435.412349014","100","100","100"
"22445.41160683","100","100","100"
"22455.415431298","100","100","100"
"22465.41245829","100","100","100"
"22475.411971777","100","100","100"
"22485.413440752","89","89","89"
"22495.412726073","100","100","100"
"22505.412432528","70","70","70"
"22515.41091563","74","74","74"
"22525.411734797","72","72","72"
"22535.410897348","74","74","74"
"22545.41219946","70","70","70"
"22555.411201847","72","72","72"
"22565.411435841","75","75","75"
"22575.411372067","71","71","71"
"22585.411537001","73","73","73"
"22595.412843188","75","75","75"
"22605.411348198","71","71","71"
"22615.411265835","74","74","74"
"22775.411693486","0","0","0"
"22785.412247218","0","0","0"
"22825.411309537","0","0","0"
"22895.412129727","4","4","4"
"23165.410852469","4","4","4"
"23175.410951642","0","0","0"
"23735.411809428","0","0","0"
"23745.411985866","11","11","11"
"23755.413535802","5","5","5"
"23765.411525562","4","4","4"
"23775.411473392","0","0","0"
"23785.411322184","0","0","0"
"23795.414205548","0","0","0"
"23805.410675285","7","7","7"
"23815.411662744","0","0","0"
"23825.412009404","5","5","5"
"23835.411818005","12","12","12"
"23845.414435924","5","5","5"
"23855.413622886","5","5","5"
"23865.413013182","2","2","2"
"23875.412149596","0","0","0"
"23885.411627594","0","0","0"
"23895.410916072","0","0","0"
"23905.412483719","0","0","0"
"23915.411929245","0","0","0"
"23925.410735442","0","0","0"
"23935.411865707","0","0","0"
"23945.414130796","0","0","0"
"23955.422960364","0","0","0"
"23965.411434901","0","0","0"
"23975.415647203","0","0","0"
"23985.414186618","0","0","0"
"23995.415701072","0","0","0"
"24005.415935807","0","0","0"
"24015.413742565","0","0","0"
"24025.4115708","0","0","0"
"24035.410426062","0","0","0"
"24185.411843267","11","11","11"
"24195.411637232","4","4","4"
"24205.41135783","0","0","0"
"24215.411147422","0","0","0"
"24225.411620244","5","5","5"
"24235.411848124","0","0","0"
"24365.411133672","0","0","0"
"24375.41101276","0","0","0"
"24385.411511192","0","0","0"
"24435.411047088","20","20","20"
"24445.411867952","21","21","21"
"24455.411126821","15","15","15"
